model,rows,accuracy,macro_f1,weighted_f1,log_loss,away_precision,away_recall,away_f1,draw_precision,draw_recall,draw_f1,home_precision,home_recall,home_f1
RandomForest v6,4502,0.3811639271434918,0.34263833904697166,0.3627459932228399,1.09215222290001,0.35634743875278396,0.3241053342336259,0.33946251768033947,0.27794117647058825,0.1584241408214585,0.201815269620929,0.42303030303030303,0.5727571115973742,0.48663722983964675
