model,rows,accuracy,macro_f1,weighted_f1,log_loss,draw_precision,draw_recall,draw_f1,away_recall,home_recall
RandomForest v4,318,0.3584905660377358,0.31427029866117945,0.34990627135700175,1.9451931896607402,0.14893617021276595,0.10606060606060606,0.12389380530973451,0.43859649122807015,0.41304347826086957
