model,rows,accuracy,macro_f1,weighted_f1,log_loss,draw_precision,draw_recall,draw_f1,away_recall,home_recall
RandomForest v4,318,0.3805031446540881,0.310225885178844,0.3553072116610176,1.107024843518267,0.17391304347826086,0.06060606060606061,0.0898876404494382,0.37719298245614036,0.5362318840579711
