round_id,seed,simulations,optimization_iterations,ticket_count,investment_yen,objective_improvement,hit_rate_improvement,probability_11_plus_improvement,probability_12_plus_improvement,initial_metrics.ticket_count,initial_metrics.exact_hit_probability,initial_metrics.simulated_hit_rate,initial_metrics.mean_best_match_count,initial_metrics.probability_10_or_more,initial_metrics.probability_11_or_more,initial_metrics.probability_12_or_more,initial_metrics.probability_13,initial_metrics.average_pair_similarity,initial_metrics.maximum_pair_similarity,initial_metrics.unique_ticket_ratio,initial_metrics.average_value_index,initial_metrics.tail_coverage_score,initial_metrics.objective_score,optimized_metrics.ticket_count,optimized_metrics.exact_hit_probability,optimized_metrics.simulated_hit_rate,optimized_metrics.mean_best_match_count,optimized_metrics.probability_10_or_more,optimized_metrics.probability_11_or_more,optimized_metrics.probability_12_or_more,optimized_metrics.probability_13,optimized_metrics.average_pair_similarity,optimized_metrics.maximum_pair_similarity,optimized_metrics.unique_ticket_ratio,optimized_metrics.average_value_index,optimized_metrics.tail_coverage_score,optimized_metrics.objective_score
1631,42,100000,10000,50,5000,0.008395854090380045,-1.9999999999999998e-05,0.004660000000000001,0.00028,50,0.00015199119045835067,3e-05,6.65629,0.03618,0.00712,0.00088,3e-05,0.7784615384615385,0.9230769230769231,1.0,1.2002171822542909,0.0043823,0.15935597452778122,50,0.00014446430365585867,1e-05,7.24742,0.06194,0.01178,0.00116,1e-05,0.6506750392464679,0.9230769230769231,1.0,1.1776262030986557,0.0073103,0.16775182861816126
