match_card_id,team,match_date,core_GK,momentum_GK,starter_count_GK,available_count_GK,core_DF,momentum_DF,starter_count_DF,available_count_DF,core_MF,momentum_MF,starter_count_MF,available_count_MF,core_FW,momentum_FW,starter_count_FW,available_count_FW
26764,レノファ山口FC,,0.5,0.5,1,1,0.820972,0.792778,4,3,0.589097,0.481861,3,3,0.739352,0.69137,3,5
26764,ヴァンフォーレ甲府,,0.5,0.5,1,1,0.825222,0.787422,4,4,0.77504,0.731603,5,5,0.499028,0.327556,1,1
26765,ブラウブリッツ秋田,,0.5,0.45,1,1,0.99625,0.9943,4,5,0.643426,0.547185,4,4,0.705694,0.597322,2,4
26765,レノファ山口FC,,0.5,0.5,1,1,0.872167,0.8646,4,5,0.591296,0.50213,3,4,0.783528,0.706389,3,4
26766,いわてグルージャ盛岡,,0.440486,0.430139,1,1,0.661806,0.557278,4,3,0.713837,0.64534,5,6,0.44713,0.292815,1,0
26766,大宮アルディージャ,,0.5,0.5,1,1,0.700868,0.596965,3,2,0.698272,0.651951,6,6,0.544491,0.417093,1,1
26767,横浜FC,,0.5,0.5,1,1,0.868958,0.839833,3,4,0.565556,0.442206,4,3,0.618361,0.513189,3,2
26767,水戸ホーリーホック,,0.5,0.5,1,1,0.657986,0.568306,4,2,0.519841,0.426111,4,3,0.729352,0.633593,2,2
26768,FC町田ゼルビア,,0.5,0.5,1,1,0.722639,0.657491,4,4,0.871694,0.843122,5,5,0.500028,0.367778,1,1
26768,ベガルタ仙台,,0.63,0.66,1,1,0.759352,0.688796,4,4,0.689762,0.592889,4,4,0.624722,0.516889,2,2
26769,V・ファーレン長崎,,0.5,0.5,1,1,0.851157,0.816981,4,5,0.844167,0.775333,4,4,0.559806,0.438078,2,2
26769,ヴァンフォーレ甲府,,0.5,0.5,1,1,0.734306,0.685472,3,4,0.699663,0.624183,6,6,0.550694,0.399722,1,1
26770,モンテディオ山形,,0.5,0.5,1,1,0.744606,0.705102,4,4,0.715046,0.640083,3,5,0.601979,0.476958,3,2
26770,栃木SC,,0.5,0.5,1,1,0.687556,0.619911,4,3,0.76879,0.70177,4,6,0.588437,0.499833,2,2
26771,ツエーゲン金沢,,0.5,0.5,1,1,0.761458,0.708361,4,4,0.654144,0.542009,4,3,0.625,0.5,2,4
26771,徳島ヴォルティス,,0.265,0.13,1,0,0.447889,0.3516,3,2,0.720046,0.650685,6,6,0.632917,0.5135,1,1
26772,ファジアーノ岡山,,0.5,0.5,1,1,0.574954,0.511944,4,3,0.801898,0.728241,4,5,0.766215,0.682764,2,3
26772,ロアッソ熊本,,0.5,0.5,1,1,0.674236,0.618639,3,2,0.59338,0.49987,3,3,0.698171,0.604287,4,4
26773,ジェフユナイテッド千葉,,0.0,0.0,1,0,0.811076,0.760069,3,4,0.733155,0.668929,5,5,0.453722,0.378633,2,2
26773,大分トリニータ,,0.5,0.5,1,1,0.782465,0.731264,3,3,0.598154,0.499613,4,4,0.706736,0.642556,3,3
26774,アルビレックス新潟,,0.5,0.5,1,1,0.898667,0.860267,4,5,0.795139,0.730204,5,7,0.635,0.516,1,1
26774,ザスパクサツ群馬,,0.5,0.5,1,1,0.631921,0.570815,4,3,0.490602,0.410481,4,2,0.618472,0.509778,2,3
26775,FC琉球,,0.5,0.5,1,1,0.768455,0.722493,4,5,0.901366,0.855343,5,6,0.674931,0.589861,1,2
26775,東京ヴェルディ,,0.648542,0.508583,1,1,0.655324,0.586824,4,4,0.705903,0.594028,3,4,0.511944,0.391972,3,1
26776,FC琉球,,0.5,0.5,1,1,0.587083,0.444119,4,3,0.920671,0.88162,5,6,0.739167,0.653361,1,3
26776,いわてグルージャ盛岡,,0.5,0.5,1,1,0.758438,0.689625,3,3,0.737917,0.685071,4,5,0.587583,0.487433,3,1
26777,ベガルタ仙台,,0.605,0.56,1,1,0.727593,0.653963,4,4,0.706627,0.618397,4,6,0.678935,0.588426,2,2
26777,ヴァンフォーレ甲府,,0.5,0.5,1,1,0.7024,0.645485,4,4,0.861597,0.825528,5,6,0.441736,0.307139,1,1
26778,東京ヴェルディ,,0.654792,0.521083,1,1,0.784931,0.737861,4,5,0.456042,0.392639,3,2,0.462778,0.383306,3,2
26778,栃木SC,,0.5,0.5,1,1,0.900306,0.898678,4,5,0.727407,0.629759,4,4,0.642148,0.552107,2,3
26779,FC町田ゼルビア,,0.5,0.5,1,1,0.698241,0.65025,4,4,0.928667,0.9036,5,5,0.462639,0.318544,1,1
26779,水戸ホーリーホック,,0.5,0.5,1,1,0.62081,0.570787,4,3,0.724028,0.657484,4,4,0.716019,0.610259,2,2
26780,ブラウブリッツ秋田,,0.5,0.4,1,1,0.857917,0.776278,4,5,0.621139,0.502811,4,2,0.732833,0.625867,2,5
26780,横浜FC,,0.5,0.5,1,1,0.873646,0.849458,3,3,0.661372,0.562243,4,4,0.765625,0.699667,3,3
26781,アルビレックス新潟,,0.5,0.5,1,1,0.7505,0.662711,4,4,0.698843,0.6105,5,5,0.633333,0.512667,1,1
26781,ジェフユナイテッド千葉,,0.63,0.66,1,1,0.93375,0.91775,4,4,0.722431,0.640569,4,5,0.539514,0.446292,2,2
26782,ザスパクサツ群馬,,0.5,0.5,1,1,0.760528,0.702322,4,4,0.649444,0.583508,4,4,0.604306,0.528014,2,2
26782,ツエーゲン金沢,,0.5,0.5,1,1,0.595255,0.567065,4,3,0.638356,0.547056,4,4,0.625,0.5,2,2
26783,ファジアーノ岡山,,0.5,0.5,1,1,0.565648,0.507963,4,3,0.7325,0.664667,4,4,0.616083,0.5359,2,3
26783,大宮アルディージャ,,0.5,0.5,1,1,0.725861,0.6366,4,3,0.810079,0.74673,4,7,0.543542,0.424583,2,2
26784,レノファ山口FC,,0.5,0.5,1,1,0.84775,0.8299,4,4,0.581389,0.487644,3,3,0.728009,0.618685,3,3
26784,大分トリニータ,,0.5,0.5,1,1,0.804722,0.727278,3,3,0.640873,0.525508,4,5,0.63925,0.5547,3,3
26785,V・ファーレン長崎,,0.5,0.5,1,1,0.732222,0.675722,4,3,0.74475,0.6671,4,3,0.648278,0.530111,2,3
26785,モンテディオ山形,,0.5,0.5,1,1,0.72206,0.693343,4,4,0.651139,0.569944,3,3,0.565,0.483333,3,2
26786,ロアッソ熊本,,0.5,0.5,1,1,0.789,0.754067,3,3,0.691458,0.624306,3,4,0.787972,0.713344,4,4
26786,徳島ヴォルティス,,0.3025,0.305,1,1,0.547583,0.4961,3,3,0.771198,0.706979,6,6,0.680139,0.5625,1,2
26787,ツエーゲン金沢,,0.5,0.5,1,1,0.636227,0.615731,4,3,0.637083,0.562315,4,3,0.625,0.5,2,2
26787,水戸ホーリーホック,,0.5,0.5,1,1,0.724821,0.690976,4,4,0.745949,0.689398,4,4,0.562037,0.420852,2,1
26788,ジェフユナイテッド千葉,,0.605,0.56,1,1,0.946806,0.930833,3,3,0.724983,0.665507,5,5,0.719194,0.637656,2,3
26788,栃木SC,,0.5,0.5,1,1,0.887882,0.851181,4,4,0.754358,0.660757,4,5,0.477292,0.36366,2,2
26789,ブラウブリッツ秋田,,0.5,0.4275,1,1,0.870139,0.814,4,6,0.731,0.678333,4,4,0.706167,0.586733,2,3
26789,ヴァンフォーレ甲府,,0.5,0.5,1,1,0.788796,0.703815,4,3,0.775833,0.712095,4,6,0.455139,0.305694,2,1
26790,徳島ヴォルティス,,0.82125,0.8425,1,2,0.740694,0.677556,3,3,0.728556,0.665678,6,7,0.544931,0.383194,1,1
26790,横浜FC,,0.5,0.5,1,1,0.789833,0.744733,3,3,0.596944,0.507651,4,5,0.769097,0.714611,3,3
26791,V・ファーレン長崎,,0.5,0.5,1,1,0.703294,0.658968,4,4,0.663264,0.564361,5,3,0.660602,0.559759,1,2
26791,いわてグルージャ盛岡,,0.5,0.5,1,1,0.729056,0.661644,3,4,0.670602,0.608815,4,4,0.652028,0.515622,3,3
26792,モンテディオ山形,,0.5,0.5,1,1,0.720532,0.691009,4,4,0.660139,0.593544,3,4,0.58675,0.5119,3,3
26792,ロアッソ熊本,,0.5,0.5,1,1,0.763583,0.6997,3,3,0.700185,0.62187,3,4,0.780917,0.682833,4,4
26793,FC町田ゼルビア,,0.5,0.5,1,1,0.659778,0.616756,4,3,0.749663,0.696802,5,5,0.385104,0.255361,1,1
26793,ザスパクサツ群馬,,0.5,0.5,1,1,0.72225,0.682767,4,3,0.686508,0.602635,4,4,0.589201,0.501403,2,2
26794,大宮アルディージャ,,0.5,0.5,1,1,0.692894,0.671843,4,4,0.740377,0.645754,4,7,0.518102,0.390537,2,1
26794,東京ヴェルディ,,0.345,0.0,1,0,0.69996,0.645627,4,6,0.464444,0.374611,3,1,0.66412,0.55713,3,2
26795,アルビレックス新潟,,0.5,0.5,1,1,0.749389,0.712711,4,4,0.61033,0.49266,5,4,0.459815,0.320185,1,1
26795,レノファ山口FC,,0.5,0.5,1,1,0.816778,0.785022,4,4,0.607,0.517133,3,3,0.678495,0.57038,3,3
26796,ファジアーノ岡山,,0.5,0.5,1,1,0.708403,0.68025,4,4,0.754944,0.688222,4,4,0.595667,0.493133,2,3
26796,大分トリニータ,,0.5,0.5,1,1,0.802257,0.772431,3,3,0.701771,0.619083,4,6,0.694444,0.615556,3,3
26797,FC琉球,,0.5,0.45,1,1,0.704921,0.633921,4,5,0.700639,0.601478,4,3,0.506389,0.359861,2,1
26797,ベガルタ仙台,,0.5925,0.485,1,1,0.686227,0.651769,4,4,0.626845,0.524833,4,5,0.690602,0.605426,2,2
26798,いわてグルージャ盛岡,,1.0,1.0,1,2,0.747667,0.727733,3,3,0.81725,0.776167,4,5,0.560409,0.414225,3,3
26798,ベガルタ仙台,,0.58625,0.4275,1,1,0.734282,0.667065,4,4,0.699742,0.62777,4,4,0.722176,0.638574,2,2
26799,徳島ヴォルティス,,0.6975,0.645,1,1,0.685718,0.62388,3,4,0.663958,0.590292,6,4,0.62,0.501667,1,1
26799,東京ヴェルディ,,0.63,0.66,1,1,0.822546,0.760593,4,6,0.627392,0.548154,5,3,0.355625,0.323917,1,2
26800,ヴァンフォーレ甲府,,0.5,0.5,1,1,0.780317,0.683861,4,6,0.721007,0.667014,3,3,0.396778,0.283556,3,1
26800,水戸ホーリーホック,,0.5,0.5,1,1,0.704005,0.639843,4,3,0.695434,0.621201,5,4,0.568889,0.459778,1,1
26801,アルビレックス新潟,,0.5,0.5,1,1,0.7285,0.717,4,3,0.615295,0.518111,5,5,0.551991,0.397787,1,1
26801,ツエーゲン金沢,,0.5,0.5,1,1,0.587194,0.563789,4,2,0.682718,0.605278,4,5,0.625,0.5,2,2
26802,ザスパクサツ群馬,,0.5,0.5,1,1,0.713241,0.663204,4,5,0.665023,0.56788,4,3,0.574757,0.471931,2,1
26802,大分トリニータ,,0.5,0.5,1,1,0.786458,0.742417,3,3,0.705694,0.62996,4,6,0.719,0.625933,3,4
26803,ブラウブリッツ秋田,,0.5,0.4275,1,1,0.881667,0.842533,4,5,0.661861,0.574589,4,4,0.678148,0.567963,2,4
26803,モンテディオ山形,,0.5,0.5,1,1,0.54838,0.500176,4,3,0.742917,0.673056,3,5,0.770972,0.676861,3,3
26804,FC町田ゼルビア,,0.5,0.5,1,1,0.883556,0.866644,4,4,0.733909,0.693865,5,5,0.382118,0.258569,1,1
26804,V・ファーレン長崎,,0.5,0.5,1,1,0.78956,0.72612,4,5,0.729074,0.671731,5,4,0.642847,0.536611,1,3
26805,ジェフユナイテッド千葉,,0.5925,0.5,1,1,0.99037,0.98463,3,3,0.687951,0.606306,5,5,0.688944,0.593956,2,3
26805,横浜FC,,0.5,0.5,1,1,0.874333,0.833,3,4,0.527282,0.424802,4,3,0.770556,0.716194,3,3
26806,ファジアーノ岡山,,0.5,0.5,1,1,0.699861,0.647056,4,4,0.76425,0.691167,4,3,0.574361,0.463189,2,3
26806,栃木SC,,0.5,0.5,1,1,0.769639,0.759144,4,4,0.528333,0.439857,4,5,0.428472,0.276861,2,1
26807,FC琉球,,0.5,0.4,1,0,0.647579,0.597492,4,5,0.613912,0.545269,5,4,0.43412,0.274444,1,1
26807,大宮アルディージャ,,0.5,0.5,1,1,0.67325,0.6409,4,3,0.682205,0.582035,4,7,0.54838,0.424093,2,1
26808,レノファ山口FC,,0.5,0.5,1,1,0.683556,0.621311,4,3,0.615361,0.529589,3,3,0.729792,0.638139,3,4
26808,ロアッソ熊本,,0.5,0.5,1,1,0.763528,0.677922,3,3,0.701505,0.608787,3,3,0.777444,0.676889,4,4
26809,FC町田ゼルビア,,0.5,0.5,1,1,0.736273,0.688454,4,5,0.85919,0.807824,5,5,0.520694,0.427,1,1
26809,いわてグルージャ盛岡,,0.87,0.79,1,2,0.765917,0.745567,3,4,0.817523,0.761657,4,6,0.542167,0.408683,3,3
26810,大分トリニータ,,0.5,0.5,1,1,0.953056,0.917444,3,4,0.688534,0.580222,6,7,0.42125,0.317056,1,1
26810,水戸ホーリーホック,,0.5,0.5,1,1,0.774194,0.700189,4,3,0.609306,0.519694,4,4,0.725463,0.626037,2,2
26811,ジェフユナイテッド千葉,,0.58625,0.5,1,1,0.393028,0.389256,3,2,0.681233,0.596618,5,5,0.833194,0.747167,2,3
26811,ヴァンフォーレ甲府,,0.0,0.0,1,0,0.612963,0.594759,4,4,0.809745,0.758602,5,6,0.383299,0.309431,1,1
26812,アルビレックス新潟,,0.5,0.5,1,1,0.731,0.722,4,4,0.67379,0.586722,5,5,0.450729,0.300875,1,1
26812,ファジアーノ岡山,,0.5,0.5,1,1,0.848125,0.797694,4,5,0.640093,0.59963,4,3,0.605069,0.500389,2,2
26813,FC琉球,,0.5,0.355,1,1,0.725231,0.653519,4,4,0.656634,0.61096,5,4,0.449213,0.38987,1,2
26813,徳島ヴォルティス,,0.67875,0.5575,1,1,0.664611,0.588556,3,3,0.677932,0.621901,6,7,0.529097,0.416361,1,1
26814,V・ファーレン長崎,,0.5,0.5,1,1,0.751296,0.668537,4,4,0.529821,0.4715,5,3,0.660694,0.576222,1,1
26814,ベガルタ仙台,,0.58625,0.5,1,1,0.489306,0.394878,4,2,0.517837,0.409341,4,3,0.852407,0.785593,2,3
26815,ザスパクサツ群馬,,0.5,0.5,1,1,0.615935,0.567559,4,3,0.696556,0.632711,3,3,0.607694,0.489056,3,2
26815,モンテディオ山形,,0.5,0.5,1,1,0.691667,0.65,4,4,0.720532,0.634954,3,5,0.712674,0.595889,3,3
26816,レノファ山口FC,,0.5,0.5,1,1,0.759667,0.721611,4,4,0.636056,0.549644,3,2,0.724722,0.631944,3,4
26816,栃木SC,,0.5,0.5,1,1,0.710833,0.7058,4,4,0.639722,0.5575,4,4,0.542167,0.436067,2,2
26817,ブラウブリッツ秋田,,0.5,0.45,1,1,0.848542,0.8405,4,4,0.670496,0.581849,4,4,0.696944,0.567822,2,3
26817,大宮アルディージャ,,0.5,0.5,1,1,0.743241,0.721259,4,4,0.68794,0.570602,4,5,0.628542,0.53175,2,2
26818,東京ヴェルディ,,0.605,0.56,1,1,0.850778,0.783356,4,5,0.687114,0.616932,3,4,0.662889,0.557178,3,3
26818,横浜FC,,0.265,0.13,1,0,0.809965,0.747514,3,3,0.568264,0.474583,4,4,0.825139,0.770861,3,3
26819,ツエーゲン金沢,,0.5,0.5,1,1,0.6,0.543733,4,2,0.68375,0.616738,4,5,0.625,0.5,2,2
26819,ロアッソ熊本,,0.5,0.5,1,1,0.828785,0.778153,3,3,0.638512,0.529389,3,3,0.790111,0.701022,4,4
26820,大宮アルディージャ,,0.5,0.5,1,1,0.618287,0.603352,4,4,0.651409,0.547389,4,3,0.662824,0.588426,2,1
26820,水戸ホーリーホック,,0.5,0.5,1,1,0.739556,0.679244,4,4,0.655139,0.561319,4,5,0.712315,0.603741,2,2
26821,徳島ヴォルティス,,0.6725,0.5,1,1,0.656056,0.565267,3,3,0.717022,0.648673,6,6,0.686944,0.570722,1,2
26821,栃木SC,,0.5,0.5,1,1,0.7655,0.771,4,4,0.718155,0.631167,4,5,0.578958,0.474458,2,2
26822,いわてグルージャ盛岡,,0.765,0.68,1,2,0.707694,0.593522,3,3,0.74675,0.681167,4,4,0.440278,0.317426,3,3
26822,横浜FC,,0.3025,0.305,1,1,0.834528,0.789056,3,4,0.510437,0.411167,4,3,0.698472,0.593361,3,2
26823,FC琉球,,0.41375,0.4275,1,1,0.591944,0.567756,4,2,0.719921,0.674175,4,5,0.527986,0.409792,2,2
26823,ロアッソ熊本,,0.5,0.5,1,1,0.835278,0.785556,3,3,0.66752,0.560706,3,4,0.711222,0.619711,4,3
26824,FC町田ゼルビア,,0.0,0.0,1,0,0.722708,0.695472,4,4,0.830185,0.76487,5,5,0.34066,0.254625,1,1
26824,モンテディオ山形,,0.5,0.5,1,1,0.691667,0.639046,4,4,0.721574,0.645315,3,4,0.792616,0.69862,3,4
26825,ザスパクサツ群馬,,0.5,0.5,1,1,0.731875,0.68875,3,3,0.571028,0.479289,5,4,0.301181,0.250528,2,1
26825,ヴァンフォーレ甲府,,0.13,0.16,1,0,0.639375,0.518069,3,2,0.711131,0.639452,5,5,0.441667,0.2978,2,1
26826,ジェフユナイテッド千葉,,0.58625,0.5,1,1,0.902222,0.860944,4,5,0.615231,0.541546,4,3,0.67625,0.577833,2,3
26826,ファジアーノ岡山,,0.5,0.5,1,1,0.735635,0.648556,4,5,0.789361,0.731989,4,4,0.612014,0.491028,2,2
26827,ベガルタ仙台,,0.5,0.5,1,1,0.517612,0.446955,4,2,0.640083,0.543033,4,2,0.715174,0.625431,2,2
26827,レノファ山口FC,,0.5,0.5,1,1,0.665833,0.625611,4,3,0.537321,0.384643,4,3,0.722861,0.624189,2,4
26828,V・ファーレン長崎,,0.5,0.5,1,1,0.663571,0.582714,4,4,0.625347,0.583417,5,4,0.570231,0.47713,1,1
26828,アルビレックス新潟,,0.5,0.5,1,1,0.6,0.566,4,3,0.650382,0.567167,5,5,0.444213,0.310648,1,1
26829,大分トリニータ,,0.5,0.5,1,1,0.979222,0.965778,4,5,0.675357,0.57219,3,4,0.792049,0.724014,3,3
26829,東京ヴェルディ,,0.5925,0.5,1,1,0.794083,0.744233,4,5,0.683075,0.588472,3,5,0.659896,0.543875,3,3
26830,ツエーゲン金沢,,0.5,0.5,1,1,0.36625,0.311921,4,3,0.623519,0.551389,4,3,0.633611,0.503,2,2
26830,ブラウブリッツ秋田,,0.5,0.45,1,1,0.699468,0.638667,4,4,0.824611,0.773289,4,5,0.667056,0.552178,2,3
26831,いわてグルージャ盛岡,,0.6725,0.595,1,1,0.756361,0.689189,3,4,0.747472,0.672011,4,4,0.520301,0.387324,3,3
26831,ファジアーノ岡山,,0.5,0.5,1,1,0.751204,0.700741,4,4,0.826194,0.771089,4,4,0.50375,0.4057,2,2
26832,V・ファーレン長崎,,0.5,0.5,1,1,0.856222,0.799778,4,5,0.692123,0.67196,5,5,0.643368,0.519403,1,2
26832,東京ヴェルディ,,0.58625,0.5,1,1,0.730333,0.658267,4,3,0.681319,0.567333,3,6,0.65838,0.565315,3,2
26833,FC琉球,,0.5,0.5,1,1,0.835167,0.829933,4,5,0.623698,0.576563,4,5,0.717639,0.617611,2,3
26833,ヴァンフォーレ甲府,,0.735,0.77,1,1,0.863264,0.805028,3,4,0.722708,0.647333,5,6,0.617049,0.522097,2,2
26834,アルビレックス新潟,,0.5,0.5,1,1,0.8175,0.835,4,4,0.656059,0.59341,5,5,0.48125,0.354796,1,1
26834,徳島ヴォルティス,,0.58625,0.5,1,1,0.564514,0.468347,3,2,0.683292,0.600883,6,7,0.54875,0.488833,1,1
26835,大宮アルディージャ,,0.5,0.5,1,1,0.73287,0.664796,4,4,0.704421,0.635731,4,4,0.617917,0.517333,2,2
26835,横浜FC,,0.5,0.5,1,1,0.711917,0.629167,3,3,0.853139,0.813211,4,5,0.717245,0.629935,3,4
26836,FC町田ゼルビア,,0.13,0.16,1,0,0.545992,0.453968,4,3,0.843889,0.807911,5,4,0.322118,0.219139,1,1
26836,大分トリニータ,,0.5,0.5,1,1,0.935889,0.900111,4,5,0.641111,0.530984,3,5,0.804097,0.744778,3,3
26837,ツエーゲン金沢,,0.5,0.5,1,1,0.535073,0.502161,4,4,0.861917,0.8107,4,4,0.743819,0.652472,2,2
26837,ベガルタ仙台,,0.5,0.5,1,1,0.809841,0.774063,4,5,0.7995,0.739,4,4,0.679271,0.575542,2,3
26838,モンテディオ山形,,0.5,0.5,1,1,0.683333,0.644083,4,4,0.691759,0.589407,3,4,0.788993,0.701986,3,3
26838,レノファ山口FC,,0.5,0.45,1,1,0.78225,0.7671,4,4,0.673313,0.589056,4,4,0.728611,0.631972,2,3
26839,ブラウブリッツ秋田,,0.5,0.415,1,1,0.708588,0.686731,4,4,0.811083,0.744767,4,5,0.499111,0.337411,2,2
26839,水戸ホーリーホック,,0.5,0.5,1,1,0.793704,0.763074,4,5,0.605516,0.493365,4,3,0.569722,0.441889,2,2
26840,ザスパクサツ群馬,,0.5,0.5,1,1,0.789965,0.754097,3,3,0.549414,0.482123,5,4,0.683519,0.60237,2,2
26840,ジェフユナイテッド千葉,,0.5,0.5,1,1,0.703449,0.624981,3,4,0.600556,0.539111,5,3,0.554514,0.486361,2,3
26841,ロアッソ熊本,,0.5,0.5,1,1,0.835417,0.748583,3,3,0.703733,0.599965,3,5,0.65816,0.565306,4,2
26841,栃木SC,,0.5,0.5,1,1,0.956875,0.96375,4,4,0.716331,0.619468,4,6,0.580972,0.481111,2,2
26842,いわてグルージャ盛岡,,0.58625,0.4725,1,1,0.797583,0.765967,3,4,0.710926,0.63913,4,4,0.558083,0.426167,3,3
26842,ブラウブリッツ秋田,,0.41375,0.4275,1,1,0.505397,0.433833,4,3,0.666007,0.555014,4,2,0.491639,0.349489,2,1
26843,東京ヴェルディ,,0.58625,0.5,1,1,0.670417,0.624167,4,4,0.64875,0.566111,4,3,0.627604,0.533083,2,2
26843,水戸ホーリーホック,,0.0,0.0,1,0,0.669028,0.661972,3,3,0.547049,0.443618,5,3,0.514757,0.411347,2,2
26844,ザスパクサツ群馬,,0.5,0.5,1,1,0.832611,0.804089,4,5,0.612604,0.541792,5,4,0.623935,0.551315,1,2
26844,横浜FC,,0.5,0.5,1,1,0.700694,0.648639,3,3,0.606181,0.51275,4,2,0.641759,0.567074,3,4
26845,ロアッソ熊本,,0.5,0.5,1,1,0.635694,0.549722,3,2,0.680516,0.597032,3,4,0.611917,0.519111,4,3
26845,ヴァンフォーレ甲府,,0.1975,0.145,1,0,0.723333,0.646533,4,4,0.712143,0.622889,4,5,0.640694,0.506722,2,2
26846,ベガルタ仙台,,0.5,0.5,1,1,0.761091,0.680373,4,6,0.815278,0.764556,4,5,0.539074,0.372481,2,2
26846,大宮アルディージャ,,0.5,0.5,1,1,0.762014,0.712667,4,5,0.718861,0.670389,4,3,0.620194,0.507189,2,3
26847,ツエーゲン金沢,,0.5,0.5,1,1,0.775972,0.752278,4,5,0.804144,0.731565,4,5,0.757083,0.687389,2,2
26847,モンテディオ山形,,0.5,0.5,1,1,0.675,0.646546,4,4,0.696273,0.613769,3,3,0.75625,0.65625,3,3
26848,ファジアーノ岡山,,0.5,0.5,1,1,0.764769,0.709926,4,4,0.8365,0.776933,4,4,0.555889,0.405111,2,2
26848,レノファ山口FC,,0.5,0.4,1,0,0.728833,0.682,4,4,0.557894,0.482843,4,3,0.673667,0.5806,2,3
26849,FC琉球,,0.5,0.5,1,1,0.841833,0.8472,4,5,0.70381,0.646857,4,5,0.734734,0.63919,2,3
26849,V・ファーレン長崎,,0.5,0.5,1,1,0.854884,0.800213,4,6,0.762431,0.699861,5,6,0.432014,0.251194,1,0
26850,アルビレックス新潟,,0.5,0.5,1,1,0.630972,0.562278,4,3,0.578941,0.50634,5,4,0.543958,0.487417,1,1
26850,栃木SC,,0.5,0.5,1,1,0.774722,0.7495,4,5,0.689563,0.598329,4,5,0.781435,0.67387,2,2
26851,FC町田ゼルビア,,0.735,0.77,1,1,0.475046,0.413028,3,2,0.990625,0.984,4,4,0.473565,0.398046,3,2
26851,ジェフユナイテッド千葉,,0.5,0.5,1,1,0.641306,0.546078,4,2,0.89588,0.882981,4,6,0.687722,0.590911,2,3
26852,大分トリニータ,,0.5,0.5,1,1,0.897944,0.843022,4,5,0.619757,0.515514,4,5,0.709954,0.626463,2,2
26852,徳島ヴォルティス,,0.5,0.5,1,1,0.570472,0.539744,3,3,0.702793,0.614068,6,5,0.493889,0.382111,1,1
26853,ジェフユナイテッド千葉,,0.5,0.5,1,1,0.411736,0.323514,3,2,0.836157,0.781537,5,6,0.538194,0.473389,2,2
26853,徳島ヴォルティス,,0.5,0.5,1,1,0.582384,0.553546,3,3,0.678177,0.567979,6,4,0.553542,0.46425,1,1
26854,ファジアーノ岡山,,0.5,0.5,1,1,0.401722,0.245511,4,1,0.52994,0.427413,4,3,0.642674,0.477931,2,2
26854,横浜FC,,0.5,0.5,1,1,0.726632,0.677014,3,3,0.60619,0.50981,5,3,0.462,0.357433,2,2
26855,アルビレックス新潟,,0.5,0.5,1,1,0.7715,0.743,4,3,0.675247,0.606123,5,5,0.366111,0.270889,1,0
26855,ロアッソ熊本,,0.5,0.5,1,1,0.632604,0.583458,3,2,0.615496,0.55504,3,4,0.661472,0.551022,4,3
26856,FC琉球,,0.58625,0.5,1,1,0.687123,0.61796,4,5,0.833565,0.768185,4,5,0.627685,0.482926,2,1
26856,モンテディオ山形,,0.5,0.5,1,1,0.514931,0.5,4,3,0.649861,0.536456,3,2,0.747917,0.641867,3,4
26857,ブラウブリッツ秋田,,0.41375,0.4275,1,1,0.719213,0.657259,4,4,0.639694,0.530522,4,2,0.634611,0.556822,2,4
26857,栃木SC,,0.5,0.5,1,1,0.707667,0.641733,4,4,0.653559,0.555201,4,4,0.651389,0.544556,2,2
26858,ザスパクサツ群馬,,0.5,0.5,1,1,0.866215,0.808097,3,4,0.740873,0.673603,4,5,0.540222,0.477911,3,3
26858,ベガルタ仙台,,0.5,0.5,1,1,0.734306,0.653563,4,5,0.787569,0.71975,4,5,0.513981,0.366185,2,0
26859,FC町田ゼルビア,,0.6975,0.645,1,2,0.376444,0.309967,3,1,0.843125,0.803583,4,5,0.647889,0.585844,3,3
26859,大宮アルディージャ,,0.0,0.0,1,0,0.70679,0.637117,4,4,0.820528,0.767256,4,5,0.497694,0.383922,2,2
26860,V・ファーレン長崎,,0.5425,0.29,1,1,0.659782,0.60423,4,5,0.696759,0.605963,5,4,0.576944,0.436222,1,1
26860,ツエーゲン金沢,,0.5,0.5,1,1,0.878843,0.824907,4,6,0.794259,0.723407,4,4,0.673507,0.569681,2,3
26861,レノファ山口FC,,0.5,0.355,1,1,0.711528,0.649972,3,3,0.726597,0.638528,4,4,0.771736,0.692139,3,4
26861,水戸ホーリーホック,,0.63,0.66,1,1,0.769421,0.721954,4,5,0.707899,0.623174,5,6,0.736597,0.637694,1,2
26862,いわてグルージャ盛岡,,0.21625,0.2325,1,0,0.692882,0.624014,3,2,0.832413,0.77166,4,7,0.718472,0.608611,3,4
26862,大分トリニータ,,0.5,0.5,1,1,0.863111,0.793356,4,4,0.676349,0.598984,3,5,0.654653,0.570639,3,2
26863,ヴァンフォーレ甲府,,0.30875,0.3175,1,1,0.821736,0.7765,4,5,0.786898,0.723796,5,4,0.39875,0.2965,1,1
26863,東京ヴェルディ,,0.58625,0.5,1,1,0.773009,0.701185,4,6,0.678472,0.585333,3,4,0.662292,0.55725,3,2
26864,いわてグルージャ盛岡,,0.605,0.56,1,1,0.694375,0.6225,3,3,0.764425,0.665563,4,5,0.706389,0.618978,3,4
26864,アルビレックス新潟,,0.5,0.5,1,1,0.781167,0.769,4,5,0.660849,0.577809,5,6,0.409306,0.324778,1,1
26865,FC琉球,,0.5,0.5,1,1,0.697202,0.616444,4,5,0.801852,0.721204,4,5,0.730278,0.671556,2,2
