match_card_id,match_date,kickoff_time,stadium,attendance,weather,temperature_c,humidity_pct,home_team,away_team,home_score,away_score,home_first_half_score,away_first_half_score,home_second_half_score,away_second_half_score,home_coach,away_coach,regulation_minutes,source_html
25416,2021/04/04,14:03,サンガスタジアム by KYOCERA,4473,雨,16.8,90.0,京都サンガF.C.,ジェフユナイテッド千葉,2,1,1,0,1,1,曺 貴裁,尹 晶煥,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25416.html
25417,2021/04/04,14:03,維新みらいふスタジアム,2338,曇,15.0,76.0,レノファ山口FC,栃木SC,0,1,0,1,0,0,渡邉 晋,田坂 和昭,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25417.html
25418,2021/04/04,14:03,ニンジニアスタジアム,826,雨,18.6,77.0,愛媛FC,ザスパクサツ群馬,1,2,0,0,1,2,和泉 茂徳,奥野 僚右,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25418.html
25419,2021/04/04,15:03,味の素スタジアム,2197,曇,20.9,50.0,東京ヴェルディ,水戸ホーリーホック,2,1,1,1,1,0,永井 秀樹,秋葉 忠宏,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25419.html
25420,2021/04/10,13:03,ソユースタジアム,1738,曇のち晴,9.7,38.0,ブラウブリッツ秋田,大宮アルディージャ,0,0,0,0,0,0,吉田 謙,岩瀬 健,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25420.html
25421,2021/04/10,14:03,正田醤油スタジアム群馬,1846,晴,17.7,20.0,ザスパクサツ群馬,V・ファーレン長崎,1,2,1,0,0,2,奥野 僚右,吉田 孝行,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25421.html
25422,2021/04/10,14:03,JIT リサイクルインク スタジアム,4096,晴,19.0,20.0,ヴァンフォーレ甲府,ギラヴァンツ北九州,1,1,1,0,0,1,伊藤 彰,小林 伸二,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25422.html
25423,2021/04/10,14:03,ヤマハスタジアム(磐田),5392,晴,16.2,36.0,ジュビロ磐田,松本山雅FC,4,1,1,0,3,1,鈴木 政一,柴田 峡,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25423.html
25424,2021/04/10,16:03,味の素スタジアム,2377,晴,14.8,20.0,東京ヴェルディ,レノファ山口FC,3,1,2,1,1,0,永井 秀樹,渡邉 晋,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25424.html
25425,2021/04/11,14:03,NDソフトスタジアム山形,5289,晴,16.7,20.0,モンテディオ山形,アルビレックス新潟,0,2,0,0,0,2,石丸 清隆,アルベルト,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25425.html
25426,2021/04/11,14:03,ケーズデンキスタジアム水戸,2401,晴,18.3,27.0,水戸ホーリーホック,FC琉球,0,2,0,0,0,2,秋葉 忠宏,樋口 靖洋,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25426.html
25427,2021/04/11,14:03,栃木県グリーンスタジアム,2919,晴時々曇,17.4,32.0,栃木SC,SC相模原,0,0,0,0,0,0,田坂 和昭,三浦 文丈,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25427.html
25428,2021/04/11,14:03,町田GIONスタジアム,2160,晴,16.5,30.0,FC町田ゼルビア,京都サンガF.C.,0,1,0,1,0,0,ランコ ポポヴィッチ,曺 貴裁,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25428.html
25429,2021/04/11,14:03,石川県西部緑地公園陸上競技場,2522,晴,16.2,43.0,ツエーゲン金沢,ジェフユナイテッド千葉,0,1,0,0,0,1,柳下 正明,尹 晶煥,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25429.html
25430,2021/04/11,16:03,ニンジニアスタジアム,1498,晴,20.0,20.0,愛媛FC,ファジアーノ岡山,2,2,2,0,0,2,實好 礼忠,有馬 賢二,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25430.html
25431,2021/04/17,13:03,ソユースタジアム,1777,曇のち雨,12.9,87.0,ブラウブリッツ秋田,モンテディオ山形,0,0,0,0,0,0,吉田 謙,石丸 清隆,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25431.html
25432,2021/04/17,14:03,NACK5スタジアム大宮,3197,曇,18.2,49.0,大宮アルディージャ,愛媛FC,0,1,0,1,0,0,岩瀬 健,實好 礼忠,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25432.html
25433,2021/04/17,14:03,フクダ電子アリーナ,3777,曇時々雨,19.5,60.0,ジェフユナイテッド千葉,栃木SC,0,0,0,0,0,0,尹 晶煥,田坂 和昭,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25433.html
25434,2021/04/17,14:03,サンプロ アルウィン,4822,雨,11.2,90.0,松本山雅FC,ヴァンフォーレ甲府,3,3,1,3,2,0,柴田 峡,伊藤 彰,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25434.html
25435,2021/04/17,14:03,デンカビッグスワンスタジアム,10148,雨,14.7,67.0,アルビレックス新潟,ツエーゲン金沢,1,0,0,0,1,0,アルベルト,柳下 正明,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25435.html
25436,2021/04/17,14:03,サンガスタジアム by KYOCERA,3220,雨,15.0,90.0,京都サンガF.C.,ギラヴァンツ北九州,6,1,3,1,3,0,曺 貴裁,小林 伸二,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25436.html
25437,2021/04/17,14:03,維新みらいふスタジアム,2256,曇時々晴,20.6,56.0,レノファ山口FC,ザスパクサツ群馬,1,0,1,0,0,0,渡邉 晋,奥野 僚右,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25437.html
25438,2021/04/17,14:03,トランスコスモススタジアム長崎,4056,曇,20.8,68.0,V・ファーレン長崎,FC町田ゼルビア,0,3,0,1,0,2,吉田 孝行,ランコ ポポヴィッチ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25438.html
25439,2021/04/17,16:03,シティライトスタジアム,2902,曇,17.5,57.0,ファジアーノ岡山,水戸ホーリーホック,1,2,1,0,0,2,有馬 賢二,秋葉 忠宏,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25439.html
25440,2021/04/17,17:03,タピック県総ひやごんスタジアム,2308,晴,23.8,54.0,FC琉球,東京ヴェルディ,2,0,0,0,2,0,樋口 靖洋,永井 秀樹,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25440.html
25441,2021/04/18,13:03,相模原ギオンスタジアム,3922,晴,23.8,20.0,SC相模原,ジュビロ磐田,1,2,1,1,0,1,三浦 文丈,鈴木 政一,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25441.html
25442,2021/04/21,19:03,NDソフトスタジアム山形,2451,晴,14.3,30.0,モンテディオ山形,V・ファーレン長崎,1,3,1,1,0,2,石丸 清隆,吉田 孝行,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25442.html
25443,2021/04/21,19:03,ケーズデンキスタジアム水戸,1677,晴,13.1,49.0,水戸ホーリーホック,ジェフユナイテッド千葉,0,1,0,0,0,1,秋葉 忠宏,尹 晶煥,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25443.html
25444,2021/04/21,19:03,カンセキスタジアムとちぎ,2951,晴,15.2,20.0,栃木SC,アルビレックス新潟,2,2,1,1,1,1,田坂 和昭,アルベルト,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25444.html
25445,2021/04/21,19:03,正田醤油スタジアム群馬,975,晴,18.0,20.0,ザスパクサツ群馬,ファジアーノ岡山,1,0,0,0,1,0,奥野 僚右,有馬 賢二,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25445.html
25446,2021/04/21,19:03,町田GIONスタジアム,1432,晴,15.0,66.0,FC町田ゼルビア,FC琉球,3,0,2,0,1,0,ランコ ポポヴィッチ,樋口 靖洋,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25446.html
25447,2021/04/21,19:03,JIT リサイクルインク スタジアム,3340,晴,20.6,29.0,ヴァンフォーレ甲府,SC相模原,2,0,2,0,0,0,伊藤 彰,三浦 文丈,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25447.html
25448,2021/04/21,19:03,石川県西部緑地公園陸上競技場,1426,晴,16.0,30.0,ツエーゲン金沢,ブラウブリッツ秋田,2,1,1,1,1,0,柳下 正明,吉田 謙,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25448.html
25449,2021/04/21,19:03,ヤマハスタジアム(磐田),3773,晴,19.3,49.0,ジュビロ磐田,大宮アルディージャ,3,2,1,1,2,1,鈴木 政一,岩瀬 健,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25449.html
25450,2021/04/21,19:03,ニンジニアスタジアム,915,晴,18.9,42.0,愛媛FC,松本山雅FC,3,1,2,0,1,1,實好 礼忠,柴田 峡,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25450.html
25451,2021/04/21,19:03,ミクニワールドスタジアム北九州,2921,晴,20.2,30.0,ギラヴァンツ北九州,レノファ山口FC,0,0,0,0,0,0,小林 伸二,渡邉 晋,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25451.html
25452,2021/04/21,18:03,味の素フィールド西が丘,1789,晴,21.3,20.0,東京ヴェルディ,京都サンガF.C.,0,2,0,1,0,1,永井 秀樹,曺 貴裁,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25452.html
25453,2021/04/24,14:03,ニンジニアスタジアム,1491,晴,22.3,42.0,愛媛FC,アルビレックス新潟,0,2,0,1,0,1,實好 礼忠,アルベルト,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25453.html
25454,2021/04/25,13:03,ソユースタジアム,1319,晴,12.8,40.0,ブラウブリッツ秋田,水戸ホーリーホック,1,0,1,0,0,0,吉田 謙,秋葉 忠宏,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25454.html
25455,2021/04/25,14:03,NDソフトスタジアム山形,4430,曇,15.4,47.0,モンテディオ山形,ジュビロ磐田,1,0,1,0,0,0,佐藤 尽,鈴木 政一,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25455.html
25456,2021/04/25,14:03,NACK5スタジアム大宮,3828,曇,23.0,27.0,大宮アルディージャ,FC町田ゼルビア,0,1,0,1,0,0,岩瀬 健,ランコ ポポヴィッチ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25456.html
25457,2021/04/25,14:03,フクダ電子アリーナ,4114,晴,21.8,50.0,ジェフユナイテッド千葉,SC相模原,0,1,0,0,0,1,尹 晶煥,三浦 文丈,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25457.html
25458,2021/04/25,14:03,サンプロ アルウィン,6770,曇のち晴,18.2,38.0,松本山雅FC,ザスパクサツ群馬,1,0,0,0,1,0,柴田 峡,奥野 僚右,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25458.html
25459,2021/04/25,14:03,石川県西部緑地公園陸上競技場,2413,晴,16.2,53.0,ツエーゲン金沢,栃木SC,1,1,1,0,0,1,柳下 正明,田坂 和昭,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25459.html
25460,2021/04/25,14:03,シティライトスタジアム,3547,晴,20.8,34.0,ファジアーノ岡山,ギラヴァンツ北九州,1,0,1,0,0,0,有馬 賢二,小林 伸二,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25460.html
25461,2021/04/25,14:03,維新みらいふスタジアム,2946,晴,21.5,33.0,レノファ山口FC,京都サンガF.C.,0,2,0,1,0,1,渡邉 晋,曺 貴裁,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25461.html
25462,2021/04/25,14:03,トランスコスモススタジアム長崎,4468,晴,25.2,30.0,V・ファーレン長崎,東京ヴェルディ,1,1,1,0,0,1,吉田 孝行,永井 秀樹,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25462.html
25463,2021/04/25,17:03,タピック県総ひやごんスタジアム,2333,晴,23.5,47.0,FC琉球,ヴァンフォーレ甲府,1,0,0,0,1,0,樋口 靖洋,伊藤 彰,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25463.html
25464,2021/05/01,13:03,ソユースタジアム,1427,曇のち雨,16.5,38.0,ブラウブリッツ秋田,ファジアーノ岡山,0,1,0,1,0,0,吉田 謙,有馬 賢二,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25464.html
25465,2021/05/01,14:03,正田醤油スタジアム群馬,2084,晴,23.0,49.0,ザスパクサツ群馬,モンテディオ山形,1,2,0,1,1,1,奥野 僚右,佐藤 尽,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25465.html
25466,2021/05/01,14:03,JIT リサイクルインク スタジアム,4283,曇,24.3,25.0,ヴァンフォーレ甲府,ツエーゲン金沢,2,0,1,0,1,0,伊藤 彰,柳下 正明,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25466.html
25467,2021/05/01,14:03,デンカビッグスワンスタジアム,12522,曇時々晴,19.0,41.0,アルビレックス新潟,ジェフユナイテッド千葉,2,0,1,0,1,0,アルベルト,尹 晶煥,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25467.html
25468,2021/05/01,14:03,ヤマハスタジアム(磐田),5396,雨のち曇,20.4,54.0,ジュビロ磐田,栃木SC,3,2,2,1,1,1,鈴木 政一,田坂 和昭,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25468.html
25469,2021/05/01,14:03,サンガスタジアム by KYOCERA,0,晴一時雷のち曇,22.5,54.0,京都サンガF.C.,愛媛FC,3,2,2,1,1,1,曺 貴裁,實好 礼忠,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25469.html
25470,2021/05/01,14:03,ミクニワールドスタジアム北九州,2739,曇,18.4,50.0,ギラヴァンツ北九州,松本山雅FC,1,2,0,1,1,1,小林 伸二,柴田 峡,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25470.html
25471,2021/05/01,15:03,相模原ギオンスタジアム,1608,曇のち雷雨時々晴,18.3,59.0,SC相模原,FC琉球,1,5,1,3,0,2,三浦 文丈,樋口 靖洋,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25471.html
25472,2021/05/02,14:03,ケーズデンキスタジアム水戸,2799,曇のち雷雨のち曇,10.0,83.0,水戸ホーリーホック,V・ファーレン長崎,1,0,1,0,0,0,秋葉 忠宏,吉田 孝行,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25472.html
25473,2021/05/02,15:03,味の素スタジアム,0,曇,18.8,63.0,東京ヴェルディ,大宮アルディージャ,1,1,0,0,1,1,永井 秀樹,岩瀬 健,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25473.html
25474,2021/05/02,15:03,町田GIONスタジアム,0,晴のち曇時々雨,21.2,30.0,FC町田ゼルビア,レノファ山口FC,0,2,0,0,0,2,ランコ ポポヴィッチ,渡邉 晋,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25474.html
25475,2021/05/05,14:03,NDソフトスタジアム山形,4695,曇のち雨,19.1,70.0,モンテディオ山形,ヴァンフォーレ甲府,2,2,1,0,1,2,佐藤 尽,伊藤 彰,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25475.html
25476,2021/05/05,14:03,NACK5スタジアム大宮,4275,曇,20.7,49.0,大宮アルディージャ,アルビレックス新潟,2,3,1,1,1,2,岩瀬 健,アルベルト,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25476.html
25477,2021/05/05,14:03,石川県西部緑地公園陸上競技場,1548,雨,20.1,64.0,ツエーゲン金沢,水戸ホーリーホック,2,3,1,1,1,2,柳下 正明,秋葉 忠宏,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25477.html
25478,2021/05/05,14:03,シティライトスタジアム,3586,雨,18.6,81.0,ファジアーノ岡山,FC町田ゼルビア,1,2,1,1,0,1,有馬 賢二,ランコ ポポヴィッチ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25478.html
25479,2021/05/05,14:03,維新みらいふスタジアム,3129,曇のち晴,23.3,31.0,レノファ山口FC,ジェフユナイテッド千葉,0,1,0,1,0,0,渡邉 晋,尹 晶煥,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25479.html
25480,2021/05/05,14:03,ニンジニアスタジアム,1289,雨のち曇,18.6,80.0,愛媛FC,ジュビロ磐田,0,0,0,0,0,0,實好 礼忠,鈴木 政一,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25480.html
25481,2021/05/05,14:03,トランスコスモススタジアム長崎,4430,晴,24.3,36.0,V・ファーレン長崎,ブラウブリッツ秋田,1,2,1,0,0,2,,吉田 謙,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25481.html
25482,2021/05/05,15:03,味の素スタジアム,0,雨のち曇,20.1,58.0,東京ヴェルディ,ザスパクサツ群馬,3,1,1,1,2,0,永井 秀樹,奥野 僚右,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25482.html
25483,2021/05/05,15:05,サンプロ アルウィン,5820,曇時々雨,16.5,65.0,松本山雅FC,SC相模原,2,1,1,0,1,1,柴田 峡,三浦 文丈,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25483.html
25484,2021/05/05,16:03,カンセキスタジアムとちぎ,3487,曇のち雨,19.4,71.0,栃木SC,ギラヴァンツ北九州,1,2,1,0,0,2,田坂 和昭,小林 伸二,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25484.html
25485,2021/05/05,18:03,タピック県総ひやごんスタジアム,2437,雨,24.7,74.0,FC琉球,京都サンガF.C.,0,0,0,0,0,0,樋口 靖洋,曺 貴裁,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25485.html
25486,2021/05/08,18:03,ニンジニアスタジアム,1317,曇,20.5,66.0,愛媛FC,FC琉球,1,1,0,1,1,0,實好 礼忠,樋口 靖洋,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25486.html
25487,2021/05/09,13:03,ソユースタジアム,3961,晴,16.6,57.0,ブラウブリッツ秋田,ジュビロ磐田,1,1,1,0,0,1,吉田 謙,鈴木 政一,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25487.html
25488,2021/05/09,13:04,相模原ギオンスタジアム,2482,晴,29.8,20.0,SC相模原,FC町田ゼルビア,1,1,1,1,0,0,三浦 文丈,ランコ ポポヴィッチ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25488.html
25489,2021/05/09,14:03,ケーズデンキスタジアム水戸,3064,曇のち雨,23.8,35.0,水戸ホーリーホック,栃木SC,1,1,0,1,1,0,秋葉 忠宏,田坂 和昭,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25489.html
25490,2021/05/09,14:03,フクダ電子アリーナ,3528,晴,26.2,46.0,ジェフユナイテッド千葉,ファジアーノ岡山,4,2,2,1,2,1,尹 晶煥,有馬 賢二,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25490.html
25491,2021/05/09,14:03,JIT リサイクルインク スタジアム,4053,曇のち晴,25.6,30.0,ヴァンフォーレ甲府,東京ヴェルディ,2,0,0,0,2,0,伊藤 彰,永井 秀樹,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25491.html
25492,2021/05/09,14:03,デンカビッグスワンスタジアム,13101,晴,21.2,45.0,アルビレックス新潟,松本山雅FC,0,0,0,0,0,0,アルベルト,柴田 峡,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25492.html
25493,2021/05/09,14:03,石川県西部緑地公園陸上競技場,2470,晴,21.3,47.0,ツエーゲン金沢,レノファ山口FC,0,1,0,1,0,0,柳下 正明,渡邉 晋,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25493.html
25494,2021/05/09,14:03,サンガスタジアム by KYOCERA,0,晴のち曇一時雨,25.6,39.0,京都サンガF.C.,モンテディオ山形,1,0,1,0,0,0,曺 貴裁,佐藤 尽,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25494.html
25495,2021/05/09,15:03,正田醤油スタジアム群馬,2340,曇,22.4,39.0,ザスパクサツ群馬,大宮アルディージャ,1,1,0,0,1,1,奥野 僚右,岩瀬 健,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25495.html
25496,2021/05/09,16:03,ミクニワールドスタジアム北九州,2926,晴,22.9,20.0,ギラヴァンツ北九州,V・ファーレン長崎,0,1,0,0,0,1,小林 伸二,松田 浩,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25496.html
25497,2021/05/15,14:03,JIT リサイクルインク スタジアム,4129,晴,27.6,29.0,ヴァンフォーレ甲府,ブラウブリッツ秋田,1,0,0,0,1,0,伊藤 彰,吉田 謙,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25497.html
25498,2021/05/15,14:04,サンプロ アルウィン,6601,晴,25.2,41.0,松本山雅FC,ツエーゲン金沢,0,0,0,0,0,0,柴田 峡,柳下 正明,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25498.html
25499,2021/05/15,14:03,ヤマハスタジアム(磐田),5848,晴,24.8,48.0,ジュビロ磐田,ザスパクサツ群馬,1,0,0,0,1,0,鈴木 政一,奥野 僚右,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25499.html
25500,2021/05/15,14:03,維新みらいふスタジアム,1733,雨,20.7,90.0,レノファ山口FC,SC相模原,1,0,0,0,1,0,渡邉 晋,三浦 文丈,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25500.html
25501,2021/05/15,14:03,トランスコスモススタジアム長崎,2916,雨,23.7,77.0,V・ファーレン長崎,ジェフユナイテッド千葉,2,2,0,1,2,1,松田 浩,尹 晶煥,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25501.html
25502,2021/05/15,18:03,タピック県総ひやごんスタジアム,2188,晴,28.1,73.0,FC琉球,栃木SC,4,2,2,2,2,0,樋口 靖洋,田坂 和昭,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25502.html
25503,2021/05/16,14:03,NDソフトスタジアム山形,3690,曇,24.3,59.0,モンテディオ山形,愛媛FC,1,0,1,0,0,0,ピーター クラモフスキー,實好 礼忠,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25503.html
25504,2021/05/16,14:03,NACK5スタジアム大宮,3890,曇,22.6,53.0,大宮アルディージャ,ファジアーノ岡山,0,0,0,0,0,0,岩瀬 健,有馬 賢二,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25504.html
25505,2021/05/16,14:03,サンガスタジアム by KYOCERA,3654,曇,21.3,78.0,京都サンガF.C.,水戸ホーリーホック,1,0,1,0,0,0,曺 貴裁,秋葉 忠宏,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25505.html
25506,2021/05/16,15:03,味の素スタジアム,1743,曇,22.5,62.0,東京ヴェルディ,ギラヴァンツ北九州,2,0,0,0,2,0,永井 秀樹,小林 伸二,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25506.html
25507,2021/05/16,15:03,町田GIONスタジアム,3430,曇,22.2,57.0,FC町田ゼルビア,アルビレックス新潟,2,1,2,0,0,1,ランコ ポポヴィッチ,アルベルト,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25507.html
25508,2021/05/19,18:33,ソユースタジアム,1084,曇のち雨,15.0,90.0,ブラウブリッツ秋田,レノファ山口FC,1,1,0,0,1,1,吉田 謙,渡邉 晋,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25508.html
25509,2021/05/22,18:03,タピック県総ひやごんスタジアム,1627,雨,27.0,69.0,FC琉球,モンテディオ山形,0,2,0,1,0,1,樋口 靖洋,ピーター クラモフスキー,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25509.html
25510,2021/05/23,14:03,ケーズデンキスタジアム水戸,2341,曇,24.9,37.0,水戸ホーリーホック,ヴァンフォーレ甲府,0,1,0,1,0,0,秋葉 忠宏,伊藤 彰,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25510.html
25511,2021/05/23,14:03,カンセキスタジアムとちぎ,7461,晴時々曇,25.2,52.0,栃木SC,松本山雅FC,3,0,1,0,2,0,田坂 和昭,柴田 峡,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25511.html
25512,2021/05/23,14:03,フクダ電子アリーナ,3679,晴,25.5,54.0,ジェフユナイテッド千葉,FC町田ゼルビア,1,1,1,1,0,0,尹 晶煥,ランコ ポポヴィッチ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25512.html
25513,2021/05/23,14:03,デンカビッグスワンスタジアム,12684,曇,19.6,54.0,アルビレックス新潟,京都サンガF.C.,0,1,0,0,0,1,アルベルト,曺 貴裁,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25513.html
25514,2021/05/23,14:03,石川県西部緑地公園陸上競技場,1446,晴,21.2,61.0,ツエーゲン金沢,ザスパクサツ群馬,1,1,1,0,0,1,柳下 正明,奥野 僚右,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25514.html
25515,2021/05/23,14:03,シティライトスタジアム,0,晴,28.8,37.0,ファジアーノ岡山,V・ファーレン長崎,0,1,0,1,0,0,有馬 賢二,松田 浩,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25515.html
25516,2021/05/23,14:03,ミクニワールドスタジアム北九州,2180,晴,23.8,42.0,ギラヴァンツ北九州,大宮アルディージャ,3,1,1,1,2,0,小林 伸二,岩瀬 健,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25516.html
25517,2021/05/23,15:03,味の素スタジアム,3527,晴,22.1,57.0,東京ヴェルディ,ジュビロ磐田,0,2,0,1,0,1,永井 秀樹,鈴木 政一,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_25517.html
