match_card_id,match_date,kickoff_time,stadium,attendance,weather,temperature_c,humidity_pct,home_team,away_team,home_score,away_score,home_first_half_score,away_first_half_score,home_second_half_score,away_second_half_score,home_coach,away_coach,regulation_minutes,source_html
27491,2022/07/02,18:33,三協フロンテア柏スタジアム,12462,晴,28.3,67.0,柏レイソル,鹿島アントラーズ,1,2,0,1,1,1,ネルシーニョ,レネ ヴァイラー,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27491.html
27492,2022/07/02,18:33,エディオンスタジアム広島,9969,晴,28.5,63.0,サンフレッチェ広島,ジュビロ磐田,3,0,1,0,2,0,ミヒャエル スキッベ,伊藤 彰,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27492.html
27493,2022/07/02,19:03,国立競技場,56131,晴,30.1,54.0,清水エスパルス,横浜F・マリノス,3,5,1,2,2,3,ゼ リカルド,ケヴィン マスカット,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27493.html
27494,2022/07/02,19:03,パナソニック スタジアム 吹田,18741,晴,28.8,29.0,ガンバ大阪,浦和レッズ,1,1,1,0,0,1,片野坂 知宏,リカルド ロドリゲス,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27494.html
27495,2022/07/02,19:03,ヨドコウ桜スタジアム,12987,晴,29.0,75.0,セレッソ大阪,川崎フロンターレ,2,1,0,1,2,0,小菊 昭雄,鬼木 達,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27495.html
27496,2022/07/02,19:03,レモンガススタジアム平塚,8219,晴,27.9,69.0,湘南ベルマーレ,名古屋グランパス,0,0,0,0,0,0,山口 智,長谷川 健太,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27496.html
27497,2022/07/02,18:33,サンガスタジアム by KYOCERA,8794,晴,30.8,64.0,京都サンガF.C.,北海道コンサドーレ札幌,2,1,1,0,1,1,曺 貴裁,ペトロヴィッチ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27497.html
27498,2022/07/02,19:33,駅前不動産スタジアム,14081,晴,29.8,67.0,サガン鳥栖,ヴィッセル神戸,0,2,0,0,0,2,川井 健太,吉田 孝行,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27498.html
27499,2022/07/06,19:03,県立カシマサッカースタジアム,8217,曇,23.4,90.0,鹿島アントラーズ,セレッソ大阪,3,3,1,1,2,2,レネ ヴァイラー,小菊 昭雄,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27499.html
27500,2022/07/06,19:03,三協フロンテア柏スタジアム,4570,曇一時雨,24.0,88.0,柏レイソル,名古屋グランパス,0,1,0,1,0,0,ネルシーニョ,長谷川 健太,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27500.html
27501,2022/07/06,19:03,味の素スタジアム,11516,曇,25.3,73.0,FC東京,北海道コンサドーレ札幌,3,0,2,0,1,0,アルベル,ペトロヴィッチ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27501.html
27502,2022/08/31,19:03,等々力陸上競技場,13923,晴,28.1,75.0,川崎フロンターレ,サガン鳥栖,4,0,1,0,3,0,鬼木 達,川井 健太,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27502.html
27503,2022/07/06,19:03,日産スタジアム,13311,曇,26.0,63.0,横浜F・マリノス,サンフレッチェ広島,3,0,1,0,2,0,ケヴィン マスカット,ミヒャエル スキッベ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27503.html
27504,2022/07/06,19:03,ヤマハスタジアム(磐田),5043,曇,24.8,68.0,ジュビロ磐田,アビスパ福岡,0,1,0,0,0,1,伊藤 彰,長谷部 茂利,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27504.html
27505,2022/07/06,19:33,埼玉スタジアム2002,15921,晴,24.4,87.0,浦和レッズ,京都サンガF.C.,2,2,1,0,1,2,リカルド ロドリゲス,曺 貴裁,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27505.html
27506,2022/07/06,19:03,レモンガススタジアム平塚,4974,晴,26.8,72.0,湘南ベルマーレ,ガンバ大阪,1,0,1,0,0,0,山口 智,片野坂 知宏,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27506.html
27507,2022/07/06,19:03,ノエビアスタジアム神戸,7646,晴,27.6,52.0,ヴィッセル神戸,清水エスパルス,2,1,1,0,1,1,吉田 孝行,ゼ リカルド,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27507.html
27508,2022/07/09,19:03,等々力陸上競技場,18466,曇,26.6,70.0,川崎フロンターレ,ガンバ大阪,4,0,4,0,0,0,,片野坂 知宏,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27508.html
27509,2022/07/09,19:03,ヤマハスタジアム(磐田),13256,雨,26.2,70.0,ジュビロ磐田,ヴィッセル神戸,0,1,0,0,0,1,伊藤 彰,吉田 孝行,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27509.html
27510,2022/07/10,18:03,豊田スタジアム,12904,曇時々晴,27.0,62.0,名古屋グランパス,清水エスパルス,0,2,0,1,0,1,長谷川 健太,ゼ リカルド,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27510.html
27511,2022/07/10,18:03,エディオンスタジアム広島,10305,晴,28.5,62.0,サンフレッチェ広島,湘南ベルマーレ,1,1,0,0,1,1,ミヒャエル スキッベ,山口 智,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27511.html
27512,2022/07/10,19:03,埼玉スタジアム2002,26293,晴,28.1,69.0,浦和レッズ,FC東京,3,0,1,0,2,0,リカルド ロドリゲス,アルベル,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27512.html
27513,2022/07/10,19:03,ヨドコウ桜スタジアム,10729,晴,28.8,75.0,セレッソ大阪,横浜F・マリノス,2,2,1,0,1,2,小菊 昭雄,ケヴィン マスカット,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27513.html
27514,2022/07/10,19:03,ベスト電器スタジアム,5436,晴,29.5,68.0,アビスパ福岡,京都サンガF.C.,1,0,1,0,0,0,長谷部 茂利,曺 貴裁,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27514.html
27515,2022/07/10,19:03,駅前不動産スタジアム,5846,晴,29.2,55.0,サガン鳥栖,柏レイソル,0,1,0,1,0,0,川井 健太,ネルシーニョ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27515.html
27516,2022/07/10,14:03,札幌ドーム,10724,屋内,24.9,61.0,北海道コンサドーレ札幌,鹿島アントラーズ,0,0,0,0,0,0,ペトロヴィッチ,レネ ヴァイラー,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27516.html
27517,2022/09/14,19:33,豊田スタジアム,10691,曇,28.7,68.0,名古屋グランパス,川崎フロンターレ,1,1,0,0,1,1,長谷川 健太,鬼木 達,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27517.html
27518,2022/07/16,18:04,県立カシマサッカースタジアム,20602,曇,25.1,90.0,鹿島アントラーズ,ヴィッセル神戸,1,1,0,0,1,1,レネ ヴァイラー,吉田 孝行,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27518.html
27519,2022/07/17,18:03,味の素スタジアム,18212,晴,27.1,76.0,FC東京,ジュビロ磐田,2,0,2,0,0,0,アルベル,伊藤 彰,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27519.html
27520,2022/07/16,18:03,IAIスタジアム日本平,11776,雨,24.3,85.0,清水エスパルス,浦和レッズ,1,2,0,1,1,1,ゼ リカルド,リカルド ロドリゲス,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27520.html
27521,2022/07/17,18:33,サンガスタジアム by KYOCERA,10857,晴のち曇,28.6,67.0,京都サンガF.C.,サンフレッチェ広島,1,1,0,0,1,1,曺 貴裁,ミヒャエル スキッベ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27521.html
27522,2022/07/16,19:03,三協フロンテア柏スタジアム,6716,雨一時曇,25.0,90.0,柏レイソル,北海道コンサドーレ札幌,1,0,1,0,0,0,ネルシーニョ,ペトロヴィッチ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27522.html
27523,2022/07/16,19:03,レモンガススタジアム平塚,4997,雨,23.6,90.0,湘南ベルマーレ,アビスパ福岡,0,0,0,0,0,0,山口 智,長谷部 茂利,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27523.html
27524,2022/07/16,19:03,パナソニック スタジアム 吹田,22531,曇,24.0,73.0,ガンバ大阪,セレッソ大阪,1,2,1,0,0,2,片野坂 知宏,小菊 昭雄,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27524.html
27525,2022/07/16,19:03,駅前不動産スタジアム,8540,晴,27.5,56.0,サガン鳥栖,横浜F・マリノス,2,2,1,1,1,1,川井 健太,ケヴィン マスカット,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27525.html
27526,2022/07/30,14:03,札幌厚別公園競技場,6306,晴,29.6,44.0,北海道コンサドーレ札幌,名古屋グランパス,2,2,1,0,1,2,ペトロヴィッチ,長谷川 健太,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27526.html
27527,2022/07/30,19:04,埼玉スタジアム2002,35451,晴,30.6,73.0,浦和レッズ,川崎フロンターレ,3,1,2,0,1,1,リカルド ロドリゲス,鬼木 達,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27527.html
27528,2022/07/30,19:04,日産スタジアム,31599,晴,30.0,55.0,横浜F・マリノス,鹿島アントラーズ,2,0,1,0,1,0,ケヴィン マスカット,レネ ヴァイラー,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27528.html
27529,2022/07/30,19:03,パナソニック スタジアム 吹田,18413,曇,30.9,67.0,ガンバ大阪,京都サンガF.C.,1,1,0,0,1,1,片野坂 知宏,曺 貴裁,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27529.html
27530,2022/07/30,19:03,ヨドコウ桜スタジアム,8346,晴,31.8,65.0,セレッソ大阪,アビスパ福岡,2,0,1,0,1,0,小菊 昭雄,長谷部 茂利,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27530.html
27531,2022/07/30,19:03,ノエビアスタジアム神戸,17616,晴,28.4,67.0,ヴィッセル神戸,柏レイソル,0,1,0,1,0,0,吉田 孝行,ネルシーニョ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27531.html
27532,2022/07/30,19:03,エディオンスタジアム広島,13865,曇一時雨,28.2,72.0,サンフレッチェ広島,FC東京,1,2,1,0,0,2,ミヒャエル スキッベ,アルベル,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27532.html
27533,2022/07/30,18:33,ヤマハスタジアム(磐田),8708,晴,28.1,73.0,ジュビロ磐田,湘南ベルマーレ,1,0,0,0,1,0,伊藤 彰,山口 智,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27533.html
27534,2022/07/31,18:04,IAIスタジアム日本平,11823,晴,30.0,64.0,清水エスパルス,サガン鳥栖,3,3,0,2,3,1,ゼ リカルド,川井 健太,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27534.html
27535,2022/08/06,18:03,県立カシマサッカースタジアム,19745,曇,24.1,82.0,鹿島アントラーズ,サンフレッチェ広島,0,2,0,0,0,2,レネ ヴァイラー,ミヒャエル スキッベ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27535.html
27536,2022/08/06,18:33,サンガスタジアム by KYOCERA,9993,晴,29.0,69.0,京都サンガF.C.,柏レイソル,1,2,1,1,0,1,曺 貴裁,ネルシーニョ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27536.html
27537,2022/08/06,19:03,豊田スタジアム,33005,晴,27.9,71.0,名古屋グランパス,浦和レッズ,3,0,2,0,1,0,長谷川 健太,リカルド ロドリゲス,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27537.html
27538,2022/08/06,19:03,ヨドコウ桜スタジアム,18240,曇,30.7,71.0,セレッソ大阪,ヴィッセル神戸,3,0,2,0,1,0,,吉田 孝行,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27538.html
27539,2022/08/31,19:03,ベスト電器スタジアム,4266,曇一時雨,28.6,80.0,アビスパ福岡,ガンバ大阪,0,1,0,0,0,1,長谷部 茂利,松田 浩,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27539.html
27540,2022/08/07,18:04,味の素スタジアム,20577,晴,27.9,73.0,FC東京,清水エスパルス,0,2,0,0,0,2,アルベル,ゼ リカルド,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27540.html
27541,2022/08/07,19:04,等々力陸上競技場,20704,晴,28.0,76.0,川崎フロンターレ,横浜F・マリノス,2,1,1,1,1,0,鬼木 達,ケヴィン マスカット,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27541.html
27542,2022/08/07,19:03,駅前不動産スタジアム,7655,晴,29.5,90.0,サガン鳥栖,ジュビロ磐田,2,0,1,0,1,0,川井 健太,伊藤 彰,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27542.html
27543,2022/08/07,19:03,レモンガススタジアム平塚,9568,晴,27.3,90.0,湘南ベルマーレ,北海道コンサドーレ札幌,1,5,0,3,1,2,山口 智,ペトロヴィッチ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27543.html
27544,2022/08/13,14:03,札幌ドーム,21206,屋内,25.6,64.0,北海道コンサドーレ札幌,ヴィッセル神戸,0,2,0,2,0,0,ペトロヴィッチ,吉田 孝行,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27544.html
27545,2022/08/13,18:33,エコパスタジアム,12462,雨のち曇,26.3,78.0,ジュビロ磐田,浦和レッズ,0,6,0,3,0,3,伊藤 彰,リカルド ロドリゲス,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27545.html
27546,2022/10/12,19:03,味の素スタジアム,12449,曇,18.7,67.0,FC東京,セレッソ大阪,4,0,0,0,4,0,アルベル,小菊 昭雄,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27546.html
27547,2022/10/12,19:03,等々力陸上競技場,14445,雨のち曇,21.0,54.0,川崎フロンターレ,京都サンガF.C.,3,1,2,0,1,1,鬼木 達,曺 貴裁,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27547.html
27548,2022/09/07,19:03,日産スタジアム,11388,雨,26.3,83.0,横浜F・マリノス,湘南ベルマーレ,3,0,0,0,3,0,ケヴィン マスカット,山口 智,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27548.html
27549,2022/08/14,18:03,県立カシマサッカースタジアム,18289,曇,28.8,86.0,鹿島アントラーズ,アビスパ福岡,2,0,1,0,1,0,岩政 大樹,長谷部 茂利,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27549.html
27550,2022/08/14,18:33,三協フロンテア柏スタジアム,10236,晴,29.7,69.0,柏レイソル,サンフレッチェ広島,2,3,1,1,1,2,ネルシーニョ,ミヒャエル スキッベ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27550.html
27551,2022/08/14,19:03,パナソニック スタジアム 吹田,27662,晴,30.8,80.0,ガンバ大阪,清水エスパルス,0,2,0,0,0,2,片野坂 知宏,ゼ リカルド,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27551.html
27552,2022/08/14,19:03,駅前不動産スタジアム,9617,曇,28.9,90.0,サガン鳥栖,名古屋グランパス,0,0,0,0,0,0,川井 健太,長谷川 健太,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27552.html
27553,2022/08/19,19:33,豊田スタジアム,21683,曇,28.1,60.0,名古屋グランパス,ジュビロ磐田,1,0,1,0,0,0,長谷川 健太,渋谷 洋樹,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27553.html
27554,2022/08/20,14:03,札幌ドーム,9607,屋内,24.7,65.0,北海道コンサドーレ札幌,サガン鳥栖,1,2,1,0,0,2,ペトロヴィッチ,川井 健太,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27554.html
27555,2022/08/20,18:03,IAIスタジアム日本平,14041,曇,27.7,69.0,清水エスパルス,柏レイソル,1,1,1,0,0,1,ゼ リカルド,ネルシーニョ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27555.html
27556,2022/08/20,19:03,エディオンスタジアム広島,15110,曇のち雨,26.9,89.0,サンフレッチェ広島,ガンバ大阪,5,2,1,2,4,0,ミヒャエル スキッベ,松田 浩,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27556.html
27557,2022/08/21,19:03,レモンガススタジアム平塚,10781,雨,26.5,82.0,湘南ベルマーレ,鹿島アントラーズ,1,1,0,0,1,1,山口 智,岩政 大樹,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27557.html
27558,2022/09/14,19:34,埼玉スタジアム2002,17390,晴,24.1,78.0,浦和レッズ,セレッソ大阪,0,1,0,1,0,0,リカルド ロドリゲス,小菊 昭雄,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27558.html
27559,2022/09/14,19:03,サンガスタジアム by KYOCERA,9129,晴,26.6,82.0,京都サンガF.C.,横浜F・マリノス,1,2,0,1,1,1,曺 貴裁,ケヴィン マスカット,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27559.html
27560,2022/09/14,19:03,ノエビアスタジアム神戸,7349,晴,30.3,52.0,ヴィッセル神戸,FC東京,2,1,2,0,0,1,吉田 孝行,アルベル,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27560.html
27561,2022/08/20,19:03,ベスト電器スタジアム,9651,曇,31.1,78.0,アビスパ福岡,川崎フロンターレ,1,4,1,2,0,2,長谷部 茂利,鬼木 達,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27561.html
27562,2022/08/26,19:03,駅前不動産スタジアム,11597,晴,26.8,69.0,サガン鳥栖,アビスパ福岡,1,1,1,1,0,0,川井 健太,長谷部 茂利,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27562.html
27563,2022/08/27,18:03,IAIスタジアム日本平,14034,晴,28.6,61.0,清水エスパルス,京都サンガF.C.,1,0,0,0,1,0,ゼ リカルド,曺 貴裁,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27563.html
27564,2022/08/27,18:03,豊田スタジアム,31214,曇,28.7,60.0,名古屋グランパス,ガンバ大阪,0,2,0,1,0,1,長谷川 健太,松田 浩,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27564.html
27565,2022/08/27,19:03,三協フロンテア柏スタジアム,11024,晴,28.8,69.0,柏レイソル,FC東京,3,6,0,2,3,4,ネルシーニョ,アルベル,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27565.html
27566,2022/08/27,19:03,ヨドコウ桜スタジアム,12698,晴,29.9,57.0,セレッソ大阪,サンフレッチェ広島,0,3,0,1,0,2,小菊 昭雄,ミヒャエル スキッベ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27566.html
27567,2022/10/12,19:34,埼玉スタジアム2002,18510,雨,17.9,81.0,浦和レッズ,北海道コンサドーレ札幌,1,1,0,0,1,1,リカルド ロドリゲス,ペトロヴィッチ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27567.html
27568,2022/08/27,19:03,等々力陸上競技場,20757,晴,29.0,66.0,川崎フロンターレ,鹿島アントラーズ,2,1,2,0,0,1,鬼木 達,岩政 大樹,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27568.html
27569,2022/10/12,19:03,日産スタジアム,20493,曇,19.0,51.0,横浜F・マリノス,ジュビロ磐田,0,1,0,0,0,1,ケヴィン マスカット,渋谷 洋樹,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27569.html
27570,2022/10/12,19:03,ノエビアスタジアム神戸,11796,曇,19.5,54.0,ヴィッセル神戸,湘南ベルマーレ,1,0,0,0,1,0,吉田 孝行,山口 智,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27570.html
27571,2022/09/02,19:35,札幌ドーム,10778,屋内,25.1,49.0,北海道コンサドーレ札幌,セレッソ大阪,2,1,0,0,2,1,ペトロヴィッチ,小菊 昭雄,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27571.html
27572,2022/09/03,18:04,県立カシマサッカースタジアム,20664,曇,23.5,90.0,鹿島アントラーズ,浦和レッズ,2,2,2,1,0,1,岩政 大樹,リカルド ロドリゲス,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27572.html
27573,2022/09/03,19:08,味の素スタジアム,29034,曇,26.2,65.0,FC東京,横浜F・マリノス,2,2,0,2,2,0,アルベル,ケヴィン マスカット,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27573.html
27574,2022/09/03,19:04,レモンガススタジアム平塚,12083,晴,26.2,75.0,湘南ベルマーレ,川崎フロンターレ,2,1,0,1,2,0,山口 智,鬼木 達,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27574.html
27575,2022/09/03,18:34,エコパスタジアム,9183,晴,26.6,66.0,ジュビロ磐田,柏レイソル,2,2,0,2,2,0,渋谷 洋樹,ネルシーニョ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27575.html
27576,2022/09/03,19:04,サンガスタジアム by KYOCERA,17936,曇,25.3,84.0,京都サンガF.C.,ヴィッセル神戸,2,0,2,0,0,0,曺 貴裁,吉田 孝行,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27576.html
27577,2022/09/03,19:04,パナソニック スタジアム 吹田,13304,曇一時雨,27.2,69.0,ガンバ大阪,サガン鳥栖,0,3,0,1,0,2,松田 浩,川井 健太,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27577.html
27578,2022/09/03,18:33,エディオンスタジアム広島,11437,雨,25.0,90.0,サンフレッチェ広島,清水エスパルス,2,0,0,0,2,0,ミヒャエル スキッベ,ゼ リカルド,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27578.html
27579,2022/09/03,19:04,ベスト電器スタジアム,5556,雨,26.8,87.0,アビスパ福岡,名古屋グランパス,2,3,1,3,1,0,長谷部 茂利,長谷川 健太,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27579.html
27580,2022/09/11,13:09,札幌ドーム,14117,屋内,24.9,46.0,北海道コンサドーレ札幌,ジュビロ磐田,4,0,2,0,2,0,ペトロヴィッチ,渋谷 洋樹,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27580.html
27581,2022/09/10,19:04,埼玉スタジアム2002,28632,晴,23.2,66.0,浦和レッズ,柏レイソル,4,1,2,0,2,1,リカルド ロドリゲス,ネルシーニョ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27581.html
27582,2022/09/10,18:33,等々力陸上競技場,20873,晴,25.2,44.0,川崎フロンターレ,サンフレッチェ広島,4,0,1,0,3,0,鬼木 達,ミヒャエル スキッベ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27582.html
27583,2022/09/10,19:03,日産スタジアム,17631,晴,24.8,40.0,横浜F・マリノス,アビスパ福岡,1,0,1,0,0,0,ケヴィン マスカット,長谷部 茂利,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27583.html
27584,2022/09/10,18:03,IAIスタジアム日本平,17751,晴,27.5,50.0,清水エスパルス,湘南ベルマーレ,1,1,1,0,0,1,ゼ リカルド,山口 智,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27584.html
27585,2022/09/10,19:03,サンガスタジアム by KYOCERA,12946,雨のち晴,25.7,84.0,京都サンガF.C.,鹿島アントラーズ,1,1,1,0,0,1,曺 貴裁,岩政 大樹,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27585.html
27586,2022/09/10,19:03,パナソニック スタジアム 吹田,19833,曇時々雨,27.7,77.0,ガンバ大阪,FC東京,0,0,0,0,0,0,松田 浩,アルベル,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27586.html
27587,2022/09/10,19:03,ヨドコウ桜スタジアム,11187,晴,28.5,71.0,セレッソ大阪,サガン鳥栖,2,1,0,0,2,1,小菊 昭雄,川井 健太,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27587.html
27588,2022/09/10,19:03,ノエビアスタジアム神戸,14223,晴,28.6,60.0,ヴィッセル神戸,名古屋グランパス,0,0,0,0,0,0,吉田 孝行,長谷川 健太,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27588.html
27589,2022/09/17,19:03,三協フロンテア柏スタジアム,12276,曇,27.1,70.0,柏レイソル,川崎フロンターレ,1,1,0,1,1,0,ネルシーニョ,鬼木 達,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27589.html
27590,2022/09/18,19:03,国立競技場,50994,曇のち雨,26.4,90.0,FC東京,京都サンガF.C.,2,0,1,0,1,0,アルベル,曺 貴裁,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27590.html
27591,2022/09/18,14:03,日産スタジアム,20341,雨,26.3,90.0,横浜F・マリノス,北海道コンサドーレ札幌,0,0,0,0,0,0,ケヴィン マスカット,ペトロヴィッチ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27591.html
27592,2022/09/17,19:03,レモンガススタジアム平塚,11594,晴,27.9,68.0,湘南ベルマーレ,浦和レッズ,0,0,0,0,0,0,,リカルド ロドリゲス,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27592.html
27593,2022/09/17,18:03,ヤマハスタジアム(磐田),8089,曇のち雨,28.3,44.0,ジュビロ磐田,セレッソ大阪,2,2,0,1,2,1,渋谷 洋樹,小菊 昭雄,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27593.html
27594,2022/09/17,19:03,豊田スタジアム,17082,曇,29.0,49.0,名古屋グランパス,サンフレッチェ広島,0,0,0,0,0,0,長谷川 健太,ミヒャエル スキッベ,90,C:\Users\81805\toto-edge-git\ml\player_engine\data\raw\matches\html\match_27594.html
