team,player_out,player_in,minute,match_card_id
FC東京,三田 啓貴,内田 宅哉,71,25025
FC東京,渡邊 凌磨,アルトゥール シルバ,90,25025
FC東京,田川 亨介,渡邊 凌磨,64,25025
ベガルタ仙台,シマオ マテ,赤﨑 秀平,71,25025
ベガルタ仙台,氣田 亮真,アピアタウィア 久,84,25025
ベガルタ仙台,真瀬 拓海,加藤 千尋,84,25025
ベガルタ仙台,蜂須賀 孝治,石原 崇兆,76,25025
ベガルタ仙台,西村 拓真,皆川 佑介,76,25025
ガンバ大阪,ウェリントン シウバ,パトリック,15,25026
ガンバ大阪,レアンドロ ペレイラ,チアゴ アウベス,76,25026
ガンバ大阪,奥野 耕平,小野 裕二,76,25026
ガンバ大阪,山本 悠樹,井手口 陽介,66,25026
ガンバ大阪,黒川 圭介,藤春 廣輝,66,25026
横浜F・マリノス,エウベル,水沼 宏太,53,25026
横浜F・マリノス,マルコス ジュニオール,天野 純,60,25026
横浜F・マリノス,レオ セアラ,杉本 健勇,73,25026
横浜F・マリノス,仲川 輝人,松原 健,73,25026
横浜F・マリノス,岩田 智輝,扇原 貴宏,73,25026
徳島ヴォルティス,吹ヶ 徳喜,ジエゴ,87,25027
徳島ヴォルティス,垣田 裕暉,浜下 瑛,66,25027
徳島ヴォルティス,小西 雄大,鈴木 徳真,66,25027
徳島ヴォルティス,渡井 理己,河田 篤秀,77,25027
徳島ヴォルティス,藤原 志龍,藤田 征也,77,25027
横浜FC,クレーベ,伊藤 翔,13,25027
横浜FC,マギーニョ,岩武 克弥,46,25027
横浜FC,杉本 竜士,小川 慶治朗,72,25027
横浜FC,瀬古 樹,安永 玲央,72,25027
横浜FC,齋藤 功佑,ジャーメイン 良,85,25027
アビスパ福岡,エミル サロモンソン,湯澤 聖人,78,25028
アビスパ福岡,三國 ケネディエブス,田邉 草民,61,25028
アビスパ福岡,石津 大介,吉岡 雅和,67,25028
アビスパ福岡,輪湖 直樹,志知 孝明,78,25028
アビスパ福岡,金森 健志,カウエ,67,25028
サガン鳥栖,中野 伸哉,大畑 歩夢,90,25028
サガン鳥栖,小屋松 知哉,石井 快征,82,25028
サガン鳥栖,山下 敬大,林 大地,56,25028
サンフレッチェ広島,エゼキエウ,ジュニオール サントス,46,25029
サンフレッチェ広島,ドウグラス ヴィエイラ,柏 好文,66,25029
サンフレッチェ広島,浅野 雄也,鮎川 峻,80,25029
サンフレッチェ広島,茶島 雄介,佐々木 翔,66,25029
サンフレッチェ広島,藤井 智也,森島 司,46,25029
大分トリニータ,井上 健太,黒﨑 隼人,75,25029
大分トリニータ,小林 成豪,渡邉 新太,75,25029
大分トリニータ,小林 裕紀,長谷川 雄志,84,25029
大分トリニータ,町田 也真人,髙澤 優也,88,25029
大分トリニータ,福森 健太,香川 勇気,75,25029
川崎フロンターレ,ジェジエウ,車屋 紳太郎,73,25030
川崎フロンターレ,レアンドロ ダミアン,知念 慶,81,25030
川崎フロンターレ,田中 碧,塚川 孝輝,73,25030
川崎フロンターレ,脇坂 泰斗,橘田 健人,90,25030
川崎フロンターレ,長谷川 竜也,三笘 薫,81,25030
浦和レッズ,伊藤 敦樹,阿部 勇樹,56,25030
浦和レッズ,小泉 佳穂,明本 考浩,72,25030
浦和レッズ,山中 亮輔,田中 達也,88,25030
浦和レッズ,汰木 康也,大久保 智明,56,25030
浦和レッズ,関根 貴大,武田 英寿,56,25030
セレッソ大阪,原川 力,西川 潤,86,25031
セレッソ大阪,大久保 嘉人,加藤 陸次樹,46,25031
セレッソ大阪,奥埜 博亮,藤田 直之,81,25031
セレッソ大阪,豊川 雄太,高木 俊幸,46,25031
湘南ベルマーレ,山田 直輝,茨田 陽生,81,25031
湘南ベルマーレ,岡本 拓也,古林 将太,81,25031
湘南ベルマーレ,田中 聡,大岩 一貴,90,25031
湘南ベルマーレ,町野 修斗,石原 直樹,81,25031
名古屋グランパス,山﨑 凌吾,木本 恭生,68,25032
名古屋グランパス,相馬 勇紀,齋藤 学,57,25032
鹿島アントラーズ,ファン アラーノ,遠藤 康,68,25032
鹿島アントラーズ,三竿 健斗,永木 亮太,68,25032
鹿島アントラーズ,杉岡 大暉,永戸 勝也,81,25032
鹿島アントラーズ,松村 優太,白崎 凌兵,68,25032
鹿島アントラーズ,荒木 遼太郎,上田 綺世,68,25032
柏レイソル,イッペイ シノヅカ,鵜木 郁哉,59,25033
柏レイソル,マテウス サヴィオ,仲間 隼斗,80,25033
柏レイソル,三丸 拡,高橋 峻希,80,25033
柏レイソル,上島 拓巳,染谷 悠太,46,25033
柏レイソル,椎橋 慧也,神谷 優太,46,25033
清水エスパルス,カルリーニョス ジュニオ,後藤 優介,70,25033
清水エスパルス,チアゴ サンタナ,ディサロ 燦シルヴァーノ,85,25033
清水エスパルス,ヴァウド,奥井 諒,34,25033
清水エスパルス,河井 陽介,宮本 航汰,85,25033
清水エスパルス,金子 翔太,中山 克広,70,25033
サガン鳥栖,中野 嘉大,山下 敬大,46,25034
サガン鳥栖,小屋松 知哉,本田 風智,63,25034
サガン鳥栖,松岡 大起,島川 俊郎,69,25034
サガン鳥栖,林 大地,田代 雅也,80,25034
セレッソ大阪,大久保 嘉人,山田 寛人,76,25034
セレッソ大阪,清武 弘嗣,加藤 陸次樹,90,25034
セレッソ大阪,豊川 雄太,松田 力,90,25034
横浜F・マリノス,エウベル,高野 遼,76,25035
横浜F・マリノス,オナイウ 阿道,和田 拓也,76,25035
横浜F・マリノス,扇原 貴宏,喜田 拓也,62,25035
横浜F・マリノス,渡辺 皓太,天野 純,62,25035
湘南ベルマーレ,三幸 秀稔,大野 和成,62,25035
湘南ベルマーレ,名古 新太郎,古林 将太,62,25035
湘南ベルマーレ,田中 聡,大岩 一貴,81,25035
湘南ベルマーレ,町野 修斗,石原 直樹,76,25035
湘南ベルマーレ,高橋 諒,茨田 陽生,81,25035
ベガルタ仙台,マルティノス,加藤 千尋,62,25036
ベガルタ仙台,富田 晋伍,皆川 佑介,78,25036
ベガルタ仙台,氣田 亮真,平岡 康裕,86,25036
ベガルタ仙台,真瀬 拓海,蜂須賀 孝治,62,25036
ベガルタ仙台,赤﨑 秀平,上原 力也,62,25036
ヴィッセル神戸,セルジ サンペール,安井 拓也,79,25036
ヴィッセル神戸,中坂 勇哉,増山 朝陽,63,25036
ヴィッセル神戸,佐々木 大樹,井上 潮音,29,25036
ヴィッセル神戸,櫻内 渚,初瀬 亮,79,25036
ヴィッセル神戸,郷家 友太,藤本 憲明,79,25036
柏レイソル,イッペイ シノヅカ,神谷 優太,46,25037
柏レイソル,ヒシャルジソン,仲間 隼斗,64,25037
柏レイソル,細谷 真大,呉屋 大翔,46,25037
横浜FC,ジャーメイン 良,瀬古 樹,83,25037
横浜FC,松尾 佑介,小川 慶治朗,83,25037
横浜FC,渡邉 千真,伊藤 翔,83,25037
横浜FC,齋藤 功佑,松浦 拓弥,60,25037
FC東京,三田 啓貴,安部 柊斗,63,25038
FC東京,中村 帆高,中村 拓海,22,25038
FC東京,東 慶悟,内田 宅哉,82,25038
FC東京,田川 亨介,永井 謙佑,63,25038
名古屋グランパス,ガブリエル シャビエル,相馬 勇紀,57,25038
名古屋グランパス,マテウス,長澤 和輝,86,25038
名古屋グランパス,前田 直輝,齋藤 学,57,25038
名古屋グランパス,柿谷 曜一朗,山﨑 凌吾,78,25038
名古屋グランパス,米本 拓司,木本 恭生,78,25038
ガンバ大阪,チアゴ アウベス,宇佐美 貴史,61,25039
ガンバ大阪,パトリック,レアンドロ ペレイラ,68,25039
ガンバ大阪,倉田 秋,福田 湧矢,68,25039
ガンバ大阪,小野瀬 康介,矢島 慎也,83,25039
ガンバ大阪,山本 悠樹,チュ セジョン,83,25039
サンフレッチェ広島,ジュニオール サントス,エゼキエウ,83,25039
サンフレッチェ広島,森島 司,長沼 洋一,86,25039
サンフレッチェ広島,浅野 雄也,柏 好文,83,25039
アビスパ福岡,奈良 竜樹,カルロス グティエレス,84,25040
アビスパ福岡,渡 大生,フアンマ デルガド,61,25040
アビスパ福岡,湯澤 聖人,石津 大介,61,25040
アビスパ福岡,重廣 卓也,カウエ,82,25040
アビスパ福岡,金森 健志,吉岡 雅和,61,25040
北海道コンサドーレ札幌,チャナティップ,キム ミンテ,62,25040
北海道コンサドーレ札幌,宮澤 裕樹,高嶺 朋樹,75,25040
北海道コンサドーレ札幌,菅 大輝,小柏 剛,62,25040
北海道コンサドーレ札幌,金子 拓郎,柳 貴博,84,25040
浦和レッズ,小泉 佳穂,杉本 健勇,74,25041
浦和レッズ,武田 英寿,伊藤 敦樹,68,25041
浦和レッズ,武藤 雄樹,興梠 慎三,74,25041
浦和レッズ,関根 貴大,宇賀神 友弥,86,25041
鹿島アントラーズ,レオ シルバ,遠藤 康,77,25041
鹿島アントラーズ,三竿 健斗,舩橋 佑,77,25041
鹿島アントラーズ,白崎 凌兵,松村 優太,62,25041
鹿島アントラーズ,荒木 遼太郎,ファン アラーノ,77,25041
大分トリニータ,井上 健太,小林 成豪,69,25042
大分トリニータ,松本 怜,黒﨑 隼人,89,25042
大分トリニータ,渡邉 新太,屋敷 優成,89,25042
大分トリニータ,町田 也真人,髙澤 優也,89,25042
大分トリニータ,長沢 駿,伊佐 耕平,69,25042
川崎フロンターレ,レアンドロ ダミアン,小林 悠,80,25042
川崎フロンターレ,三笘 薫,長谷川 竜也,89,25042
川崎フロンターレ,家長 昭博,橘田 健人,80,25042
川崎フロンターレ,旗手 怜央,遠野 大弥,72,25042
川崎フロンターレ,脇坂 泰斗,田中 碧,72,25042
徳島ヴォルティス,宮代 大聖,河田 篤秀,83,25043
徳島ヴォルティス,渡井 理己,浜下 瑛,62,25043
徳島ヴォルティス,田向 泰輝,ジエゴ,83,25043
徳島ヴォルティス,藤原 志龍,杉森 考起,77,25043
徳島ヴォルティス,鈴木 徳真,藤田 譲瑠チマ,77,25043
清水エスパルス,後藤 優介,カルリーニョス ジュニオ,46,25043
清水エスパルス,河井 陽介,鈴木 唯人,71,25043
清水エスパルス,福森 直也,原 輝綺,46,25043
清水エスパルス,西澤 健太,中村 慶太,57,25043
清水エスパルス,金子 翔太,中山 克広,46,25043
柏レイソル,マテウス サヴィオ,ヒシャルジソン,68,25044
柏レイソル,染谷 悠太,三丸 拡,48,25044
柏レイソル,神谷 優太,仲間 隼斗,46,25044
柏レイソル,細谷 真大,イッペイ シノヅカ,46,25044
鹿島アントラーズ,ファン アラーノ,白崎 凌兵,79,25044
鹿島アントラーズ,レオ シルバ,永木 亮太,79,25044
鹿島アントラーズ,上田 綺世,染野 唯月,79,25044
鹿島アントラーズ,舩橋 佑,三竿 健斗,79,25044
鹿島アントラーズ,荒木 遼太郎,土居 聖真,65,25044
FC東京,アダイウトン,内田 宅哉,84,25045
FC東京,三田 啓貴,東 慶悟,65,25045
FC東京,安部 柊斗,青木 拓矢,80,25045
FC東京,岡崎 慎,蓮川 壮大,80,25045
FC東京,田川 亨介,永井 謙佑,46,25045
北海道コンサドーレ札幌,チャナティップ,青木 亮太,68,25045
北海道コンサドーレ札幌,ルーカス フェルナンデス,高嶺 朋樹,68,25045
北海道コンサドーレ札幌,宮澤 裕樹,柳 貴博,89,25045
北海道コンサドーレ札幌,小柏 剛,菅 大輝,39,25045
北海道コンサドーレ札幌,駒井 善成,小野 伸二,89,25045
サガン鳥栖,仙頭 啓矢,山下 敬大,76,25046
サガン鳥栖,小屋松 知哉,飯野 七聖,61,25046
サガン鳥栖,島川 俊郎,中野 嘉大,25,25046
サガン鳥栖,本田 風智,林 大地,61,25046
サガン鳥栖,酒井 宣福,松本 大輔,61,25046
川崎フロンターレ,レアンドロ ダミアン,知念 慶,80,25046
川崎フロンターレ,小林 悠,家長 昭博,80,25046
川崎フロンターレ,登里 享平,車屋 紳太郎,90,25046
川崎フロンターレ,脇坂 泰斗,遠野 大弥,62,25046
川崎フロンターレ,長谷川 竜也,三笘 薫,62,25046
サンフレッチェ広島,エゼキエウ,鮎川 峻,79,25047
サンフレッチェ広島,ドウグラス ヴィエイラ,ジュニオール サントス,53,25047
サンフレッチェ広島,川辺 駿,長沼 洋一,66,25047
サンフレッチェ広島,森島 司,茶島 雄介,53,25047
サンフレッチェ広島,浅野 雄也,柏 好文,66,25047
横浜FC,ジャーメイン 良,小川 慶治朗,55,25047
横浜FC,中村 俊輔,伊藤 翔,70,25047
横浜FC,岩武 克弥,前嶋 洋太,55,25047
横浜FC,松尾 佑介,松浦 拓弥,77,25047
横浜FC,渡邉 千真,クレーベ,70,25047
名古屋グランパス,マテウス,前田 直輝,72,25048
名古屋グランパス,成瀬 竣平,宮原 和也,72,25048
名古屋グランパス,柿谷 曜一朗,阿部 浩之,85,25048
名古屋グランパス,相馬 勇紀,齋藤 学,54,25048
名古屋グランパス,長澤 和輝,木本 恭生,85,25048
湘南ベルマーレ,名古 新太郎,古林 将太,88,25048
湘南ベルマーレ,大橋 祐紀,石原 直樹,90,25048
湘南ベルマーレ,山田 直輝,大岩 一貴,88,25048
湘南ベルマーレ,町野 修斗,大野 和成,46,25048
浦和レッズ,小泉 佳穂,伊藤 敦樹,84,25049
浦和レッズ,武田 英寿,杉本 健勇,76,25049
浦和レッズ,武藤 雄樹,興梠 慎三,68,25049
浦和レッズ,西 大伍,汰木 康也,84,25049
浦和レッズ,関根 貴大,宇賀神 友弥,76,25049
清水エスパルス,ディサロ 燦シルヴァーノ,後藤 優介,54,25049
清水エスパルス,ヴァウド,エウシーニョ,54,25049
清水エスパルス,中村 慶太,鈴木 唯人,62,25049
清水エスパルス,奥井 諒,西澤 健太,82,25049
清水エスパルス,竹内 涼,河井 陽介,62,25049
アビスパ福岡,カウエ,志知 孝明,78,25050
アビスパ福岡,吉岡 雅和,金森 健志,65,25050
アビスパ福岡,渡 大生,北島 祐二,78,25050
アビスパ福岡,湯澤 聖人,エミル サロモンソン,70,25050
アビスパ福岡,石津 大介,田邉 草民,65,25050
ガンバ大阪,レアンドロ ペレイラ,パトリック,82,25050
ガンバ大阪,倉田 秋,チアゴ アウベス,68,25050
ガンバ大阪,宇佐美 貴史,一美 和成,90,25050
ガンバ大阪,小野瀬 康介,髙尾 瑠,90,25050
ヴィッセル神戸,セルジ サンペール,藤本 憲明,84,25051
ヴィッセル神戸,中坂 勇哉,増山 朝陽,60,25051
ヴィッセル神戸,井上 潮音,初瀬 亮,84,25051
ヴィッセル神戸,小林 友希,櫻内 渚,84,25051
大分トリニータ,伊佐 耕平,長沢 駿,61,25051
大分トリニータ,町田 也真人,小林 成豪,71,25051
大分トリニータ,福森 健太,井上 健太,71,25051
大分トリニータ,羽田 健人,上夷 克典,84,25051
大分トリニータ,長沢 駿,髙澤 優也,84,25051
ベガルタ仙台,上原 力也,中原 彰吾,88,25052
ベガルタ仙台,加藤 千尋,佐々木 匠,81,25052
ベガルタ仙台,氣田 亮真,蜂須賀 孝治,46,25052
ベガルタ仙台,西村 拓真,皆川 佑介,73,25052
ベガルタ仙台,赤﨑 秀平,吉野 恭平,81,25052
徳島ヴォルティス,宮代 大聖,杉森 考起,64,25052
徳島ヴォルティス,渡井 理己,河田 篤秀,85,25052
徳島ヴォルティス,田向 泰輝,小西 雄大,86,25052
徳島ヴォルティス,藤原 志龍,浜下 瑛,64,25052
徳島ヴォルティス,鈴木 徳真,藤田 譲瑠チマ,64,25052
セレッソ大阪,新井 直人,小池 裕太,89,25053
セレッソ大阪,松田 力,中島 元彦,55,25053
セレッソ大阪,西川 潤,山田 寛人,71,25053
セレッソ大阪,豊川 雄太,加藤 陸次樹,71,25053
横浜F・マリノス,仲川 輝人,水沼 宏太,78,25053
横浜F・マリノス,喜田 拓也,岩田 智輝,78,25053
横浜F・マリノス,天野 純,オナイウ 阿道,67,25053
サンフレッチェ広島,ドウグラス ヴィエイラ,ジュニオール サントス,59,25054
サンフレッチェ広島,ハイネル,川辺 駿,59,25054
サンフレッチェ広島,柏 好文,浅野 雄也,59,25054
サンフレッチェ広島,藤井 智也,森島 司,46,25054
サンフレッチェ広島,青山 敏弘,野上 結貴,69,25054
湘南ベルマーレ,大橋 祐紀,古林 将太,67,25054
湘南ベルマーレ,田中 聡,大岩 一貴,76,25054
湘南ベルマーレ,石原 直樹,町野 修斗,46,25054
湘南ベルマーレ,茨田 陽生,名古 新太郎,46,25054
北海道コンサドーレ札幌,宮澤 裕樹,岡村 大八,46,25055
北海道コンサドーレ札幌,菅 大輝,ルーカス フェルナンデス,82,25055
北海道コンサドーレ札幌,金子 拓郎,柳 貴博,89,25055
北海道コンサドーレ札幌,駒井 善成,ジェイ,60,25055
鹿島アントラーズ,ファン アラーノ,荒木 遼太郎,85,25055
鹿島アントラーズ,レオ シルバ,永木 亮太,63,25055
鹿島アントラーズ,上田 綺世,遠藤 康,78,25055
鹿島アントラーズ,土居 聖真,白崎 凌兵,63,25055
ベガルタ仙台,氣田 亮真,蜂須賀 孝治,74,25056
ベガルタ仙台,真瀬 拓海,皆川 佑介,88,25056
ベガルタ仙台,西村 拓真,中原 彰吾,90,25056
ベガルタ仙台,赤﨑 秀平,マルティノス,74,25056
横浜F・マリノス,エウベル,マルコス ジュニオール,83,25056
横浜F・マリノス,仲川 輝人,水沼 宏太,63,25056
横浜F・マリノス,天野 純,渡辺 皓太,63,25056
横浜F・マリノス,扇原 貴宏,オナイウ 阿道,63,25056
FC東京,三田 啓貴,髙萩 洋次郎,64,25057
