match_card_id,detail_url,season,competition,section,match_date,kickoff,home_team,score,away_team,stadium,attendance
32307,https://data.j-league.or.jp/SFMS02/?match_card_id=32307,2025,Ｊ１,第１６節第２日,25/05/11(日),14:08,新潟,1-1,浦和,デンカＳ,"27,412"
32308,https://data.j-league.or.jp/SFMS02/?match_card_id=32308,2025,Ｊ１,第１６節第２日,25/05/11(日),15:03,東京Ｖ,0-2,湘南,味スタ,"14,801"
32309,https://data.j-league.or.jp/SFMS02/?match_card_id=32309,2025,Ｊ１,第１６節第２日,25/05/11(日),15:03,Ｇ大阪,0-1,広島,パナスタ,"30,633"
32310,https://data.j-league.or.jp/SFMS02/?match_card_id=32310,2025,Ｊ１,第１６節第２日,25/05/11(日),15:03,Ｃ大阪,1-0,横浜FM,ヨドコウ,"18,797"
32311,https://data.j-league.or.jp/SFMS02/?match_card_id=32311,2025,Ｊ１,第１７節第１日,25/05/17(土),14:04,町田,3-0,柏,Ｇスタ,"8,741"
32312,https://data.j-league.or.jp/SFMS02/?match_card_id=32312,2025,Ｊ１,第１７節第１日,25/05/17(土),14:03,横浜FM,0-3,京都,日産ス,"20,786"
32313,https://data.j-league.or.jp/SFMS02/?match_card_id=32313,2025,Ｊ１,第１７節第１日,25/05/17(土),14:03,神戸,3-2,Ｇ大阪,ノエスタ,"23,275"
32314,https://data.j-league.or.jp/SFMS02/?match_card_id=32314,2025,Ｊ１,第１７節第１日,25/05/17(土),14:03,広島,2-1,東京Ｖ,Ｅピース,"24,837"
32315,https://data.j-league.or.jp/SFMS02/?match_card_id=32315,2025,Ｊ１,第１７節第１日,25/05/17(土),14:35,福岡,1-1,名古屋,ベススタ,"7,370"
32316,https://data.j-league.or.jp/SFMS02/?match_card_id=32316,2025,Ｊ１,第１７節第１日,25/05/17(土),15:04,鹿島,1-0,清水,カシマ,"20,864"
32317,https://data.j-league.or.jp/SFMS02/?match_card_id=32317,2025,Ｊ１,第１７節第１日,25/05/17(土),15:03,湘南,0-1,横浜FC,レモンＳ,"8,476"
32318,https://data.j-league.or.jp/SFMS02/?match_card_id=32318,2025,Ｊ１,第１７節第１日,25/05/17(土),16:03,浦和,3-2,FC東京,埼玉,"36,002"
32319,https://data.j-league.or.jp/SFMS02/?match_card_id=32319,2025,Ｊ１,第１７節第２日,25/05/18(日),15:03,川崎Ｆ,2-0,Ｃ大阪,Ｕ等々力,"22,070"
32320,https://data.j-league.or.jp/SFMS02/?match_card_id=32320,2025,Ｊ１,第１７節第２日,25/05/18(日),15:04,岡山,2-1,新潟,ＪＦＥス,"14,666"
32321,https://data.j-league.or.jp/SFMS02/?match_card_id=32321,2025,Ｊ１,第１８節第１日,25/05/24(土),15:03,Ｃ大阪,2-0,福岡,ヨドコウ,"14,693"
32322,https://data.j-league.or.jp/SFMS02/?match_card_id=32322,2025,Ｊ１,第１８節第１日,25/05/24(土),17:33,名古屋,2-1,浦和,豊田ス,"31,001"
32323,https://data.j-league.or.jp/SFMS02/?match_card_id=32323,2025,Ｊ１,第１８節第２日,25/05/25(日),13:03,岡山,2-2,町田,ＪＦＥス,"14,022"
32324,https://data.j-league.or.jp/SFMS02/?match_card_id=32324,2025,Ｊ１,第１８節第２日,25/05/25(日),14:03,横浜FM,3-1,鹿島,日産ス,"32,443"
32325,https://data.j-league.or.jp/SFMS02/?match_card_id=32325,2025,Ｊ１,第１８節第２日,25/05/25(日),14:03,横浜FC,1-1,柏,ニッパツ,"8,779"
32326,https://data.j-league.or.jp/SFMS02/?match_card_id=32326,2025,Ｊ１,第１８節第２日,25/05/25(日),14:03,新潟,2-1,湘南,デンカＳ,"18,426"
32327,https://data.j-league.or.jp/SFMS02/?match_card_id=32327,2025,Ｊ１,第１８節第２日,25/05/25(日),14:03,清水,3-2,神戸,アイスタ,"17,528"
32328,https://data.j-league.or.jp/SFMS02/?match_card_id=32328,2025,Ｊ１,第１８節第２日,25/05/25(日),15:04,FC東京,0-3,広島,国立,"46,206"
32329,https://data.j-league.or.jp/SFMS02/?match_card_id=32329,2025,Ｊ１,第１８節第２日,25/05/25(日),15:03,東京Ｖ,1-0,京都,味スタ,"13,252"
32330,https://data.j-league.or.jp/SFMS02/?match_card_id=32330,2025,Ｊ１,第１８節第２日,25/05/25(日),16:03,川崎Ｆ,2-2,Ｇ大阪,Ｕ等々力,"21,440"
32331,https://data.j-league.or.jp/SFMS02/?match_card_id=32331,2025,Ｊ１,第１９節第１日,25/05/31(土),14:03,町田,0-3,横浜FM,Ｇスタ,"10,289"
32332,https://data.j-league.or.jp/SFMS02/?match_card_id=32332,2025,Ｊ１,第１９節第１日,25/05/31(土),14:03,名古屋,3-0,新潟,豊田ス,"23,541"
32333,https://data.j-league.or.jp/SFMS02/?match_card_id=32333,2025,Ｊ１,第１９節第１日,25/05/31(土),14:04,福岡,0-0,東京Ｖ,ベススタ,"7,409"
32334,https://data.j-league.or.jp/SFMS02/?match_card_id=32334,2025,Ｊ１,第１９節第１日,25/05/31(土),16:03,柏,1-3,神戸,三協Ｆ柏,"12,989"
32335,https://data.j-league.or.jp/SFMS02/?match_card_id=32335,2025,Ｊ１,第１９節第１日,25/05/31(土),17:33,広島,1-2,川崎Ｆ,Ｅピース,"25,909"
32336,https://data.j-league.or.jp/SFMS02/?match_card_id=32336,2025,Ｊ１,第１９節第１日,25/05/31(土),18:03,Ｇ大阪,0-1,鹿島,パナスタ,"32,013"
32337,https://data.j-league.or.jp/SFMS02/?match_card_id=32337,2025,Ｊ１,第１９節第１日,25/05/31(土),19:03,京都,3-0,FC東京,サンガＳ,"16,302"
32338,https://data.j-league.or.jp/SFMS02/?match_card_id=32338,2025,Ｊ１,第１９節第２日,25/06/01(日),15:03,湘南,1-1,岡山,レモンＳ,"11,696"
32339,https://data.j-league.or.jp/SFMS02/?match_card_id=32339,2025,Ｊ１,第１９節第２日,25/06/01(日),15:03,Ｃ大阪,4-2,清水,ヨドコウ,"20,864"
32340,https://data.j-league.or.jp/SFMS02/?match_card_id=32340,2025,Ｊ１,第１９節第２日,25/06/01(日),16:04,浦和,2-1,横浜FC,埼玉,"39,995"
32341,https://data.j-league.or.jp/SFMS02/?match_card_id=32341,2025,Ｊ１,第２０節第１日,25/04/16(水),19:33,浦和,2-1,京都,埼玉,"21,383"
32342,https://data.j-league.or.jp/SFMS02/?match_card_id=32342,2025,Ｊ１,第２０節第２日,25/06/14(土),17:33,湘南,1-2,町田,レモンＳ,"10,745"
32343,https://data.j-league.or.jp/SFMS02/?match_card_id=32343,2025,Ｊ１,第２０節第２日,25/06/14(土),18:03,鹿島,1-1,広島,カシマ,"22,725"
32344,https://data.j-league.or.jp/SFMS02/?match_card_id=32344,2025,Ｊ１,第２０節第２日,25/06/14(土),18:03,横浜FC,0-1,川崎Ｆ,ニッパツ,"11,188"
32345,https://data.j-league.or.jp/SFMS02/?match_card_id=32345,2025,Ｊ１,第２０節第２日,25/06/14(土),19:03,FC東京,2-2,Ｃ大阪,味スタ,"24,572"
32346,https://data.j-league.or.jp/SFMS02/?match_card_id=32346,2025,Ｊ１,第２０節第３日,25/06/15(日),14:03,新潟,1-0,横浜FM,デンカＳ,"30,474"
32347,https://data.j-league.or.jp/SFMS02/?match_card_id=32347,2025,Ｊ１,第２０節第３日,25/06/15(日),18:04,東京Ｖ,0-3,柏,味スタ,"15,375"
32348,https://data.j-league.or.jp/SFMS02/?match_card_id=32348,2025,Ｊ１,第２０節第３日,25/06/15(日),18:03,神戸,2-1,名古屋,ノエスタ,"22,175"
32349,https://data.j-league.or.jp/SFMS02/?match_card_id=32349,2025,Ｊ１,第２０節第３日,25/06/15(日),18:04,岡山,0-1,福岡,ＪＦＥス,"14,653"
32350,https://data.j-league.or.jp/SFMS02/?match_card_id=32350,2025,Ｊ１,第２０節第３日,25/06/15(日),18:33,清水,0-0,Ｇ大阪,アイスタ,"16,401"
32351,https://data.j-league.or.jp/SFMS02/?match_card_id=32351,2025,Ｊ１,第２１節第１日,25/06/21(土),16:03,町田,2-1,鹿島,Ｇスタ,"13,828"
32352,https://data.j-league.or.jp/SFMS02/?match_card_id=32352,2025,Ｊ１,第２１節第１日,25/06/21(土),16:03,福岡,3-2,新潟,ベススタ,"11,350"
32353,https://data.j-league.or.jp/SFMS02/?match_card_id=32353,2025,Ｊ１,第２１節第１日,25/06/21(土),18:33,Ｃ大阪,2-1,東京Ｖ,ヨドコウ,"18,024"
32354,https://data.j-league.or.jp/SFMS02/?match_card_id=32354,2025,Ｊ１,第２１節第１日,25/06/21(土),19:03,柏,3-3,京都,三協Ｆ柏,"12,954"
32355,https://data.j-league.or.jp/SFMS02/?match_card_id=32355,2025,Ｊ１,第２１節第１日,25/06/21(土),19:03,川崎Ｆ,1-2,神戸,Ｕ等々力,"23,103"
32356,https://data.j-league.or.jp/SFMS02/?match_card_id=32356,2025,Ｊ１,第２１節第１日,25/06/21(土),19:03,横浜FM,0-1,岡山,日産ス,"29,282"
32357,https://data.j-league.or.jp/SFMS02/?match_card_id=32357,2025,Ｊ１,第２１節第１日,25/06/21(土),19:03,名古屋,1-1,清水,豊田ス,"33,833"
32358,https://data.j-league.or.jp/SFMS02/?match_card_id=32358,2025,Ｊ１,第２１節第２日,25/06/22(日),18:03,横浜FC,0-4,広島,ニッパツ,"10,475"
32359,https://data.j-league.or.jp/SFMS02/?match_card_id=32359,2025,Ｊ１,第２１節第２日,25/06/22(日),18:33,Ｇ大阪,2-0,FC東京,パナスタ,"28,747"
32360,https://data.j-league.or.jp/SFMS02/?match_card_id=32360,2025,Ｊ１,第２１節第３日,25/07/23(水),19:33,浦和,4-1,湘南,埼玉,"26,977"
32361,https://data.j-league.or.jp/SFMS02/?match_card_id=32361,2025,Ｊ１,第２２節第１日,25/05/28(水),19:33,浦和,0-0,Ｃ大阪,埼玉,"24,697"
32362,https://data.j-league.or.jp/SFMS02/?match_card_id=32362,2025,Ｊ１,第２２節第２日,25/06/28(土),18:03,鹿島,1-2,岡山,カシマ,"22,254"
32363,https://data.j-league.or.jp/SFMS02/?match_card_id=32363,2025,Ｊ１,第２２節第２日,25/06/28(土),18:33,清水,0-2,柏,アイスタ,"18,159"
32364,https://data.j-league.or.jp/SFMS02/?match_card_id=32364,2025,Ｊ１,第２２節第２日,25/06/28(土),19:03,FC東京,2-1,横浜FC,味スタ,"24,233"
32365,https://data.j-league.or.jp/SFMS02/?match_card_id=32365,2025,Ｊ１,第２２節第２日,25/06/28(土),19:03,湘南,1-1,横浜FM,レモンＳ,"13,031"
32366,https://data.j-league.or.jp/SFMS02/?match_card_id=32366,2025,Ｊ１,第２２節第２日,25/06/28(土),19:03,京都,3-1,Ｇ大阪,サンガＳ,"20,174"
32367,https://data.j-league.or.jp/SFMS02/?match_card_id=32367,2025,Ｊ１,第２２節第２日,25/06/28(土),19:03,広島,1-2,名古屋,Ｅピース,"26,246"
32368,https://data.j-league.or.jp/SFMS02/?match_card_id=32368,2025,Ｊ１,第２２節第２日,25/06/28(土),19:03,福岡,0-0,神戸,ベススタ,"11,783"
32369,https://data.j-league.or.jp/SFMS02/?match_card_id=32369,2025,Ｊ１,第２２節第３日,25/06/29(日),18:03,東京Ｖ,1-0,川崎Ｆ,味スタ,"22,326"
32370,https://data.j-league.or.jp/SFMS02/?match_card_id=32370,2025,Ｊ１,第２２節第３日,25/06/29(日),18:03,新潟,0-4,町田,デンカＳ,"20,087"
32371,https://data.j-league.or.jp/SFMS02/?match_card_id=32371,2025,Ｊ１,第２３節第１日,25/07/05(土),18:03,町田,3-0,清水,Ｇスタ,"11,779"
32372,https://data.j-league.or.jp/SFMS02/?match_card_id=32372,2025,Ｊ１,第２３節第１日,25/07/05(土),19:01,岡山,0-1,広島,ＪＦＥス,"15,451"
32373,https://data.j-league.or.jp/SFMS02/?match_card_id=32373,2025,Ｊ１,第２３節第１日,25/07/05(土),19:03,柏,1-0,FC東京,三協Ｆ柏,"13,447"
32374,https://data.j-league.or.jp/SFMS02/?match_card_id=32374,2025,Ｊ１,第２３節第１日,25/07/05(土),19:03,川崎Ｆ,2-1,鹿島,Ｕ等々力,"23,675"
32375,https://data.j-league.or.jp/SFMS02/?match_card_id=32375,2025,Ｊ１,第２３節第１日,25/07/05(土),19:03,横浜FC,0-1,横浜FM,ニッパツ,"14,057"
32376,https://data.j-league.or.jp/SFMS02/?match_card_id=32376,2025,Ｊ１,第２３節第１日,25/07/05(土),19:03,名古屋,0-0,東京Ｖ,豊田ス,"34,095"
32377,https://data.j-league.or.jp/SFMS02/?match_card_id=32377,2025,Ｊ１,第２３節第１日,25/07/05(土),19:03,京都,2-1,新潟,サンガＳ,"14,633"
32378,https://data.j-league.or.jp/SFMS02/?match_card_id=32378,2025,Ｊ１,第２３節第１日,25/07/05(土),19:03,Ｃ大阪,0-1,Ｇ大阪,ヨドコウ,"22,365"
32379,https://data.j-league.or.jp/SFMS02/?match_card_id=32379,2025,Ｊ１,第２３節第１日,25/07/05(土),19:03,神戸,4-0,湘南,ノエスタ,"20,941"
32380,https://data.j-league.or.jp/SFMS02/?match_card_id=32380,2025,Ｊ１,第２３節第２日,25/07/27(日),19:03,浦和,0-0,福岡,埼玉,"33,850"
32381,https://data.j-league.or.jp/SFMS02/?match_card_id=32381,2025,Ｊ１,第２４節第１日,25/07/19(土),19:03,FC東京,3-2,浦和,味スタ,"35,687"
32382,https://data.j-league.or.jp/SFMS02/?match_card_id=32382,2025,Ｊ１,第２４節第１日,25/07/19(土),19:03,湘南,3-3,Ｃ大阪,レモンＳ,"11,213"
32383,https://data.j-league.or.jp/SFMS02/?match_card_id=32383,2025,Ｊ１,第２４節第２日,25/07/20(日),18:03,鹿島,3-2,柏,メルスタ,"33,400"
32384,https://data.j-league.or.jp/SFMS02/?match_card_id=32384,2025,Ｊ１,第２４節第２日,25/07/20(日),18:03,東京Ｖ,0-1,町田,味スタ,"22,217"
32385,https://data.j-league.or.jp/SFMS02/?match_card_id=32385,2025,Ｊ１,第２４節第２日,25/07/20(日),18:33,清水,2-0,横浜FC,アイスタ,"18,012"
32386,https://data.j-league.or.jp/SFMS02/?match_card_id=32386,2025,Ｊ１,第２４節第２日,25/07/20(日),19:03,横浜FM,3-0,名古屋,日産ス,"32,113"
32387,https://data.j-league.or.jp/SFMS02/?match_card_id=32387,2025,Ｊ１,第２４節第２日,25/07/20(日),19:03,新潟,0-2,広島,デンカＳ,"22,178"
32388,https://data.j-league.or.jp/SFMS02/?match_card_id=32388,2025,Ｊ１,第２４節第２日,25/07/20(日),19:03,Ｇ大阪,2-1,川崎Ｆ,パナスタ,"31,898"
32389,https://data.j-league.or.jp/SFMS02/?match_card_id=32389,2025,Ｊ１,第２４節第２日,25/07/20(日),19:03,岡山,1-2,神戸,ＪＦＥス,"15,153"
32390,https://data.j-league.or.jp/SFMS02/?match_card_id=32390,2025,Ｊ１,第２４節第３日,25/07/21(月・祝),18:03,福岡,2-2,京都,ベススタ,"9,943"
32391,https://data.j-league.or.jp/SFMS02/?match_card_id=32391,2025,Ｊ１,第２５節第１日,25/08/09(土),18:03,東京Ｖ,1-0,横浜FM,味スタ,"26,902"
32392,https://data.j-league.or.jp/SFMS02/?match_card_id=32392,2025,Ｊ１,第２５節第１日,25/08/09(土),18:03,横浜FC,1-2,浦和,ニッパツ,"13,048"
32393,https://data.j-league.or.jp/SFMS02/?match_card_id=32393,2025,Ｊ１,第２５節第１日,25/08/09(土),19:03,川崎Ｆ,2-5,福岡,Ｕ等々力,"22,062"
32394,https://data.j-league.or.jp/SFMS02/?match_card_id=32394,2025,Ｊ１,第２５節第２日,25/08/10(日),18:36,広島,0-0,清水,Ｅピース,"23,969"
32395,https://data.j-league.or.jp/SFMS02/?match_card_id=32395,2025,Ｊ１,第２５節第２日,25/08/10(日),19:03,柏,2-0,湘南,三協Ｆ柏,"14,048"
32396,https://data.j-league.or.jp/SFMS02/?match_card_id=32396,2025,Ｊ１,第２５節第２日,25/08/10(日),19:03,FC東京,0-1,鹿島,味スタ,"40,939"
32397,https://data.j-league.or.jp/SFMS02/?match_card_id=32397,2025,Ｊ１,第２５節第２日,25/08/10(日),19:05,町田,2-0,神戸,Ｇスタ,"12,619"
32398,https://data.j-league.or.jp/SFMS02/?match_card_id=32398,2025,Ｊ１,第２５節第２日,25/08/10(日),19:04,名古屋,1-2,京都,豊田ス,"39,896"
32399,https://data.j-league.or.jp/SFMS02/?match_card_id=32399,2025,Ｊ１,第２５節第２日,25/08/10(日),19:03,Ｇ大阪,0-3,岡山,パナスタ,"35,245"
32400,https://data.j-league.or.jp/SFMS02/?match_card_id=32400,2025,Ｊ１,第２５節第３日,25/08/11(月・祝),19:03,Ｃ大阪,3-1,新潟,ヨドコウ,"18,674"
32401,https://data.j-league.or.jp/SFMS02/?match_card_id=32401,2025,Ｊ１,第２６節第１日,25/08/16(土),18:03,鹿島,1-1,福岡,メルスタ,"30,672"
32402,https://data.j-league.or.jp/SFMS02/?match_card_id=32402,2025,Ｊ１,第２６節第１日,25/08/16(土),18:33,清水,1-3,横浜FM,アイスタ,"18,198"
32403,https://data.j-league.or.jp/SFMS02/?match_card_id=32403,2025,Ｊ１,第２６節第１日,25/08/16(土),19:03,浦和,2-1,名古屋,埼玉,"45,652"
32404,https://data.j-league.or.jp/SFMS02/?match_card_id=32404,2025,Ｊ１,第２６節第１日,25/08/16(土),19:03,町田,3-0,Ｃ大阪,Ｇスタ,"11,971"
32405,https://data.j-league.or.jp/SFMS02/?match_card_id=32405,2025,Ｊ１,第２６節第１日,25/08/16(土),19:03,湘南,2-2,FC東京,レモンＳ,"12,608"
32406,https://data.j-league.or.jp/SFMS02/?match_card_id=32406,2025,Ｊ１,第２６節第１日,25/08/16(土),19:03,新潟,1-1,川崎Ｆ,デンカＳ,"26,493"
32407,https://data.j-league.or.jp/SFMS02/?match_card_id=32407,2025,Ｊ１,第２６節第１日,25/08/16(土),19:04,京都,1-0,東京Ｖ,サンガＳ,"18,300"
32408,https://data.j-league.or.jp/SFMS02/?match_card_id=32408,2025,Ｊ１,第２６節第１日,25/08/16(土),19:03,神戸,0-1,横浜FC,ノエスタ,"23,166"
32409,https://data.j-league.or.jp/SFMS02/?match_card_id=32409,2025,Ｊ１,第２６節第１日,25/08/16(土),19:03,広島,1-0,Ｇ大阪,Ｅピース,"25,925"
32410,https://data.j-league.or.jp/SFMS02/?match_card_id=32410,2025,Ｊ１,第２６節第２日,25/08/17(日),19:30,岡山,2-1,柏,ＪＦＥス,"15,421"
32411,https://data.j-league.or.jp/SFMS02/?match_card_id=32411,2025,Ｊ１,第２７節第１日,25/08/22(金),19:03,柏,4-2,浦和,三協Ｆ柏,"13,922"
32412,https://data.j-league.or.jp/SFMS02/?match_card_id=32412,2025,Ｊ１,第２７節第２日,25/08/23(土),18:03,福岡,0-0,清水,ベススタ,"11,434"
32413,https://data.j-league.or.jp/SFMS02/?match_card_id=32413,2025,Ｊ１,第２７節第２日,25/08/23(土),19:03,東京Ｖ,0-3,広島,味スタ,"17,480"
32414,https://data.j-league.or.jp/SFMS02/?match_card_id=32414,2025,Ｊ１,第２７節第２日,25/08/23(土),19:03,新潟,1-2,鹿島,デンカＳ,"26,100"
32415,https://data.j-league.or.jp/SFMS02/?match_card_id=32415,2025,Ｊ１,第２７節第２日,25/08/23(土),19:04,名古屋,3-4,川崎Ｆ,豊田ス,"40,055"
32416,https://data.j-league.or.jp/SFMS02/?match_card_id=32416,2025,Ｊ１,第２７節第２日,25/08/23(土),19:03,Ｇ大阪,3-2,横浜FC,パナスタ,"27,994"
32417,https://data.j-league.or.jp/SFMS02/?match_card_id=32417,2025,Ｊ１,第２７節第２日,25/08/23(土),19:03,Ｃ大阪,1-1,神戸,ヨドコウ,"21,578"
32418,https://data.j-league.or.jp/SFMS02/?match_card_id=32418,2025,Ｊ１,第２７節第２日,25/08/23(土),19:03,岡山,1-0,湘南,ＪＦＥス,"14,256"
32419,https://data.j-league.or.jp/SFMS02/?match_card_id=32419,2025,Ｊ１,第２７節第２日,25/08/23(土),19:33,横浜FM,0-0,町田,日産ス,"32,188"
32420,https://data.j-league.or.jp/SFMS02/?match_card_id=32420,2025,Ｊ１,第２７節第３日,25/08/24(日),19:04,FC東京,0-4,京都,味スタ,"27,591"
32421,https://data.j-league.or.jp/SFMS02/?match_card_id=32421,2025,Ｊ１,第２８節第１日,25/08/30(土),18:03,横浜FC,0-0,東京Ｖ,ニッパツ,"10,512"
32422,https://data.j-league.or.jp/SFMS02/?match_card_id=32422,2025,Ｊ１,第２８節第１日,25/08/30(土),19:03,京都,5-0,岡山,サンガＳ,"20,030"
32423,https://data.j-league.or.jp/SFMS02/?match_card_id=32423,2025,Ｊ１,第２８節第１日,25/08/30(土),19:03,神戸,1-0,横浜FM,ノエスタ,"23,198"
32424,https://data.j-league.or.jp/SFMS02/?match_card_id=32424,2025,Ｊ１,第２８節第２日,25/08/31(日),18:33,清水,1-1,鹿島,アイスタ,"17,936"
32425,https://data.j-league.or.jp/SFMS02/?match_card_id=32425,2025,Ｊ１,第２８節第２日,25/08/31(日),19:03,浦和,1-0,新潟,埼玉,"30,968"
32426,https://data.j-league.or.jp/SFMS02/?match_card_id=32426,2025,Ｊ１,第２８節第２日,25/08/31(日),19:03,柏,2-1,福岡,三協Ｆ柏,"13,995"
32427,https://data.j-league.or.jp/SFMS02/?match_card_id=32427,2025,Ｊ１,第２８節第２日,25/08/31(日),19:04,川崎Ｆ,5-3,町田,Ｕ等々力,"22,270"
32428,https://data.j-league.or.jp/SFMS02/?match_card_id=32428,2025,Ｊ１,第２８節第２日,25/08/31(日),19:03,湘南,4-5,Ｇ大阪,レモンＳ,"13,200"
32429,https://data.j-league.or.jp/SFMS02/?match_card_id=32429,2025,Ｊ１,第２８節第２日,25/08/31(日),19:03,名古屋,1-1,FC東京,豊田ス,"39,815"
32430,https://data.j-league.or.jp/SFMS02/?match_card_id=32430,2025,Ｊ１,第２８節第２日,25/08/31(日),19:03,Ｃ大阪,1-1,広島,ヨドコウ,"19,899"
32431,https://data.j-league.or.jp/SFMS02/?match_card_id=32431,2025,Ｊ１,第２９節第２日,25/09/13(土),19:03,鹿島,3-0,湘南,メルスタ,"23,121"
32432,https://data.j-league.or.jp/SFMS02/?match_card_id=32432,2025,Ｊ１,第２９節第３日,25/09/15(月・祝),19:04,FC東京,1-0,東京Ｖ,味スタ,"37,424"
32433,https://data.j-league.or.jp/SFMS02/?match_card_id=32433,2025,Ｊ１,第２９節第１日,25/09/12(金),19:05,町田,1-1,横浜FC,Ｇスタ,"7,035"
32434,https://data.j-league.or.jp/SFMS02/?match_card_id=32434,2025,Ｊ１,第２９節第２日,25/09/13(土),19:03,横浜FM,0-3,川崎Ｆ,日産ス,"41,221"
32435,https://data.j-league.or.jp/SFMS02/?match_card_id=32435,2025,Ｊ１,第２９節第２日,25/09/13(土),19:05,新潟,0-1,清水,デンカＳ,"24,557"
32436,https://data.j-league.or.jp/SFMS02/?match_card_id=32436,2025,Ｊ１,第２９節第２日,25/09/13(土),19:04,Ｇ大阪,1-0,浦和,パナスタ,"31,998"
32437,https://data.j-league.or.jp/SFMS02/?match_card_id=32437,2025,Ｊ１,第２９節第１日,25/09/12(金),19:03,神戸,0-0,柏,ノエスタ,"15,051"
32438,https://data.j-league.or.jp/SFMS02/?match_card_id=32438,2025,Ｊ１,第２９節第２日,25/09/13(土),19:01,岡山,0-1,名古屋,ＪＦＥス,"14,735"
32439,https://data.j-league.or.jp/SFMS02/?match_card_id=32439,2025,Ｊ１,第２９節第１日,25/09/12(金),19:03,広島,1-1,京都,Ｅピース,"25,369"
32440,https://data.j-league.or.jp/SFMS02/?match_card_id=32440,2025,Ｊ１,第２９節第２日,25/09/13(土),18:04,福岡,2-4,Ｃ大阪,ベススタ,"9,643"
32441,https://data.j-league.or.jp/SFMS02/?match_card_id=32441,2025,Ｊ１,第３０節第２日,25/09/20(土),19:04,浦和,0-1,鹿島,埼玉,"53,301"
32442,https://data.j-league.or.jp/SFMS02/?match_card_id=32442,2025,Ｊ１,第３０節第２日,25/09/20(土),18:03,東京Ｖ,4-2,岡山,味スタ,"13,516"
32443,https://data.j-league.or.jp/SFMS02/?match_card_id=32443,2025,Ｊ１,第３０節第２日,25/09/20(土),19:04,川崎Ｆ,0-1,FC東京,Ｕ等々力,"22,338"
32444,https://data.j-league.or.jp/SFMS02/?match_card_id=32444,2025,Ｊ１,第３０節第２日,25/09/20(土),19:03,横浜FM,2-0,福岡,日産ス,"21,840"
32445,https://data.j-league.or.jp/SFMS02/?match_card_id=32445,2025,Ｊ１,第３０節第２日,25/09/20(土),18:03,横浜FC,1-0,新潟,ニッパツ,"9,462"
32446,https://data.j-league.or.jp/SFMS02/?match_card_id=32446,2025,Ｊ１,第３０節第２日,25/09/20(土),17:03,名古屋,3-1,湘南,豊田ス,"29,550"
32447,https://data.j-league.or.jp/SFMS02/?match_card_id=32447,2025,Ｊ１,第３０節第２日,25/09/20(土),19:03,京都,0-1,清水,サンガＳ,"19,056"
32448,https://data.j-league.or.jp/SFMS02/?match_card_id=32448,2025,Ｊ１,第３０節第２日,25/09/20(土),18:33,Ｃ大阪,1-1,柏,ヨドコウ,"18,938"
32449,https://data.j-league.or.jp/SFMS02/?match_card_id=32449,2025,Ｊ１,第３０節第１日,25/08/20(水),19:03,町田,3-1,Ｇ大阪,Ｇスタ,"10,108"
32450,https://data.j-league.or.jp/SFMS02/?match_card_id=32450,2025,Ｊ１,第３０節第１日,25/08/20(水),19:03,広島,0-1,神戸,Ｅピース,"24,847"
32451,https://data.j-league.or.jp/SFMS02/?match_card_id=32451,2025,Ｊ１,第３１節第１日,25/09/23(火・祝),18:03,鹿島,3-1,Ｃ大阪,メルスタ,"25,752"
32452,https://data.j-league.or.jp/SFMS02/?match_card_id=32452,2025,Ｊ１,第３１節第１日,25/09/23(火・祝),19:03,柏,0-0,広島,三協Ｆ柏,"13,552"
32453,https://data.j-league.or.jp/SFMS02/?match_card_id=32453,2025,Ｊ１,第３１節第１日,25/09/23(火・祝),18:03,FC東京,1-0,福岡,味スタ,"24,412"
32454,https://data.j-league.or.jp/SFMS02/?match_card_id=32454,2025,Ｊ１,第３１節第１日,25/09/23(火・祝),19:03,湘南,1-2,川崎Ｆ,レモンＳ,"12,769"
32455,https://data.j-league.or.jp/SFMS02/?match_card_id=32455,2025,Ｊ１,第３１節第１日,25/09/23(火・祝),14:03,新潟,0-0,名古屋,デンカＳ,"19,673"
32456,https://data.j-league.or.jp/SFMS02/?match_card_id=32456,2025,Ｊ１,第３１節第１日,25/09/23(火・祝),18:03,清水,0-0,浦和,アイスタ,"17,202"
32457,https://data.j-league.or.jp/SFMS02/?match_card_id=32457,2025,Ｊ１,第３１節第１日,25/09/23(火・祝),19:03,京都,1-1,町田,サンガＳ,"18,964"
32458,https://data.j-league.or.jp/SFMS02/?match_card_id=32458,2025,Ｊ１,第３１節第１日,25/09/23(火・祝),19:03,Ｇ大阪,3-1,横浜FM,パナスタ,"27,934"
32459,https://data.j-league.or.jp/SFMS02/?match_card_id=32459,2025,Ｊ１,第３１節第１日,25/09/23(火・祝),19:03,神戸,4-0,東京Ｖ,ノエスタ,"17,132"
32460,https://data.j-league.or.jp/SFMS02/?match_card_id=32460,2025,Ｊ１,第３１節第１日,25/09/23(火・祝),18:03,岡山,0-0,横浜FC,ＪＦＥス,"13,537"
32461,https://data.j-league.or.jp/SFMS02/?match_card_id=32461,2025,Ｊ１,第３２節第２日,25/09/28(日),18:04,FC東京,2-3,横浜FM,味スタ,"33,460"
32462,https://data.j-league.or.jp/SFMS02/?match_card_id=32462,2025,Ｊ１,第３２節第１日,25/09/27(土),18:03,東京Ｖ,0-0,浦和,味スタ,"24,643"
