match_card_id,team,match_date,team_core_score,team_momentum,team_stability,core_player_count,available_player_count
25147,名古屋グランパス,,0.641196,0.601256,0.727273,11,17
25147,横浜F・マリノス,,0.645432,0.55834,0.727273,10,18
25148,FC東京,,0.663634,0.599407,0.636364,11,18
25148,横浜FC,,0.596636,0.516364,0.545455,8,18
25149,川崎フロンターレ,,0.600409,0.53208,0.727273,10,16
25149,清水エスパルス,,0.580594,0.511559,0.545455,10,17
25150,サンフレッチェ広島,,0.693889,0.63837,1.0,14,18
25150,柏レイソル,,0.601566,0.532003,0.636364,10,17
25151,ガンバ大阪,,0.65668,0.580254,0.363636,12,18
25151,サガン鳥栖,,0.700671,0.635528,0.727273,13,18
25152,ベガルタ仙台,,0.636096,0.58721,0.727273,11,18
25152,鹿島アントラーズ,,0.73287,0.6825,0.909091,13,18
25153,浦和レッズ,,0.645864,0.58508,0.636364,12,18
25153,湘南ベルマーレ,,0.638529,0.590825,0.636364,12,18
25154,セレッソ大阪,,0.529293,0.4734,0.363636,8,17
25154,北海道コンサドーレ札幌,,0.605378,0.539747,0.818182,11,17
25155,ベガルタ仙台,,0.688002,0.616762,0.454545,10,18
25155,清水エスパルス,,0.590625,0.499895,0.818182,8,18
25156,柏レイソル,,0.552778,0.496491,0.818182,9,17
25156,浦和レッズ,,0.560903,0.490596,0.181818,9,17
25157,アビスパ福岡,,0.638056,0.546034,0.363636,11,18
25157,川崎フロンターレ,,0.568228,0.481996,0.363636,9,18
25158,サガン鳥栖,,0.650502,0.585253,0.636364,12,17
25158,横浜F・マリノス,,0.658989,0.584139,0.636364,11,18
25159,ガンバ大阪,,0.652423,0.585642,0.545455,13,18
25159,湘南ベルマーレ,,0.633881,0.566285,0.636364,13,17
25160,ヴィッセル神戸,,0.693994,0.615226,1.0,12,18
25160,横浜FC,,0.600162,0.54125,0.909091,11,17
25161,FC東京,,0.620409,0.558651,0.363636,9,17
25161,徳島ヴォルティス,,0.692546,0.624704,0.454545,11,18
25162,大分トリニータ,,0.662299,0.601312,0.636364,11,18
25162,鹿島アントラーズ,,0.552693,0.463219,0.272727,7,18
25163,サンフレッチェ広島,,0.648611,0.573454,0.636364,11,18
25163,名古屋グランパス,,0.690995,0.622216,0.636364,13,18
25164,セレッソ大阪,,0.616983,0.57354,0.454545,12,17
25164,ヴィッセル神戸,,0.62027,0.533847,0.818182,10,18
25165,ベガルタ仙台,,0.569498,0.492247,0.545455,8,18
25165,川崎フロンターレ,,0.643642,0.580414,0.818182,10,18
25166,横浜FC,,0.665,0.599463,0.727273,11,18
25166,清水エスパルス,,0.637917,0.568667,0.909091,10,18
25167,ガンバ大阪,,0.65936,0.590275,0.545455,11,18
25167,サンフレッチェ広島,,0.674637,0.615299,0.636364,12,18
25168,徳島ヴォルティス,,0.61706,0.546744,0.545455,10,17
25168,横浜F・マリノス,,0.679969,0.616068,1.0,12,18
25169,サガン鳥栖,,0.557415,0.493117,0.818182,10,17
25169,名古屋グランパス,,0.617816,0.558577,0.727273,10,18
25170,北海道コンサドーレ札幌,,0.681181,0.605772,0.818182,12,18
25170,鹿島アントラーズ,,0.690625,0.631861,0.454545,12,18
25171,アビスパ福岡,,0.605257,0.522882,0.272727,9,18
25171,浦和レッズ,,0.67483,0.619605,0.363636,13,18
25172,FC東京,,0.633927,0.575818,0.363636,10,18
25172,大分トリニータ,,0.641427,0.568355,0.636364,10,18
25173,柏レイソル,,0.58588,0.502046,0.545455,7,18
25173,湘南ベルマーレ,,0.66483,0.620776,0.545455,14,17
25174,川崎フロンターレ,,0.531204,0.447904,0.363636,6,16
25174,横浜FC,,0.561728,0.491944,0.636364,9,18
25175,ベガルタ仙台,,0.696957,0.613162,0.363636,13,18
25175,浦和レッズ,,0.681019,0.605907,0.818182,11,18
25176,柏レイソル,,0.723063,0.670886,0.545455,12,18
25176,横浜F・マリノス,,0.669846,0.601765,0.909091,12,17
25177,ヴィッセル神戸,,0.689221,0.62963,0.818182,11,18
25177,湘南ベルマーレ,,0.647454,0.585481,0.636364,13,18
25178,サガン鳥栖,,0.674275,0.606438,0.818182,13,18
25178,サンフレッチェ広島,,0.769877,0.718883,0.909091,14,18
25179,北海道コンサドーレ札幌,,0.698133,0.637657,0.909091,12,18
25179,徳島ヴォルティス,,0.668356,0.606846,0.818182,12,18
25180,大分トリニータ,,0.642307,0.557151,0.727273,9,18
25180,清水エスパルス,,0.648866,0.575546,0.818182,12,18
25181,名古屋グランパス,,0.72936,0.672849,0.727273,11,18
25181,鹿島アントラーズ,,0.632863,0.562151,0.636364,9,18
25182,アビスパ福岡,,0.643418,0.585071,0.636364,13,18
25182,ガンバ大阪,,0.672431,0.616472,0.545455,11,18
25183,FC東京,,0.612801,0.561435,0.909091,10,17
25183,セレッソ大阪,,0.638279,0.580651,0.909091,11,18
25184,アビスパ福岡,,0.686813,0.623293,0.636364,12,18
25184,横浜F・マリノス,,0.578981,0.51517,0.636364,10,18
25185,ベガルタ仙台,,0.703009,0.623833,0.909091,13,18
25185,北海道コンサドーレ札幌,,0.710131,0.661611,1.0,13,18
25186,大分トリニータ,,0.67108,0.607457,0.909091,10,18
25186,浦和レッズ,,0.605231,0.538873,0.909091,11,18
25187,サンフレッチェ広島,,0.597052,0.524932,0.727273,8,17
25187,横浜FC,,0.672932,0.613216,0.636364,11,17
