match_card_id,h2h_matches,h2h_home_win_rate,h2h_draw_rate,h2h_away_win_rate,h2h_home_points_per_game,h2h_away_points_per_game,h2h_average_home_goals,h2h_average_away_goals,h2h_average_goal_difference,h2h_btts_rate,h2h_over_2_5_rate,h2h_last3_home_win_rate,h2h_last3_draw_rate,h2h_last3_away_win_rate,h2h_last3_goal_difference,h2h_last5_home_win_rate,h2h_last5_draw_rate,h2h_last5_away_win_rate,h2h_last5_goal_difference,h2h_same_venue_matches,h2h_same_venue_home_win_rate,h2h_same_venue_draw_rate,h2h_same_venue_away_win_rate,h2h_same_venue_goal_difference,h2h_weighted_home_win_rate,h2h_weighted_draw_rate,h2h_weighted_away_win_rate,h2h_weighted_goal_difference,h2h_days_since_last_match,h2h_home_unbeaten_streak,h2h_away_unbeaten_streak,h2h_confidence
27029,2,0.0,0.0,1.0,0.0,3.0,0.5,1.5,-1.0,0.5,0.5,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-0.9999999999999999,201,0,2,0.25
27030,2,0.5,0.0,0.5,1.5,1.5,1.5,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,1,0.0,0.0,1.0,-2.0,0.47178189463627473,0.0,0.5282181053637253,0.3589094731813736,215,0,1,0.25
27031,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
27032,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
27034,2,0.5,0.0,0.5,1.5,1.5,1.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,1,0.0,0.0,1.0,-1.0,0.5430958114341957,0.0,0.4569041885658043,0.6292874343025872,152,1,0,0.25
27412,2,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,177,2,2,0.25
27413,2,0.5,0.0,0.5,1.5,1.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1,1.0,0.0,0.0,1.0,0.5585995015333557,0.0,0.44140049846664436,0.1171990030667113,160,1,0,0.25
27414,2,0.0,0.0,1.0,0.0,3.0,0.5,2.5,-2.0,0.5,0.5,0.0,0.0,1.0,-2.0,0.0,0.0,1.0,-2.0,1,0.0,0.0,1.0,-2.0,0.0,0.0,1.0,-2.0,251,0,2,0.25
27415,2,0.0,0.0,1.0,0.0,3.0,0.5,1.5,-1.0,0.5,0.5,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,215,0,2,0.25
27416,2,0.5,0.5,0.0,2.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1,1.0,0.0,0.0,1.0,0.47841192510996544,0.5215880748900346,0.0,0.47841192510996544,251,2,1,0.25
27417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
26644,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
26645,2,0.0,0.0,1.0,0.0,3.0,1.0,2.0,-1.0,0.5,0.5,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,237,0,2,0.25
26646,2,0.0,0.5,0.5,0.5,2.0,1.5,2.0,-0.5,0.5,0.5,0.0,0.5,0.5,-0.5,0.0,0.5,0.5,-0.5,1,0.0,0.0,1.0,-1.0,0.0,0.5463924938312763,0.45360750616872364,-0.45360750616872364,146,1,2,0.25
26647,2,0.0,0.5,0.5,0.5,2.0,1.0,1.5,-0.5,1.0,0.5,0.0,0.5,0.5,-0.5,0.0,0.5,0.5,-0.5,1,0.0,1.0,0.0,0.0,0.0,0.5430958114341957,0.4569041885658042,-0.45690418856580406,153,1,2,0.25
27035,2,0.0,0.5,0.5,0.5,2.0,0.0,2.0,-2.0,0.0,0.5,0.0,0.5,0.5,-2.0,0.0,0.5,0.5,-2.0,1,0.0,1.0,0.0,0.0,0.0,0.5463924938312764,0.4536075061687236,-1.8144300246748943,202,1,2,0.25
27036,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
26648,2,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,175,2,2,0.25
