team,homeCoreScore,corePlayerCount,homeMomentum,homeSuspensionLoss,suspendedPlayers
FC東京,0.6388888888888888,18,0.6111111111111112,0.0,0
柏レイソル,0.6666666666666666,18,0.6111111111111112,0.0,0
