round_no,match_no,home_team,away_team,kickoff_at,venue,toto_result,product_type,competition
1348,4,マンU,クリスタル,2023-02-05,マンチェス,1,mini_toto,Other
1348,5,ウルヴァー,リヴァプ,2023-02-05,ウルヴァー,1,mini_toto,Other
1348,6,ケルン,ライプツィ,2023-02-04,ケルン,0,mini_toto,Other
1348,7,エヴァトン,アーセナル,2023-02-04,リヴァプー,1,mini_toto,Other
1348,8,ブライトン,ボンマウス,2023-02-05,ブライトン,1,mini_toto,Other
1348,9,ニュカッスル,ウェストハム,2023-02-05,ニューカッ,0,mini_toto,Other
1348,10,マンU,クリスタル,2023-02-05,マンチェス,1,mini_toto,Other
1348,11,ウルヴァー,リヴァプ,2023-02-05,ウルヴァー,1,mini_toto,Other
1348,12,ブレント,サウザン,2023-02-05,ブレントフ,1,mini_toto,Other
1348,13,アストン,レスター,2023-02-05,バーミンガ,2,mini_toto,Other
1349,1,アーセナル,ブレント,2023-02-12,ロンドン,0,mini_toto,Other
1349,2,クリスタル,ブライトン,2023-02-12,ロンドン,0,mini_toto,Other
1349,3,レスター,トテナム,2023-02-12,レスター,1,mini_toto,Other
1349,4,ボンマウス,ニュカッスル,2023-02-12,ボーンマス,0,mini_toto,Other
1349,5,フラム,ノッティン,2023-02-12,ロンドン,1,mini_toto,Other
1349,6,マインツ,アウグス,2023-02-11,マインツ,1,mini_toto,Other
1349,7,ホッフェン,レヴァー,2023-02-11,ジンスハイ,2,mini_toto,Other
1349,8,アーセナル,ブレント,2023-02-12,ロンドン,0,mini_toto,Other
1349,9,クリスタル,ブライトン,2023-02-12,ロンドン,0,mini_toto,Other
1349,10,レスター,トテナム,2023-02-12,レスター,1,mini_toto,Other
1349,11,ボンマウス,ニュカッスル,2023-02-12,ボーンマス,0,mini_toto,Other
1349,12,フラム,ノッティン,2023-02-12,ロンドン,1,mini_toto,Other
1349,13,ウェストハム,チェルシー,2023-02-11,ロンドン,0,mini_toto,Other
1351,1,C大阪,新潟,2023-02-18,ヨドコウ,0,mini_toto,J.League
1351,2,広島,札幌,2023-02-18,Eスタ,0,mini_toto,J.League
1351,3,柏,G大阪,2023-02-18,三協F柏,0,mini_toto,J.League
1351,4,山口,大宮,2023-02-18,みらスタ,1,mini_toto,J.League
1351,5,清水,水戸,2023-02-18,アイスタ,0,mini_toto,J.League
1351,6,C大阪,新潟,2023-02-18,ヨドコウ,0,mini_toto,J.League
1351,7,広島,札幌,2023-02-18,Eスタ,0,mini_toto,J.League
1351,8,柏,G大阪,2023-02-18,三協F柏,0,mini_toto,J.League
1351,9,山口,大宮,2023-02-18,みらスタ,1,mini_toto,J.League
1351,10,清水,水戸,2023-02-18,アイスタ,0,mini_toto,J.League
1351,11,長崎,千葉,2023-02-18,トラスタ,2,mini_toto,J.League
1351,12,磐田,岡山,2023-02-18,ヤマハ,2,mini_toto,J.League
1351,13,群馬,秋田,2023-02-18,正田スタ,0,mini_toto,J.League
1352,1,鹿島,川崎F,2023-02-25,カシマ,2,mini_toto,J.League
1352,2,広島,新潟,2023-02-26,Eスタ,2,mini_toto,J.League
1352,3,柏,FC東京,2023-02-26,三協F柏,0,mini_toto,J.League
1352,4,大分,東京V,2023-02-26,レゾド,1,mini_toto,J.League
1352,5,藤枝,長崎,2023-02-25,藤枝サ,1,mini_toto,J.League
1352,6,鹿島,川崎F,2023-02-25,カシマ,2,mini_toto,J.League
1352,7,広島,新潟,2023-02-26,Eスタ,2,mini_toto,J.League
1352,8,柏,FC東京,2023-02-26,三協F柏,0,mini_toto,J.League
1352,9,大分,東京V,2023-02-26,レゾド,1,mini_toto,J.League
1352,10,藤枝,長崎,2023-02-25,藤枝サ,1,mini_toto,J.League
1352,11,岡山,清水,2023-02-26,Cスタ,0,mini_toto,J.League
1352,12,熊本,秋田,2023-02-26,えがおS,2,mini_toto,J.League
1352,13,水戸,いわき,2023-02-26,Ksスタ,0,mini_toto,J.League
1353,1,京都,FC東京,2023-03-04,サンガS,1,mini_toto,J.League
1353,2,横浜FC,鹿島,2023-03-04,ニッパツ,2,mini_toto,J.League
1353,3,鳥栖,名古屋,2023-03-04,駅スタ,1,mini_toto,J.League
1353,4,徳島,仙台,2023-03-04,鳴門大塚,0,mini_toto,J.League
1353,5,藤枝,秋田,2023-03-04,藤枝サ,2,mini_toto,J.League
1353,6,京都,FC東京,2023-03-04,サンガS,1,mini_toto,J.League
1353,7,横浜FC,鹿島,2023-03-04,ニッパツ,2,mini_toto,J.League
1353,8,鳥栖,名古屋,2023-03-04,駅スタ,1,mini_toto,J.League
1353,9,徳島,仙台,2023-03-04,鳴門大塚,0,mini_toto,J.League
1353,10,藤枝,秋田,2023-03-04,藤枝サ,2,mini_toto,J.League
1353,11,いわき,山口,2023-03-05,いわきG,2,mini_toto,J.League
1353,12,金沢,町田,2023-03-05,石川西部,2,mini_toto,J.League
1353,13,熊本,大宮,2023-03-05,えがおS,1,mini_toto,J.League
1354,1,鳥栖,札幌,2023-03-08,駅スタ,0,mini_toto,J.League
1354,2,湘南,浦和,2023-03-08,レモンS,0,mini_toto,J.League
1354,3,神戸,名古屋,2023-03-08,ノエスタ,2,mini_toto,J.League
1354,4,柏,鹿島,2023-03-08,三協F柏,0,mini_toto,J.League
1354,5,京都,G大阪,2023-03-08,サンガS,2,mini_toto,J.League
1355,1,神戸,浦和,2023-03-11,ノエスタ,2,mini_toto,J.League
1355,2,柏,名古屋,2023-03-12,三協F柏,2,mini_toto,J.League
1355,3,湘南,京都,2023-03-12,レモンS,2,mini_toto,J.League
1355,4,G大阪,広島,2023-03-12,パナスタ,2,mini_toto,J.League
1355,5,山口,熊本,2023-03-11,みらスタ,2,mini_toto,J.League
1355,6,神戸,浦和,2023-03-11,ノエスタ,2,mini_toto,J.League
1355,7,柏,名古屋,2023-03-12,三協F柏,2,mini_toto,J.League
1355,8,湘南,京都,2023-03-12,レモンS,2,mini_toto,J.League
1355,9,G大阪,広島,2023-03-12,パナスタ,2,mini_toto,J.League
1355,10,山口,熊本,2023-03-11,みらスタ,2,mini_toto,J.League
1355,11,秋田,千葉,2023-03-12,ソユスタ,1,mini_toto,J.League
1355,12,岡山,金沢,2023-03-12,Cスタ,1,mini_toto,J.League
1355,13,仙台,いわき,2023-03-12,ユアスタ,2,mini_toto,J.League
1356,1,横浜FM,鹿島,2023-03-18,日産ス,1,mini_toto,J.League
1356,2,浦和,新潟,2023-03-18,浦和駒場,1,mini_toto,J.League
1356,3,広島,柏,2023-03-19,Eスタ,1,mini_toto,J.League
1356,4,福岡,湘南,2023-03-19,ベススタ,1,mini_toto,J.League
1356,5,山形,町田,2023-03-19,NDスタ,2,mini_toto,J.League
1356,6,横浜FM,鹿島,2023-03-18,日産ス,1,mini_toto,J.League
1356,7,浦和,新潟,2023-03-18,浦和駒場,1,mini_toto,J.League
1356,8,広島,柏,2023-03-19,Eスタ,1,mini_toto,J.League
1356,9,福岡,湘南,2023-03-19,ベススタ,1,mini_toto,J.League
1356,10,山形,町田,2023-03-19,NDスタ,2,mini_toto,J.League
1356,11,金沢,山口,2023-03-19,石川西部,1,mini_toto,J.League
1356,12,岡山,甲府,2023-03-19,Cスタ,2,mini_toto,J.League
1356,13,秋田,水戸,2023-03-19,ソユスタ,0,mini_toto,J.League
1357,1,横浜FC,神戸,2023-03-26,ニッパツ,2,mini_toto,J.League
1357,2,鳥栖,横浜FM,2023-03-26,駅スタ,2,mini_toto,J.League
1357,3,浦和,清水,2023-03-26,浦和駒場,0,mini_toto,J.League
1357,4,G大阪,C大阪,2023-03-26,パナスタ,0,mini_toto,J.League
1357,5,仙台,金沢,2023-03-25,ユアスタ,2,mini_toto,J.League
1357,6,FC東京,京都,2023-03-26,味スタ,1,mini_toto,J.League
1357,7,横浜FC,神戸,2023-03-26,ニッパツ,2,mini_toto,J.League
1357,8,鳥栖,横浜FM,2023-03-26,駅スタ,2,mini_toto,J.League
1357,9,浦和,清水,2023-03-26,浦和駒場,0,mini_toto,J.League
1357,10,G大阪,C大阪,2023-03-26,パナスタ,0,mini_toto,J.League
1357,11,仙台,金沢,2023-03-25,ユアスタ,2,mini_toto,J.League
1357,12,徳島,秋田,2023-03-25,鳴門大塚,0,mini_toto,J.League
1357,13,いわき,町田,2023-03-26,いわきG,2,mini_toto,J.League
1358,1,湘南,G大阪,2023-04-01,レモンS,1,mini_toto,J.League
1358,2,C大阪,横浜FM,2023-04-01,ヨドコウ,1,mini_toto,J.League
1358,3,札幌,川崎F,2023-04-01,札幌ド,2,mini_toto,J.League
1358,4,秋田,山口,2023-04-01,ソユスタ,2,mini_toto,J.League
1358,5,東京V,大宮,2023-04-01,味スタ,1,mini_toto,J.League
1358,6,湘南,G大阪,2023-04-01,レモンS,1,mini_toto,J.League
1358,7,C大阪,横浜FM,2023-04-01,ヨドコウ,1,mini_toto,J.League
1358,8,札幌,川崎F,2023-04-01,札幌ド,2,mini_toto,J.League
1358,9,秋田,山口,2023-04-01,ソユスタ,2,mini_toto,J.League
1358,10,東京V,大宮,2023-04-01,味スタ,1,mini_toto,J.League
1358,11,熊本,徳島,2023-04-02,えがおS,0,mini_toto,J.League
1358,12,山形,水戸,2023-04-02,NDスタ,2,mini_toto,J.League
1358,13,金沢,千葉,2023-04-02,石川西部,1,mini_toto,J.League
1359,1,湘南,清水,2023-04-05,レモンS,1,mini_toto,J.League
1359,2,鹿島,福岡,2023-04-05,カシマ,1,mini_toto,J.League
1359,3,京都,C大阪,2023-04-05,サンガS,1,mini_toto,J.League
1359,4,G大阪,FC東京,2023-04-05,パナスタ,1,mini_toto,J.League
1359,5,名古屋,横浜FC,2023-04-05,豊田ス,1,mini_toto,J.League
1360,1,C大阪,札幌,2023-04-09,ヨドコウ,2,mini_toto,J.League
1360,2,神戸,新潟,2023-04-09,ノエスタ,0,mini_toto,J.League
1360,3,FC東京,湘南,2023-04-09,味スタ,0,mini_toto,J.League
1360,4,千葉,徳島,2023-04-08,フクアリ,0,mini_toto,J.League
1360,5,熊本,金沢,2023-04-09,えがおS,1,mini_toto,J.League
1360,6,C大阪,札幌,2023-04-09,ヨドコウ,2,mini_toto,J.League
1360,7,神戸,新潟,2023-04-09,ノエスタ,0,mini_toto,J.League
1360,8,FC東京,湘南,2023-04-09,味スタ,0,mini_toto,J.League
1360,9,千葉,徳島,2023-04-08,フクアリ,0,mini_toto,J.League
1360,10,熊本,金沢,2023-04-09,えがおS,1,mini_toto,J.League
1360,11,いわき,大分,2023-04-08,いわきG,2,mini_toto,J.League
1360,12,山口,栃木,2023-04-08,みらスタ,0,mini_toto,J.League
1360,13,群馬,長崎,2023-04-08,正田スタ,1,mini_toto,J.League
1361,1,新潟,福岡,2023-04-15,デンカS,1,mini_toto,J.League
1361,2,浦和,札幌,2023-04-15,埼玉,1,mini_toto,J.League
1361,3,湘南,横浜FM,2023-04-15,レモンS,0,mini_toto,J.League
1361,4,甲府,栃木,2023-04-16,JITス,1,mini_toto,J.League
1361,5,いわき,群馬,2023-04-16,いわきG,1,mini_toto,J.League
1361,6,川崎F,名古屋,2023-04-15,等々力,2,mini_toto,J.League
1361,7,新潟,福岡,2023-04-15,デンカS,1,mini_toto,J.League
1361,8,浦和,札幌,2023-04-15,埼玉,1,mini_toto,J.League
1361,9,湘南,横浜FM,2023-04-15,レモンS,0,mini_toto,J.League
1361,10,甲府,栃木,2023-04-16,JITス,1,mini_toto,J.League
1361,11,いわき,群馬,2023-04-16,いわきG,1,mini_toto,J.League
1361,12,徳島,長崎,2023-04-16,鳴門大塚,2,mini_toto,J.League
1361,13,山口,清水,2023-04-16,みらスタ,2,mini_toto,J.League
1362,1,磐田,横浜FM,2023-04-19,ヤマハ,2,mini_toto,J.League
1362,2,川崎F,清水,2023-04-19,等々力,1,mini_toto,J.League
1362,3,広島,神戸,2023-04-19,Eスタ,1,mini_toto,J.League
1362,4,柏,新潟,2023-04-19,三協F柏,1,mini_toto,J.League
1362,5,FC東京,G大阪,2023-04-19,味スタ,1,mini_toto,J.League
1363,1,札幌,福岡,2023-04-23,札幌ド,0,mini_toto,J.League
1363,2,京都,鳥栖,2023-04-23,サンガS,2,mini_toto,J.League
1363,3,C大阪,柏,2023-04-23,ヨドコウ,1,mini_toto,J.League
1363,4,川崎F,浦和,2023-04-23,等々力,0,mini_toto,J.League
1363,5,甲府,町田,2023-04-22,JITス,1,mini_toto,J.League
1363,6,札幌,福岡,2023-04-23,札幌ド,0,mini_toto,J.League
1363,7,京都,鳥栖,2023-04-23,サンガS,2,mini_toto,J.League
1363,8,C大阪,柏,2023-04-23,ヨドコウ,1,mini_toto,J.League
1363,9,川崎F,浦和,2023-04-23,等々力,0,mini_toto,J.League
1363,10,甲府,町田,2023-04-22,JITス,1,mini_toto,J.League
1363,11,大分,水戸,2023-04-23,レゾド,2,mini_toto,J.League
1363,12,金沢,磐田,2023-04-23,石川西部,2,mini_toto,J.League
1363,13,群馬,徳島,2023-04-23,正田スタ,0,mini_toto,J.League
1364,1,横浜FC,札幌,2023-04-29,ニッパツ,2,mini_toto,J.League
1364,2,C大阪,広島,2023-04-29,ヨドコウ,2,mini_toto,J.League
1364,3,FC東京,新潟,2023-04-29,味スタ,1,mini_toto,J.League
1364,4,秋田,岡山,2023-04-29,ソユスタ,2,mini_toto,J.League
1364,5,いわき,長崎,2023-04-29,いわきG,2,mini_toto,J.League
1364,6,横浜FC,札幌,2023-04-29,ニッパツ,2,mini_toto,J.League
1364,7,C大阪,広島,2023-04-29,ヨドコウ,2,mini_toto,J.League
1364,8,FC東京,新潟,2023-04-29,味スタ,1,mini_toto,J.League
1364,9,秋田,岡山,2023-04-29,ソユスタ,2,mini_toto,J.League
1364,10,いわき,長崎,2023-04-29,いわきG,2,mini_toto,J.League
1364,11,山形,山口,2023-04-29,NDスタ,0,mini_toto,J.League
1364,12,仙台,大分,2023-04-29,ユアスタ,1,mini_toto,J.League
1364,13,清水,栃木,2023-04-29,アイスタ,1,mini_toto,J.League
1365,1,G大阪,C大阪,2023-05-03,パナスタ,2,mini_toto,J.League
1365,2,鳥栖,横浜FM,2023-05-03,駅スタ,2,mini_toto,J.League
1365,3,横浜FC,新潟,2023-05-03,ニッパツ,1,mini_toto,J.League
1365,4,栃木,金沢,2023-05-03,カンセキ,1,mini_toto,J.League
1365,5,岡山,山形,2023-05-03,Cスタ,1,mini_toto,J.League
1365,6,G大阪,C大阪,2023-05-03,パナスタ,2,mini_toto,J.League
1365,7,鳥栖,横浜FM,2023-05-03,駅スタ,2,mini_toto,J.League
1365,8,横浜FC,新潟,2023-05-03,ニッパツ,1,mini_toto,J.League
1365,9,栃木,金沢,2023-05-03,カンセキ,1,mini_toto,J.League
1365,10,岡山,山形,2023-05-03,Cスタ,1,mini_toto,J.League
1365,11,仙台,秋田,2023-05-03,ユアスタ,0,mini_toto,J.League
1365,12,徳島,清水,2023-05-03,鳴門大塚,0,mini_toto,J.League
1365,13,長崎,水戸,2023-05-03,トラスタ,1,mini_toto,J.League
1366,1,名古屋,G大阪,2023-05-06,豊田ス,1,mini_toto,J.League
1366,2,横浜FM,京都,2023-05-07,日産ス,1,mini_toto,J.League
1366,3,C大阪,鹿島,2023-05-07,ヨドコウ,2,mini_toto,J.League
1366,4,長崎,東京V,2023-05-07,トラスタ,2,mini_toto,J.League
1366,5,水戸,仙台,2023-05-07,Ksスタ,1,mini_toto,J.League
1366,6,名古屋,G大阪,2023-05-06,豊田ス,1,mini_toto,J.League
1366,7,横浜FM,京都,2023-05-07,日産ス,1,mini_toto,J.League
1366,8,C大阪,鹿島,2023-05-07,ヨドコウ,2,mini_toto,J.League
1366,9,長崎,東京V,2023-05-07,トラスタ,2,mini_toto,J.League
1366,10,水戸,仙台,2023-05-07,Ksスタ,1,mini_toto,J.League
1366,11,秋田,栃木,2023-05-07,ソユスタ,1,mini_toto,J.League
1366,12,熊本,甲府,2023-05-07,えがおS,1,mini_toto,J.League
1366,13,山形,藤枝,2023-05-07,NDスタ,1,mini_toto,J.League
1367,1,柏,横浜FC,2023-05-13,三協F柏,2,mini_toto,J.League
1367,2,鹿島,名古屋,2023-05-14,国立,1,mini_toto,J.League
1367,3,京都,C大阪,2023-05-14,サンガS,2,mini_toto,J.League
1367,4,大分,熊本,2023-05-13,レゾド,0,mini_toto,J.League
1367,5,甲府,千葉,2023-05-13,JITス,2,mini_toto,J.League
1367,6,柏,横浜FC,2023-05-13,三協F柏,2,mini_toto,J.League
1367,7,鹿島,名古屋,2023-05-14,国立,1,mini_toto,J.League
1367,8,京都,C大阪,2023-05-14,サンガS,2,mini_toto,J.League
1367,9,大分,熊本,2023-05-13,レゾド,0,mini_toto,J.League
1367,10,甲府,千葉,2023-05-13,JITス,2,mini_toto,J.League
1367,11,金沢,長崎,2023-05-13,石川西部,1,mini_toto,J.League
1367,12,仙台,山形,2023-05-13,ユアスタ,1,mini_toto,J.League
1367,13,いわき,秋田,2023-05-14,いわきG,2,mini_toto,J.League
1368,1,湘南,C大阪,2023-05-20,レモンS,2,mini_toto,J.League
1368,2,柏,神戸,2023-05-20,三協F柏,0,mini_toto,J.League
1368,3,鳥栖,新潟,2023-05-20,駅スタ,1,mini_toto,J.League
1368,4,山形,秋田,2023-05-21,NDスタ,1,mini_toto,J.League
1368,5,金沢,甲府,2023-05-21,石川西部,2,mini_toto,J.League
1368,6,湘南,C大阪,2023-05-20,レモンS,2,mini_toto,J.League
1368,7,柏,神戸,2023-05-20,三協F柏,0,mini_toto,J.League
1368,8,鳥栖,新潟,2023-05-20,駅スタ,1,mini_toto,J.League
1368,9,山形,秋田,2023-05-21,NDスタ,1,mini_toto,J.League
1368,10,金沢,甲府,2023-05-21,石川西部,2,mini_toto,J.League
1368,11,山口,東京V,2023-05-21,みらスタ,2,mini_toto,J.League
1368,12,大分,長崎,2023-05-21,レゾド,0,mini_toto,J.League
1368,13,藤枝,徳島,2023-05-21,藤枝サ,1,mini_toto,J.League
1369,1,札幌,横浜FM,2023-05-24,札幌ド,1,mini_toto,J.League
1369,2,鳥栖,磐田,2023-05-24,駅スタ,2,mini_toto,J.League
1369,3,横浜FC,広島,2023-05-24,ニッパツ,1,mini_toto,J.League
1369,4,新潟,福岡,2023-05-24,デンカS,2,mini_toto,J.League
1369,5,浦和,川崎F,2023-05-24,埼玉,1,mini_toto,J.League
1370,1,広島,湘南,2023-05-27,Eスタ,1,mini_toto,J.League
1370,2,京都,浦和,2023-05-27,サンガS,2,mini_toto,J.League
1370,3,新潟,G大阪,2023-05-28,デンカS,2,mini_toto,J.League
1370,4,川崎F,柏,2023-05-28,等々力,1,mini_toto,J.League
1370,5,群馬,藤枝,2023-05-28,正田スタ,0,mini_toto,J.League
1370,6,広島,湘南,2023-05-27,Eスタ,1,mini_toto,J.League
1370,7,京都,浦和,2023-05-27,サンガS,2,mini_toto,J.League
1370,8,新潟,G大阪,2023-05-28,デンカS,2,mini_toto,J.League
1370,9,川崎F,柏,2023-05-28,等々力,1,mini_toto,J.League
1370,10,群馬,藤枝,2023-05-28,正田スタ,0,mini_toto,J.League
1370,11,仙台,千葉,2023-05-28,ユアスタ,1,mini_toto,J.League
1370,12,秋田,大分,2023-05-28,ソユスタ,0,mini_toto,J.League
1370,13,熊本,山形,2023-05-28,えがおS,2,mini_toto,J.League
1371,1,FC東京,横浜FM,2023-06-03,味スタ,2,mini_toto,J.League
1371,2,横浜FC,鳥栖,2023-06-03,ニッパツ,2,mini_toto,J.League
1371,3,広島,京都,2023-06-04,Eスタ,1,mini_toto,J.League
1371,4,浦和,鹿島,2023-06-04,埼玉,0,mini_toto,J.League
1371,5,山口,長崎,2023-06-03,みらスタ,0,mini_toto,J.League
1371,6,FC東京,横浜FM,2023-06-03,味スタ,2,mini_toto,J.League
1371,7,横浜FC,鳥栖,2023-06-03,ニッパツ,2,mini_toto,J.League
1371,8,広島,京都,2023-06-04,Eスタ,1,mini_toto,J.League
1371,9,浦和,鹿島,2023-06-04,埼玉,0,mini_toto,J.League
1371,10,山口,長崎,2023-06-03,みらスタ,0,mini_toto,J.League
1371,11,山形,清水,2023-06-03,NDスタ,1,mini_toto,J.League
1371,12,金沢,群馬,2023-06-03,石川西部,0,mini_toto,J.League
1371,13,岡山,徳島,2023-06-03,Cスタ,1,mini_toto,J.League
1372,1,千葉,大宮,2023-06-07,フクアリ,2,mini_toto,J.League
1372,2,徳島,いわき,2023-06-07,鳴門大塚,0,mini_toto,J.League
1372,3,札幌,相模原,2023-06-07,札幌厚別,1,mini_toto,J.League
1372,4,鳥栖,宮崎,2023-06-07,駅スタ,1,mini_toto,J.League
1372,5,水戸,山口,2023-06-07,Ksスタ,1,mini_toto,J.League
1372,6,千葉,大宮,2023-06-07,フクアリ,2,mini_toto,J.League
1372,7,徳島,いわき,2023-06-07,鳴門大塚,0,mini_toto,J.League
1372,8,札幌,相模原,2023-06-07,札幌厚別,1,mini_toto,J.League
1372,9,鳥栖,宮崎,2023-06-07,駅スタ,1,mini_toto,J.League
1372,10,水戸,山口,2023-06-07,Ksスタ,1,mini_toto,J.League
1372,11,秋田,栃木,2023-06-07,ソユスタ,2,mini_toto,J.League
1372,12,長崎,甲府,2023-06-07,トラスタ,2,mini_toto,J.League
1372,13,岡山,北九州,2023-06-07,Cスタ,1,mini_toto,J.League
1373,1,C大阪,神戸,2023-06-10,ヨドコウ,1,mini_toto,J.League
1373,2,新潟,京都,2023-06-11,デンカS,2,mini_toto,J.League
1373,3,横浜FC,浦和,2023-06-11,ニッパツ,0,mini_toto,J.League
1373,4,川崎F,広島,2023-06-11,等々力,1,mini_toto,J.League
1373,5,岡山,東京V,2023-06-11,Cスタ,2,mini_toto,J.League
1373,6,C大阪,神戸,2023-06-10,ヨドコウ,1,mini_toto,J.League
1373,7,新潟,京都,2023-06-11,デンカS,2,mini_toto,J.League
1373,8,横浜FC,浦和,2023-06-11,ニッパツ,0,mini_toto,J.League
1373,9,川崎F,広島,2023-06-11,等々力,1,mini_toto,J.League
1373,10,岡山,東京V,2023-06-11,Cスタ,2,mini_toto,J.League
1373,11,秋田,金沢,2023-06-11,ソユスタ,0,mini_toto,J.League
1373,12,熊本,清水,2023-06-11,えがおS,2,mini_toto,J.League
1373,13,仙台,磐田,2023-06-11,ユアスタ,2,mini_toto,J.League
1374,1,札幌,磐田,2023-06-18,札幌ド,2,mini_toto,J.League
1374,2,清水,浦和,2023-06-18,アイスタ,0,mini_toto,J.League
1374,3,鹿島,新潟,2023-06-18,カシマ,1,mini_toto,J.League
1374,4,横浜FM,鳥栖,2023-06-18,ニッパツ,1,mini_toto,J.League
1374,5,神戸,横浜FC,2023-06-18,ノエスタ,2,mini_toto,J.League
1374,6,札幌,磐田,2023-06-18,札幌ド,2,mini_toto,J.League
1374,7,清水,浦和,2023-06-18,アイスタ,0,mini_toto,J.League
1374,8,鹿島,新潟,2023-06-18,カシマ,1,mini_toto,J.League
1374,9,横浜FM,鳥栖,2023-06-18,ニッパツ,1,mini_toto,J.League
1374,10,神戸,横浜FC,2023-06-18,ノエスタ,2,mini_toto,J.League
1374,11,山口,仙台,2023-06-18,みらスタ,1,mini_toto,J.League
1374,12,いわき,千葉,2023-06-18,いわきG,0,mini_toto,J.League
1374,13,栃木,町田,2023-06-18,カンセキ,0,mini_toto,J.League
1376,1,FC東京,名古屋,2023-06-24,味スタ,1,mini_toto,J.League
1376,2,G大阪,鹿島,2023-06-24,パナスタ,1,mini_toto,J.League
1376,3,浦和,川崎F,2023-06-24,埼玉,0,mini_toto,J.League
1376,4,福岡,神戸,2023-06-25,ベススタ,2,mini_toto,J.League
1376,5,仙台,徳島,2023-06-25,ユアスタ,0,mini_toto,J.League
1376,6,FC東京,名古屋,2023-06-24,味スタ,1,mini_toto,J.League
1376,7,G大阪,鹿島,2023-06-24,パナスタ,1,mini_toto,J.League
1376,8,浦和,川崎F,2023-06-24,埼玉,0,mini_toto,J.League
1376,9,福岡,神戸,2023-06-25,ベススタ,2,mini_toto,J.League
1376,10,仙台,徳島,2023-06-25,ユアスタ,0,mini_toto,J.League
1376,11,秋田,藤枝,2023-06-24,ソユスタ,2,mini_toto,J.League
1376,12,熊本,磐田,2023-06-25,えがおS,2,mini_toto,J.League
1376,13,山形,東京V,2023-06-24,NDスタ,2,mini_toto,J.League
1378,1,名古屋,川崎F,2023-07-01,豊田ス,1,mini_toto,J.League
1378,2,FC東京,柏,2023-07-01,味スタ,1,mini_toto,J.League
1378,3,横浜FM,湘南,2023-07-02,日産ス,1,mini_toto,J.League
1378,4,秋田,いわき,2023-07-02,ソユスタ,0,mini_toto,J.League
1378,5,徳島,群馬,2023-07-01,鳴門大塚,0,mini_toto,J.League
1378,6,名古屋,川崎F,2023-07-01,豊田ス,1,mini_toto,J.League
1378,7,FC東京,柏,2023-07-01,味スタ,1,mini_toto,J.League
1378,8,横浜FM,湘南,2023-07-02,日産ス,1,mini_toto,J.League
1378,9,秋田,いわき,2023-07-02,ソユスタ,0,mini_toto,J.League
1378,10,徳島,群馬,2023-07-01,鳴門大塚,0,mini_toto,J.League
1378,11,山形,仙台,2023-07-01,NDスタ,1,mini_toto,J.League
1378,12,金沢,栃木,2023-07-01,石川西部,2,mini_toto,J.League
1378,13,岡山,水戸,2023-07-01,Cスタ,1,mini_toto,J.League
1379,1,仙台,清水,2023-07-05,ユアスタ,2,mini_toto,J.League
1379,2,水戸,徳島,2023-07-05,Ksスタ,1,mini_toto,J.League
1379,3,東京V,長崎,2023-07-05,味スタ,2,mini_toto,J.League
1379,4,甲府,秋田,2023-07-05,JITス,1,mini_toto,J.League
1379,5,大分,町田,2023-07-05,レゾド,2,mini_toto,J.League
1380,1,柏,湘南,2023-07-08,三協F柏,0,mini_toto,J.League
1380,2,G大阪,京都,2023-07-08,パナスタ,1,mini_toto,J.League
1380,3,福岡,札幌,2023-07-08,ベススタ,1,mini_toto,J.League
1380,4,いわき,水戸,2023-07-09,いわきG,1,mini_toto,J.League
1380,5,群馬,大宮,2023-07-09,正田スタ,1,mini_toto,J.League
1380,6,柏,湘南,2023-07-08,三協F柏,0,mini_toto,J.League
1380,7,G大阪,京都,2023-07-08,パナスタ,1,mini_toto,J.League
1380,8,福岡,札幌,2023-07-08,ベススタ,1,mini_toto,J.League
1380,9,いわき,水戸,2023-07-09,いわきG,1,mini_toto,J.League
1380,10,群馬,大宮,2023-07-09,正田スタ,1,mini_toto,J.League
1380,11,秋田,熊本,2023-07-09,ソユスタ,0,mini_toto,J.League
1380,12,山形,磐田,2023-07-09,NDスタ,2,mini_toto,J.League
1380,13,徳島,岡山,2023-07-09,鳴門大塚,0,mini_toto,J.League
1381,1,名古屋,仙台,2023-07-12,CS港,0,mini_toto,J.League
1381,2,鹿島,甲府,2023-07-12,JITス,0,mini_toto,J.League
1381,3,C大阪,大宮,2023-07-12,ヨドコウ,1,mini_toto,J.League
1381,4,湘南,岡山,2023-07-12,Cスタ,1,mini_toto,J.League
1381,5,川崎F,水戸,2023-07-12,Ksスタ,1,mini_toto,J.League
1381,6,名古屋,仙台,2023-07-12,CS港,0,mini_toto,J.League
1381,7,鹿島,甲府,2023-07-12,JITス,0,mini_toto,J.League
1381,8,C大阪,大宮,2023-07-12,ヨドコウ,1,mini_toto,J.League
1381,9,湘南,岡山,2023-07-12,Cスタ,1,mini_toto,J.League
1381,10,川崎F,水戸,2023-07-12,Ksスタ,1,mini_toto,J.League
1381,11,FC東京,東京V,2023-07-12,味スタ,0,mini_toto,J.League
1381,12,鳥栖,熊本,2023-07-12,駅スタ,0,mini_toto,J.League
1382,1,横浜FM,川崎F,2023-07-15,日産ス,2,mini_toto,J.League
1382,2,広島,横浜FC,2023-07-16,Eスタ,0,mini_toto,J.League
1382,3,京都,名古屋,2023-07-16,サンガS,1,mini_toto,J.League
