round_no,match_no,home_team,away_team,kickoff_at,venue,toto_result,product_type,competition
1437,4,鹿島,川崎F,2024-03-17,カシマ,1,mini_toto,J.League
1437,5,湘南,浦和,2024-03-17,レモンS,0,mini_toto,J.League
1437,6,鳥栖,C大阪,2024-03-16,駅スタ,2,mini_toto,J.League
1437,7,東京V,新潟,2024-03-16,味スタ,0,mini_toto,J.League
1437,8,京都,横浜FM,2024-03-17,サンガS,2,mini_toto,J.League
1437,9,鹿島,川崎F,2024-03-17,カシマ,1,mini_toto,J.League
1437,10,湘南,浦和,2024-03-17,レモンS,0,mini_toto,J.League
1437,11,秋田,仙台,2024-03-16,ソユスタ,0,mini_toto,J.League
1437,12,山形,甲府,2024-03-16,NDスタ,2,mini_toto,J.League
1437,13,藤枝,岡山,2024-03-16,藤枝サ,2,mini_toto,J.League
1438,1,秋田,栃木,2024-03-20,ソユスタ,1,mini_toto,J.League
1438,2,千葉,清水,2024-03-20,フクアリ,2,mini_toto,J.League
1438,3,甲府,いわき,2024-03-20,JITス,0,mini_toto,J.League
1438,4,愛媛,長崎,2024-03-20,ニンスタ,2,mini_toto,J.League
1438,5,仙台,熊本,2024-03-20,ユアスタ,0,mini_toto,J.League
1438,6,秋田,栃木,2024-03-20,ソユスタ,1,mini_toto,J.League
1438,7,千葉,清水,2024-03-20,フクアリ,2,mini_toto,J.League
1438,8,甲府,いわき,2024-03-20,JITス,0,mini_toto,J.League
1438,9,愛媛,長崎,2024-03-20,ニンスタ,2,mini_toto,J.League
1438,10,仙台,熊本,2024-03-20,ユアスタ,0,mini_toto,J.League
1438,11,富山,金沢,2024-03-20,富山,1,mini_toto,J.League
1438,12,琉球,YS横浜,2024-03-20,タピスタ,1,mini_toto,J.League
1438,13,奈良,八戸,2024-03-20,ロートF,1,mini_toto,J.League
1439,1,いわき,山形,2024-03-24,ハワスタ,0,mini_toto,J.League
1439,2,山口,愛媛,2024-03-24,みらスタ,0,mini_toto,J.League
1439,3,長崎,甲府,2024-03-24,トラスタ,0,mini_toto,J.League
1439,4,群馬,岡山,2024-03-24,正田スタ,2,mini_toto,J.League
1439,5,大宮,宮崎,2024-03-23,NACK,1,mini_toto,J.League
1439,6,栃木,大分,2024-03-24,カンセキ,1,mini_toto,J.League
1439,7,藤枝,熊本,2024-03-24,藤枝サ,1,mini_toto,J.League
1439,8,いわき,山形,2024-03-24,ハワスタ,0,mini_toto,J.League
1439,9,山口,愛媛,2024-03-24,みらスタ,0,mini_toto,J.League
1439,10,長崎,甲府,2024-03-24,トラスタ,0,mini_toto,J.League
1439,11,群馬,岡山,2024-03-24,正田スタ,2,mini_toto,J.League
1439,12,大宮,宮崎,2024-03-23,NACK,1,mini_toto,J.League
1439,13,八戸,長野,2024-03-24,プラスタ,0,mini_toto,J.League
1440,1,ベトナム,インドネシ,2024-03-26,ハノイ,2,mini_toto,Other
1440,2,キルギス,台湾,2024-03-26,ビシュケク,1,mini_toto,Other
1440,3,ウズベキ,香港,2024-03-26,タシュケン,1,mini_toto,Other
1440,4,バーレーン,ネパール,2024-03-27,リファー,1,mini_toto,Other
1440,5,クウェート,カタール,2024-03-27,クウェート,2,mini_toto,Other
1440,6,ベトナム,インドネシ,2024-03-26,ハノイ,2,mini_toto,Other
1440,7,キルギス,台湾,2024-03-26,ビシュケク,1,mini_toto,Other
1440,8,ウズベキ,香港,2024-03-26,タシュケン,1,mini_toto,Other
1440,9,バーレーン,ネパール,2024-03-27,リファー,1,mini_toto,Other
1440,10,クウェート,カタール,2024-03-27,クウェート,2,mini_toto,Other
1440,11,トルクメニス,イラン,2024-03-27,アシガバー,2,mini_toto,Other
1440,12,ヨルダン,パキスタン,2024-03-27,アンマン,1,mini_toto,Other
1440,13,フィリピン,イラク,2024-03-26,マニラ,2,mini_toto,Other
1441,1,神戸,札幌,2024-03-30,ノエスタ,1,mini_toto,J.League
1441,2,鹿島,磐田,2024-03-30,カシマ,1,mini_toto,J.League
1441,3,町田,鳥栖,2024-03-30,Gスタ,1,mini_toto,J.League
1441,4,名古屋,横浜FM,2024-03-30,豊田ス,1,mini_toto,J.League
1441,5,甲府,山口,2024-03-30,JITス,2,mini_toto,J.League
1441,6,神戸,札幌,2024-03-30,ノエスタ,1,mini_toto,J.League
1441,7,鹿島,磐田,2024-03-30,カシマ,1,mini_toto,J.League
1441,8,町田,鳥栖,2024-03-30,Gスタ,1,mini_toto,J.League
1441,9,名古屋,横浜FM,2024-03-30,豊田ス,1,mini_toto,J.League
1441,10,甲府,山口,2024-03-30,JITス,2,mini_toto,J.League
1441,11,秋田,いわき,2024-03-30,ソユスタ,1,mini_toto,J.League
1441,12,大分,岡山,2024-03-30,レゾド,0,mini_toto,J.League
1441,13,徳島,群馬,2024-03-30,鳴門大塚,2,mini_toto,J.League
1442,1,柏,C大阪,2024-04-03,三協F柏,0,mini_toto,J.League
1442,2,磐田,新潟,2024-04-03,ヤマハ,1,mini_toto,J.League
1442,3,鳥栖,神戸,2024-04-03,駅スタ,0,mini_toto,J.League
1442,4,札幌,名古屋,2024-04-03,札幌ド,2,mini_toto,J.League
1442,5,町田,広島,2024-04-03,Gスタ,2,mini_toto,J.League
1442,6,柏,C大阪,2024-04-03,三協F柏,0,mini_toto,J.League
1442,7,磐田,新潟,2024-04-03,ヤマハ,1,mini_toto,J.League
1442,8,鳥栖,神戸,2024-04-03,駅スタ,0,mini_toto,J.League
1442,9,札幌,名古屋,2024-04-03,札幌ド,2,mini_toto,J.League
1442,10,町田,広島,2024-04-03,Gスタ,2,mini_toto,J.League
1442,11,秋田,水戸,2024-04-03,ソユスタ,0,mini_toto,J.League
1442,12,いわき,藤枝,2024-04-03,ハワスタ,1,mini_toto,J.League
1442,13,岡山,横浜FC,2024-04-03,Cスタ,2,mini_toto,J.League
1443,1,新潟,C大阪,2024-04-07,デンカS,2,mini_toto,J.League
1443,2,神戸,横浜FM,2024-04-07,ノエスタ,2,mini_toto,J.League
1443,3,広島,湘南,2024-04-07,Eピース,1,mini_toto,J.League
1443,4,FC東京,鹿島,2024-04-07,国立,1,mini_toto,J.League
1443,5,川崎F,町田,2024-04-07,U等々力,2,mini_toto,J.League
1443,6,新潟,C大阪,2024-04-07,デンカS,2,mini_toto,J.League
1443,7,神戸,横浜FM,2024-04-07,ノエスタ,2,mini_toto,J.League
1443,8,広島,湘南,2024-04-07,Eピース,1,mini_toto,J.League
1443,9,FC東京,鹿島,2024-04-07,国立,1,mini_toto,J.League
1443,10,川崎F,町田,2024-04-07,U等々力,2,mini_toto,J.League
1443,11,山形,鹿児島,2024-04-07,NDスタ,1,mini_toto,J.League
1443,12,熊本,長崎,2024-04-07,えがおS,2,mini_toto,J.League
1443,13,藤枝,仙台,2024-04-07,藤枝サ,0,mini_toto,J.League
1444,1,福島,金沢,2024-04-10,とうスタ,0,mini_toto,J.League
1444,2,YS横浜,大宮,2024-04-10,ニッパツ,2,mini_toto,J.League
1444,3,沼津,相模原,2024-04-10,愛鷹,1,mini_toto,J.League
1444,4,岐阜,富山,2024-04-10,長良川,0,mini_toto,J.League
1444,5,宮崎,今治,2024-04-10,いちご,2,mini_toto,J.League
1445,1,福岡,広島,2024-04-13,ベススタ,0,mini_toto,J.League
1445,2,町田,神戸,2024-04-13,国立,2,mini_toto,J.League
1445,3,東京V,FC東京,2024-04-13,味スタ,0,mini_toto,J.League
1445,4,G大阪,鳥栖,2024-04-14,パナスタ,1,mini_toto,J.League
1445,5,山口,群馬,2024-04-14,みらスタ,1,mini_toto,J.League
1445,6,福岡,広島,2024-04-13,ベススタ,0,mini_toto,J.League
1445,7,町田,神戸,2024-04-13,国立,2,mini_toto,J.League
1445,8,東京V,FC東京,2024-04-13,味スタ,0,mini_toto,J.League
1445,9,G大阪,鳥栖,2024-04-14,パナスタ,1,mini_toto,J.League
1445,10,山口,群馬,2024-04-14,みらスタ,1,mini_toto,J.League
1445,11,秋田,岡山,2024-04-14,ソユスタ,0,mini_toto,J.League
1445,12,愛媛,鹿児島,2024-04-13,ニンスタ,0,mini_toto,J.League
1445,13,仙台,山形,2024-04-13,ユアスタ,1,mini_toto,J.League
1446,1,岩手,C大阪,2024-04-17,いわスタ,2,mini_toto,J.League
1446,2,今治,神戸,2024-04-17,里山S,0,mini_toto,J.League
1446,3,鹿児島,東京V,2024-04-17,白波スタ,2,mini_toto,J.League
1446,4,大宮,名古屋,2024-04-17,NACK,2,mini_toto,J.League
1446,5,沼津,札幌,2024-04-17,愛鷹,2,mini_toto,J.League
1447,1,福岡,磐田,2024-04-20,ベススタ,0,mini_toto,J.League
1447,2,川崎F,東京V,2024-04-20,U等々力,0,mini_toto,J.League
1447,3,FC東京,町田,2024-04-21,味スタ,2,mini_toto,J.League
1447,4,名古屋,C大阪,2024-04-21,豊田ス,1,mini_toto,J.League
1447,5,山形,愛媛,2024-04-20,NDスタ,1,mini_toto,J.League
1447,6,福岡,磐田,2024-04-20,ベススタ,0,mini_toto,J.League
1447,7,川崎F,東京V,2024-04-20,U等々力,0,mini_toto,J.League
1447,8,FC東京,町田,2024-04-21,味スタ,2,mini_toto,J.League
1447,9,名古屋,C大阪,2024-04-21,豊田ス,1,mini_toto,J.League
1447,10,山形,愛媛,2024-04-20,NDスタ,1,mini_toto,J.League
1447,11,岡山,熊本,2024-04-20,Cスタ,1,mini_toto,J.League
1447,12,清水,仙台,2024-04-20,アイスタ,1,mini_toto,J.League
1447,13,甲府,群馬,2024-04-20,JITス,1,mini_toto,J.League
1448,1,岡山,横浜FC,2024-04-24,Cスタ,0,mini_toto,J.League
1448,2,富山,清水,2024-04-24,富山,0,mini_toto,J.League
1448,3,琉球,G大阪,2024-04-24,タピスタ,1,mini_toto,J.League
1448,4,群馬,柏,2024-04-24,正田スタ,2,mini_toto,J.League
1448,5,鳥取,浦和,2024-04-24,Axis,2,mini_toto,J.League
1449,1,新潟,FC東京,2024-04-27,デンカS,2,mini_toto,J.League
1449,2,C大阪,横浜FM,2024-04-27,ヨドコウ,0,mini_toto,J.League
1449,3,東京V,福岡,2024-04-28,味スタ,0,mini_toto,J.League
1449,4,広島,川崎F,2024-04-28,Eピース,0,mini_toto,J.League
1449,5,柏,鳥栖,2024-04-28,三協F柏,0,mini_toto,J.League
1449,6,新潟,FC東京,2024-04-27,デンカS,2,mini_toto,J.League
1449,7,C大阪,横浜FM,2024-04-27,ヨドコウ,0,mini_toto,J.League
1449,8,東京V,福岡,2024-04-28,味スタ,0,mini_toto,J.League
1449,9,広島,川崎F,2024-04-28,Eピース,0,mini_toto,J.League
1449,10,柏,鳥栖,2024-04-28,三協F柏,0,mini_toto,J.League
1449,11,秋田,横浜FC,2024-04-28,ソユスタ,2,mini_toto,J.League
1449,12,鹿児島,山口,2024-04-28,白波スタ,2,mini_toto,J.League
1449,13,熊本,大分,2024-04-28,えがおS,2,mini_toto,J.League
1450,1,新潟,広島,2024-05-03,デンカS,0,mini_toto,J.League
1450,2,川崎F,浦和,2024-05-03,U等々力,1,mini_toto,J.League
1450,3,福岡,G大阪,2024-05-03,ベススタ,1,mini_toto,J.League
1450,4,名古屋,神戸,2024-05-03,豊田ス,2,mini_toto,J.League
1450,5,町田,柏,2024-05-03,Gスタ,1,mini_toto,J.League
1450,6,新潟,広島,2024-05-03,デンカS,0,mini_toto,J.League
1450,7,川崎F,浦和,2024-05-03,U等々力,1,mini_toto,J.League
1450,8,福岡,G大阪,2024-05-03,ベススタ,1,mini_toto,J.League
1450,9,名古屋,神戸,2024-05-03,豊田ス,2,mini_toto,J.League
1450,10,町田,柏,2024-05-03,Gスタ,1,mini_toto,J.League
1450,11,いわき,千葉,2024-05-03,ハワスタ,1,mini_toto,J.League
1450,12,長崎,秋田,2024-05-03,トラスタ,0,mini_toto,J.League
1450,13,甲府,大分,2024-05-03,JITス,2,mini_toto,J.League
1451,1,神戸,新潟,2024-05-06,ノエスタ,1,mini_toto,J.League
1451,2,札幌,FC東京,2024-05-06,札幌ド,2,mini_toto,J.League
1451,3,京都,町田,2024-05-06,サンガS,2,mini_toto,J.League
1451,4,浦和,横浜FM,2024-05-06,埼玉,1,mini_toto,J.League
1451,5,湘南,鳥栖,2024-05-06,レモンS,1,mini_toto,J.League
1451,6,神戸,新潟,2024-05-06,ノエスタ,1,mini_toto,J.League
1451,7,札幌,FC東京,2024-05-06,札幌ド,2,mini_toto,J.League
1451,8,京都,町田,2024-05-06,サンガS,2,mini_toto,J.League
1451,9,浦和,横浜FM,2024-05-06,埼玉,1,mini_toto,J.League
1451,10,湘南,鳥栖,2024-05-06,レモンS,1,mini_toto,J.League
1451,11,秋田,甲府,2024-05-06,ソユスタ,2,mini_toto,J.League
1451,12,大分,長崎,2024-05-06,レゾド,0,mini_toto,J.League
1451,13,愛媛,いわき,2024-05-06,ニンスタ,0,mini_toto,J.League
1452,1,磐田,鳥栖,2024-05-11,ヤマハ,2,mini_toto,J.League
1452,2,C大阪,神戸,2024-05-11,ヨドコウ,2,mini_toto,J.League
1452,3,FC東京,柏,2024-05-11,味スタ,0,mini_toto,J.League
1452,4,鹿島,東京V,2024-05-12,カシマ,0,mini_toto,J.League
1452,5,熊本,横浜FC,2024-05-12,えがおS,0,mini_toto,J.League
1452,6,磐田,鳥栖,2024-05-11,ヤマハ,2,mini_toto,J.League
1452,7,C大阪,神戸,2024-05-11,ヨドコウ,2,mini_toto,J.League
1452,8,FC東京,柏,2024-05-11,味スタ,0,mini_toto,J.League
1452,9,鹿島,東京V,2024-05-12,カシマ,0,mini_toto,J.League
1452,10,熊本,横浜FC,2024-05-12,えがおS,0,mini_toto,J.League
1452,11,仙台,群馬,2024-05-11,ユアスタ,1,mini_toto,J.League
1452,12,いわき,山口,2024-05-12,ハワスタ,2,mini_toto,J.League
1452,13,徳島,栃木,2024-05-12,鳴門大塚,1,mini_toto,J.League
1453,1,札幌,磐田,2024-05-15,札幌ド,1,mini_toto,J.League
1453,2,東京V,G大阪,2024-05-15,味スタ,0,mini_toto,J.League
1453,3,名古屋,FC東京,2024-05-15,豊田ス,1,mini_toto,J.League
1453,4,広島,鹿島,2024-05-15,Eピース,2,mini_toto,J.League
1453,5,浦和,京都,2024-05-15,埼玉,1,mini_toto,J.League
1454,1,福岡,C大阪,2024-05-18,ベススタ,2,mini_toto,J.League
1454,2,磐田,浦和,2024-05-19,エコパ,0,mini_toto,J.League
1454,3,鹿島,神戸,2024-05-19,カシマ,1,mini_toto,J.League
1454,4,G大阪,川崎F,2024-05-19,パナスタ,1,mini_toto,J.League
1454,5,湘南,新潟,2024-05-19,レモンS,1,mini_toto,J.League
1454,6,福岡,C大阪,2024-05-18,ベススタ,2,mini_toto,J.League
1454,7,磐田,浦和,2024-05-19,エコパ,0,mini_toto,J.League
1454,8,鹿島,神戸,2024-05-19,カシマ,1,mini_toto,J.League
1454,9,G大阪,川崎F,2024-05-19,パナスタ,1,mini_toto,J.League
1454,10,湘南,新潟,2024-05-19,レモンS,1,mini_toto,J.League
1454,11,町田,東京V,2024-05-19,Gスタ,1,mini_toto,J.League
1454,12,山口,藤枝,2024-05-19,みらスタ,1,mini_toto,J.League
1454,13,岡山,甲府,2024-05-19,Cスタ,1,mini_toto,J.League
1455,1,長崎,浦和,2024-05-22,トラスタ,1,mini_toto,J.League
1455,2,町田,鹿島,2024-05-22,Gスタ,1,mini_toto,J.League
1455,3,横浜FC,名古屋,2024-05-22,ニッパツ,2,mini_toto,J.League
1455,4,秋田,新潟,2024-05-22,ソユスタ,0,mini_toto,J.League
1455,5,長野,札幌,2024-05-22,長野U,0,mini_toto,J.League
1456,1,磐田,湘南,2024-05-25,ヤマハ,1,mini_toto,J.League
1456,2,FC東京,G大阪,2024-05-26,味スタ,2,mini_toto,J.League
1456,3,C大阪,広島,2024-05-26,ヨドコウ,0,mini_toto,J.League
1456,4,浦和,町田,2024-05-26,埼玉,2,mini_toto,J.League
1456,5,長崎,千葉,2024-05-25,トラスタ,1,mini_toto,J.League
1456,6,磐田,湘南,2024-05-25,ヤマハ,1,mini_toto,J.League
1456,7,FC東京,G大阪,2024-05-26,味スタ,2,mini_toto,J.League
1456,8,C大阪,広島,2024-05-26,ヨドコウ,0,mini_toto,J.League
1456,9,浦和,町田,2024-05-26,埼玉,2,mini_toto,J.League
1456,10,長崎,千葉,2024-05-25,トラスタ,1,mini_toto,J.League
1456,11,秋田,群馬,2024-05-26,ソユスタ,0,mini_toto,J.League
1456,12,いわき,徳島,2024-05-26,ハワスタ,0,mini_toto,J.League
1456,13,仙台,岡山,2024-05-26,ユアスタ,2,mini_toto,J.League
1457,1,町田,新潟,2024-06-01,Gスタ,2,mini_toto,J.League
1457,2,東京V,札幌,2024-06-02,味スタ,1,mini_toto,J.League
1457,3,川崎F,名古屋,2024-06-02,U等々力,1,mini_toto,J.League
1457,4,柏,福岡,2024-06-02,三協F柏,2,mini_toto,J.League
1457,5,大分,徳島,2024-06-01,レゾド,2,mini_toto,J.League
1457,6,町田,新潟,2024-06-01,Gスタ,2,mini_toto,J.League
1457,7,東京V,札幌,2024-06-02,味スタ,1,mini_toto,J.League
1457,8,川崎F,名古屋,2024-06-02,U等々力,1,mini_toto,J.League
1457,9,柏,福岡,2024-06-02,三協F柏,2,mini_toto,J.League
1457,10,大分,徳島,2024-06-01,レゾド,2,mini_toto,J.League
1457,11,いわき,仙台,2024-06-02,ハワスタ,2,mini_toto,J.League
1457,12,山口,清水,2024-06-02,みらスタ,1,mini_toto,J.League
1457,13,鹿児島,秋田,2024-06-02,白波スタ,0,mini_toto,J.League
1458,1,FC東京,広島,2024-06-05,味スタ,2,mini_toto,J.League
1458,2,C大阪,町田,2024-06-05,ヨドコウ,2,mini_toto,J.League
1458,3,柏,名古屋,2024-06-05,三協F柏,0,mini_toto,J.League
1458,4,新潟,長崎,2024-06-05,デンカS,1,mini_toto,J.League
1458,5,札幌,富山,2024-06-05,札幌ド,0,mini_toto,J.League
1459,1,インドネシ,イラク,2024-06-06,ジャカルタ,2,mini_toto,Other
1459,2,シンガポ,韓国,2024-06-06,シンガポー,2,mini_toto,Other
1459,3,ベトナム,フィリピン,2024-06-06,ハノイ,1,mini_toto,Other
1459,4,キルギス,マレーシア,2024-06-07,ビシュケク,0,mini_toto,Other
1459,5,バーレーン,イエメン,2024-06-07,リファー,0,mini_toto,Other
1459,6,インドネシ,イラク,2024-06-06,ジャカルタ,2,mini_toto,Other
1459,7,シンガポ,韓国,2024-06-06,シンガポー,2,mini_toto,Other
1459,8,ベトナム,フィリピン,2024-06-06,ハノイ,1,mini_toto,Other
1459,9,キルギス,マレーシア,2024-06-07,ビシュケク,0,mini_toto,Other
1459,10,バーレーン,イエメン,2024-06-07,リファー,0,mini_toto,Other
1459,11,台湾,オマーン,2024-06-06,台北,2,mini_toto,Other
1459,12,バングラ,オーストラリ,2024-06-06,ダッカ,2,mini_toto,Other
1459,13,香港,イラン,2024-06-06,香港,2,mini_toto,Other
1460,1,長崎,新潟,2024-06-09,トラスタ,0,mini_toto,J.League
1460,2,愛媛,水戸,2024-06-08,ニンスタ,1,mini_toto,J.League
1460,3,山形,大分,2024-06-09,NDスタ,0,mini_toto,J.League
1460,4,岡山,鹿児島,2024-06-09,Cスタ,0,mini_toto,J.League
1460,5,清水,藤枝,2024-06-08,アイスタ,1,mini_toto,J.League
1460,6,長崎,新潟,2024-06-09,トラスタ,0,mini_toto,J.League
1460,7,愛媛,水戸,2024-06-08,ニンスタ,1,mini_toto,J.League
1460,8,山形,大分,2024-06-09,NDスタ,0,mini_toto,J.League
1460,9,岡山,鹿児島,2024-06-09,Cスタ,0,mini_toto,J.League
1460,10,清水,藤枝,2024-06-08,アイスタ,1,mini_toto,J.League
1460,11,徳島,横浜FC,2024-06-08,鳴門大塚,2,mini_toto,J.League
1460,12,山口,千葉,2024-06-08,みらスタ,2,mini_toto,J.League
1460,13,栃木,群馬,2024-06-08,カンセキ,0,mini_toto,J.League
1461,1,オーストラリ,パレスチナ,2024-06-11,パース,1,mini_toto,Other
1461,2,インドネシ,フィリピン,2024-06-11,ジャカルタ,1,mini_toto,Other
1461,3,カタール,インド,2024-06-12,ライヤーン,1,mini_toto,Other
1461,4,イラン,ウズベキ,2024-06-12,テヘラン,0,mini_toto,Other
1461,5,イラク,ベトナム,2024-06-12,バスラ,1,mini_toto,Other
1461,6,オーストラリ,パレスチナ,2024-06-11,パース,1,mini_toto,Other
1461,7,インドネシ,フィリピン,2024-06-11,ジャカルタ,1,mini_toto,Other
1461,8,カタール,インド,2024-06-12,ライヤーン,1,mini_toto,Other
1461,9,イラン,ウズベキ,2024-06-12,テヘラン,0,mini_toto,Other
1461,10,イラク,ベトナム,2024-06-12,バスラ,1,mini_toto,Other
1461,11,タイ,シンガポ,2024-06-11,バンコク,1,mini_toto,Other
1461,12,マレーシア,台湾,2024-06-11,クアラルン,1,mini_toto,Other
1461,13,トルクメニス,香港,2024-06-12,アシガバー,0,mini_toto,Other
1462,1,京都,札幌,2024-06-15,サンガS,1,mini_toto,J.League
1462,2,福岡,鳥栖,2024-06-16,ベススタ,1,mini_toto,J.League
1462,3,鹿島,新潟,2024-06-16,カシマ,0,mini_toto,J.League
1462,4,名古屋,湘南,2024-06-16,豊田ス,0,mini_toto,J.League
1462,5,神戸,川崎F,2024-06-16,国立,1,mini_toto,J.League
1462,6,京都,札幌,2024-06-15,サンガS,1,mini_toto,J.League
1462,7,福岡,鳥栖,2024-06-16,ベススタ,1,mini_toto,J.League
1462,8,鹿島,新潟,2024-06-16,カシマ,0,mini_toto,J.League
1462,9,名古屋,湘南,2024-06-16,豊田ス,0,mini_toto,J.League
1462,10,神戸,川崎F,2024-06-16,国立,1,mini_toto,J.League
1462,11,仙台,長崎,2024-06-16,ユアスタ,0,mini_toto,J.League
1462,12,愛媛,清水,2024-06-16,ニンスタ,1,mini_toto,J.League
1462,13,熊本,岡山,2024-06-16,えがおS,2,mini_toto,J.League
1463,1,東京V,名古屋,2024-06-22,味スタ,1,mini_toto,J.League
1463,2,新潟,川崎F,2024-06-22,デンカS,0,mini_toto,J.League
1463,3,磐田,C大阪,2024-06-22,ヤマハ,0,mini_toto,J.League
1463,4,柏,広島,2024-06-22,三協F柏,2,mini_toto,J.League
1463,5,岡山,群馬,2024-06-22,Cスタ,1,mini_toto,J.League
1463,6,札幌,横浜FM,2024-06-23,札幌ド,2,mini_toto,J.League
1463,7,東京V,名古屋,2024-06-22,味スタ,1,mini_toto,J.League
1463,8,新潟,川崎F,2024-06-22,デンカS,0,mini_toto,J.League
1463,9,磐田,C大阪,2024-06-22,ヤマハ,0,mini_toto,J.League
1463,10,柏,広島,2024-06-22,三協F柏,2,mini_toto,J.League
1463,11,岡山,群馬,2024-06-22,Cスタ,1,mini_toto,J.League
1463,12,秋田,清水,2024-06-23,ソユスタ,1,mini_toto,J.League
1463,13,山形,仙台,2024-06-22,NDスタ,0,mini_toto,J.League
1464,1,鹿島,G大阪,2024-06-26,カシマ,0,mini_toto,J.League
1464,2,磐田,東京V,2024-06-26,ヤマハ,1,mini_toto,J.League
1464,3,京都,柏,2024-06-26,サンガS,0,mini_toto,J.League
1464,4,C大阪,鳥栖,2024-06-26,ヨドコウ,1,mini_toto,J.League
1464,5,広島,新潟,2024-06-26,Eピース,0,mini_toto,J.League
1465,1,G大阪,町田,2024-06-30,パナスタ,2,mini_toto,J.League
1465,2,浦和,磐田,2024-06-30,埼玉,1,mini_toto,J.League
1465,3,湘南,京都,2024-06-30,レモンS,2,mini_toto,J.League
1465,4,神戸,鹿島,2024-06-30,ノエスタ,1,mini_toto,J.League
1465,5,川崎F,広島,2024-06-29,U等々力,0,mini_toto,J.League
1465,6,G大阪,町田,2024-06-30,パナスタ,2,mini_toto,J.League
1465,7,浦和,磐田,2024-06-30,埼玉,1,mini_toto,J.League
1465,8,湘南,京都,2024-06-30,レモンS,2,mini_toto,J.League
1465,9,神戸,鹿島,2024-06-30,ノエスタ,1,mini_toto,J.League
1465,10,川崎F,広島,2024-06-29,U等々力,0,mini_toto,J.League
1465,11,いわき,横浜FC,2024-06-29,ハワスタ,2,mini_toto,J.League
1465,12,仙台,栃木,2024-06-29,ユアスタ,1,mini_toto,J.League
1465,13,秋田,山形,2024-06-30,ソユスタ,2,mini_toto,J.League
1466,1,鹿島,札幌,2024-07-06,カシマ,1,mini_toto,J.League
1466,2,町田,名古屋,2024-07-06,Gスタ,1,mini_toto,J.League
1466,3,浦和,湘南,2024-07-06,浦和駒場,2,mini_toto,J.League
1466,4,福岡,京都,2024-07-07,ベススタ,2,mini_toto,J.League
1466,5,愛媛,群馬,2024-07-07,ニンスタ,2,mini_toto,J.League
1466,6,鹿島,札幌,2024-07-06,カシマ,1,mini_toto,J.League
1466,7,町田,名古屋,2024-07-06,Gスタ,1,mini_toto,J.League
1466,8,浦和,湘南,2024-07-06,浦和駒場,2,mini_toto,J.League
1466,9,福岡,京都,2024-07-07,ベススタ,2,mini_toto,J.League
1466,10,愛媛,群馬,2024-07-07,ニンスタ,2,mini_toto,J.League
1466,11,いわき,大分,2024-07-06,ハワスタ,2,mini_toto,J.League
1466,12,山形,栃木,2024-07-06,NDスタ,1,mini_toto,J.League
1466,13,岡山,仙台,2024-07-06,Cスタ,1,mini_toto,J.League
1467,1,C大阪,甲府,2024-07-10,JITス,0,mini_toto,J.League
1467,2,鹿島,藤枝,2024-07-10,藤枝サ,1,mini_toto,J.League
1467,3,福岡,愛媛,2024-07-10,ニンスタ,2,mini_toto,J.League
1467,4,札幌,山形,2024-07-10,NDスタ,1,mini_toto,J.League
1467,5,鳥栖,横浜FC,2024-07-10,ニッパツ,1,mini_toto,J.League
1467,6,C大阪,甲府,2024-07-10,JITス,0,mini_toto,J.League
1467,7,鹿島,藤枝,2024-07-10,藤枝サ,1,mini_toto,J.League
1467,8,福岡,愛媛,2024-07-10,ニンスタ,2,mini_toto,J.League
1467,9,札幌,山形,2024-07-10,NDスタ,1,mini_toto,J.League
1467,10,鳥栖,横浜FC,2024-07-10,ニッパツ,1,mini_toto,J.League
1467,11,FC東京,千葉,2024-07-10,フクアリ,0,mini_toto,J.League
1467,12,川崎F,大分,2024-07-10,レゾド,2,mini_toto,J.League
1467,13,新潟,長崎,2024-07-10,トラスタ,2,mini_toto,J.League
1468,1,FC東京,新潟,2024-07-13,国立,1,mini_toto,J.League
1468,2,名古屋,柏,2024-07-14,豊田ス,1,mini_toto,J.League
1468,3,川崎F,C大阪,2024-07-14,U等々力,0,mini_toto,J.League
1468,4,湘南,磐田,2024-07-14,レモンS,1,mini_toto,J.League
1468,5,鳥栖,G大阪,2024-07-14,駅スタ,2,mini_toto,J.League
1468,6,FC東京,新潟,2024-07-13,国立,1,mini_toto,J.League
1468,7,名古屋,柏,2024-07-14,豊田ス,1,mini_toto,J.League
1468,8,川崎F,C大阪,2024-07-14,U等々力,0,mini_toto,J.League
1468,9,湘南,磐田,2024-07-14,レモンS,1,mini_toto,J.League
1468,10,鳥栖,G大阪,2024-07-14,駅スタ,2,mini_toto,J.League
1468,11,秋田,山口,2024-07-14,ソユスタ,1,mini_toto,J.League
1468,12,徳島,仙台,2024-07-14,鳴門大塚,1,mini_toto,J.League
1468,13,藤枝,愛媛,2024-07-13,藤枝サ,2,mini_toto,J.League
1469,1,町田,横浜FM,2024-07-20,国立,2,mini_toto,J.League
1469,2,浦和,札幌,2024-07-20,埼玉,2,mini_toto,J.League
1469,3,G大阪,湘南,2024-07-20,パナスタ,2,mini_toto,J.League
1469,4,福岡,東京V,2024-07-20,ベススタ,2,mini_toto,J.League
1469,5,金沢,八戸,2024-07-20,ゴースタ,1,mini_toto,J.League
1469,6,鳥栖,広島,2024-07-21,駅スタ,2,mini_toto,J.League
1469,7,町田,横浜FM,2024-07-20,国立,2,mini_toto,J.League
