model,rows,accuracy,macro_f1,weighted_f1,log_loss,away_precision,away_recall,away_f1,draw_precision,draw_recall,draw_f1,home_precision,home_recall,home_f1
LightGBM v6,4502,0.36939138160817414,0.35634394601421676,0.36778010022618235,1.142693551253546,0.35582386363636365,0.33828494260634706,0.34683281412253375,0.2862129144851658,0.2749371332774518,0.2804617357845233,0.42813141683778233,0.4562363238512035,0.4417372881355932
