toto_round,match_date,home_raw,away_raw,home_team,away_team,home_class,away_class,match_class,competition_raw
1531,,名古屋グランパス,サンフレッチェ広島,名古屋,広島,J1,J1,J1,J.League
1531,,川崎フロンターレ,東京ヴェルディ,川崎F,東京V,J1,J1,J1,J.League
1531,,セレッソ大阪,FC東京,C大阪,FC東京,J1,J1,J1,J.League
1531,,サガン鳥栖,山口,鳥栖,山口,J1,J2,Mixed Domestic,J.League
1531,,北海道コンサドーレ札幌,藤枝MYFC,札幌,藤枝,J1,J2,Mixed Domestic,J.League
1531,,ブラウブリッツ秋田,ジュビロ磐田,秋田,磐田,J2,J1,Mixed Domestic,J.League
1530,,横浜F・マリノス,清水エスパルス,横浜FM,清水,J1,J1,J1,J.League
1530,,ヴィッセル神戸,川崎フロンターレ,神戸,川崎F,J1,J1,J1,J.League
1530,,浦和レッズ,京都サンガF.C.,浦和,京都,J1,J1,J1,J.League
1530,,水戸ホーリーホック,ガンバ大阪,水戸,G大阪,J2,J1,Mixed Domestic,J.League
1530,,福島,柏レイソル,福島,柏,J3,J1,Mixed Domestic,J.League
1529,,清水エスパルス,川崎フロンターレ,清水,川崎F,J1,J1,J1,J.League
1529,,サンフレッチェ広島,ファジアーノ岡山,広島,岡山,J1,J1,J1,J.League
1529,,ガンバ大阪,名古屋グランパス,G大阪,名古屋,J1,J1,J1,J.League
1529,,セレッソ大阪,鹿島アントラーズ,C大阪,鹿島,J1,J1,J1,J.League
1529,,東京ヴェルディ,ヴィッセル神戸,東京V,神戸,J1,J1,J1,J.League
1529,,アビスパ福岡,横浜F・マリノス,福岡,横浜FM,J1,J1,J1,J.League
1529,,京都サンガF.C.,湘南ベルマーレ,京都,湘南,J1,J1,J1,J.League
1529,,町田,浦和レッズ,町田,浦和,J1,J1,J1,J.League
1529,,アルビレックス新潟,横浜FC,新潟,横浜FC,J1,J1,J1,J.League
1529,,いわきFC,モンテディオ山形,いわき,山形,J2,J2,J2,J.League
1529,,V・ファーレン長崎,サガン鳥栖,長崎,鳥栖,J2,J1,Mixed Domestic,J.League
1529,,ブラウブリッツ秋田,大宮,秋田,大宮,J2,J2,J2,J.League
1529,,富山,山口,富山,山口,J2,J2,J2,J.League
1527,,川崎フロンターレ,横浜F・マリノス,川崎F,横浜FM,J1,J1,J1,J.League
1527,,山口,鹿島アントラーズ,山口,鹿島,J2,J1,Mixed Domestic,J.League
1527,,V・ファーレン長崎,湘南ベルマーレ,長崎,湘南,J2,J1,Mixed Domestic,J.League
1527,,モンテディオ山形,京都サンガF.C.,山形,京都,J2,J1,Mixed Domestic,J.League
1527,,ヴァンフォーレ甲府,町田,甲府,町田,J2,J1,Mixed Domestic,J.League
1526,,横浜F・マリノス,東京ヴェルディ,横浜FM,東京V,J1,J1,J1,J.League
1526,,アビスパ福岡,浦和レッズ,福岡,浦和,J1,J1,J1,J.League
1526,,町田,川崎フロンターレ,町田,川崎F,J1,J1,J1,J.League
1526,,ヴィッセル神戸,アルビレックス新潟,神戸,新潟,J1,J1,J1,J.League
1526,,サンフレッチェ広島,セレッソ大阪,広島,C大阪,J1,J1,J1,J.League
1526,,鹿島アントラーズ,京都サンガF.C.,鹿島,京都,J1,J1,J1,J.League
1526,,ファジアーノ岡山,FC東京,岡山,FC東京,J1,J1,J1,J.League
1526,,横浜FC,清水エスパルス,横浜FC,清水,J1,J1,J1,J.League
1526,,柏レイソル,ガンバ大阪,柏,G大阪,J1,J1,J1,J.League
1526,,湘南ベルマーレ,名古屋グランパス,湘南,名古屋,J1,J1,J1,J.League
1526,,サガン鳥栖,藤枝MYFC,鳥栖,藤枝,J1,J2,Mixed Domestic,J.League
1526,,北海道コンサドーレ札幌,徳島ヴォルティス,札幌,徳島,J1,J2,Mixed Domestic,J.League
1526,,モンテディオ山形,ジュビロ磐田,山形,磐田,J2,J1,Mixed Domestic,J.League
1525,,東京ヴェルディ,FC東京,東京V,FC東京,J1,J1,J1,J.League
1525,,ガンバ大阪,町田,G大阪,町田,J1,J1,J1,J.League
1525,,サンフレッチェ広島,鹿島アントラーズ,広島,鹿島,J1,J1,J1,J.League
1525,,横浜FC,ヴィッセル神戸,横浜FC,神戸,J1,J1,J1,J.League
1525,,アルビレックス新潟,アビスパ福岡,新潟,福岡,J1,J1,J1,J.League
1524,,ファジアーノ岡山,横浜F・マリノス,岡山,横浜FM,J1,J1,J1,J.League
1524,,柏レイソル,東京ヴェルディ,柏,東京V,J1,J1,J1,J.League
1524,,名古屋グランパス,横浜FC,名古屋,横浜FC,J1,J1,J1,J.League
1524,,鹿島アントラーズ,ヴィッセル神戸,鹿島,神戸,J1,J1,J1,J.League
1524,,アビスパ福岡,町田,福岡,町田,J1,J1,J1,J.League
1524,,清水エスパルス,湘南ベルマーレ,清水,湘南,J1,J1,J1,J.League
1524,,アルビレックス新潟,ガンバ大阪,新潟,G大阪,J1,J1,J1,J.League
1524,,京都サンガF.C.,サンフレッチェ広島,京都,広島,J1,J1,J1,J.League
1524,,FC東京,川崎フロンターレ,FC東京,川崎F,J1,J1,J1,J.League
1524,,北海道コンサドーレ札幌,ヴァンフォーレ甲府,札幌,甲府,J1,J2,Mixed Domestic,J.League
1524,,ブラウブリッツ秋田,山口,秋田,山口,J2,J2,J2,J.League
1524,,愛媛FC,大分,愛媛,大分,J2,J2,J2,Cup/Other
1524,,熊本,サガン鳥栖,熊本,鳥栖,J2,J1,Mixed Domestic,J.League
1523,,相模原,清水エスパルス,相模原,清水,J3,J1,Mixed Domestic,J.League
1523,,富山,ジェフユナイテッド千葉,富山,千葉,J2,J2,J2,J.League
1523,,大分,山口,大分,山口,J2,J2,J2,Cup/Other
1523,,大宮,いわきFC,大宮,いわき,J2,J2,J2,J.League
1523,,FC今治,徳島ヴォルティス,FC今治,徳島,Other,J2,Other,J.League
1523,,水戸ホーリーホック,熊本,水戸,熊本,J2,J2,J2,J.League
1523,,ヴァンフォーレ甲府,藤枝MYFC,甲府,藤枝,J2,J2,J2,J.League
1523,,愛媛FC,ブラウブリッツ秋田,愛媛,秋田,J2,J2,J2,J.League
1523,,福島,北海道コンサドーレ札幌,福島,札幌,J3,J1,Mixed Domestic,J.League
1523,,FC大阪,ジュビロ磐田,FC大阪,磐田,J3,J1,Mixed Domestic,J.League
1523,,群馬,V・ファーレン長崎,群馬,長崎,J2,J2,J2,J.League
1523,,松本,サガン鳥栖,松本,鳥栖,J3,J1,Mixed Domestic,J.League
1523,,鹿児島,モンテディオ山形,鹿児島,山形,Other,J2,Other,J.League
1522,,ベガルタ仙台,ジュビロ磐田,仙台,磐田,J2,J1,Mixed Domestic,J.League
1522,,大宮,水戸ホーリーホック,大宮,水戸,J2,J2,J2,J.League
1522,,V・ファーレン長崎,ブラウブリッツ秋田,長崎,秋田,J2,J2,J2,J.League
1522,,愛媛FC,北海道コンサドーレ札幌,愛媛,札幌,J2,J1,Mixed Domestic,J.League
1522,,大分,藤枝MYFC,大分,藤枝,J2,J2,J2,Cup/Other
1522,,山口,熊本,山口,熊本,J2,J2,J2,J.League
1522,,モンテディオ山形,徳島ヴォルティス,山形,徳島,J2,J2,J2,J.League
1522,,いわきFC,FC今治,いわき,FC今治,J2,Other,Other,J.League
1522,,ヴァンフォーレ甲府,ジェフユナイテッド千葉,甲府,千葉,J2,J2,J2,J.League
1522,,サガン鳥栖,富山,鳥栖,富山,J1,J2,Mixed Domestic,J.League
1522,,FC大阪,金沢,FC大阪,金沢,J3,J3,J3,J.League
1522,,讃岐,栃木シティ,讃岐,栃木シティ,J3,Other,Other,J.League
1522,,鳥取,岐阜,鳥取,岐阜,J3,J3,J3,J.League
1521,,八戸,アルビレックス新潟,八戸,新潟,J3,J1,Mixed Domestic,J.League
1521,,岐阜,横浜FC,岐阜,横浜FC,J3,J1,Mixed Domestic,J.League
1521,,鳥取,京都サンガF.C.,鳥取,京都,J3,J1,Mixed Domestic,J.League
1521,,讃岐,セレッソ大阪,讃岐,C大阪,J3,J1,Mixed Domestic,J.League
1521,,宮崎,名古屋グランパス,宮崎,名古屋,J3,J1,Mixed Domestic,J.League
1521,,栃木シティ,鹿島アントラーズ,栃木シティ,鹿島,Other,J1,Other,J.League
1521,,金沢,湘南ベルマーレ,金沢,湘南,J3,J1,Mixed Domestic,J.League
1521,,奈良,FC東京,奈良,FC東京,J3,J1,Mixed Domestic,J.League
1521,,高知,ガンバ大阪,高知,G大阪,Other,J1,Other,J.League
1521,,FC琉球,アビスパ福岡,FC琉球,福岡,Other,J1,Other,J.League
1521,,長野,東京ヴェルディ,長野,東京V,J3,J1,Mixed Domestic,J.League
1521,,沼津,柏レイソル,沼津,柏,J3,J1,Mixed Domestic,J.League
1521,,北九州,ファジアーノ岡山,北九州,岡山,J3,J1,Mixed Domestic,J.League
1520,,東京ヴェルディ,名古屋グランパス,東京V,名古屋,J1,J1,J1,J.League
1520,,町田,アルビレックス新潟,町田,新潟,J1,J1,J1,J.League
1520,,清水エスパルス,京都サンガF.C.,清水,京都,J1,J1,J1,J.League
1520,,ファジアーノ岡山,川崎フロンターレ,岡山,川崎F,J1,J1,J1,J.League
1520,,横浜F・マリノス,ガンバ大阪,横浜FM,G大阪,J1,J1,J1,J.League
1520,,アビスパ福岡,FC東京,福岡,FC東京,J1,J1,J1,J.League
1520,,鹿島アントラーズ,浦和レッズ,鹿島,浦和,J1,J1,J1,J.League
1520,,サンフレッチェ広島,柏レイソル,広島,柏,J1,J1,J1,J.League
1520,,湘南ベルマーレ,ヴィッセル神戸,湘南,神戸,J1,J1,J1,J.League
1520,,横浜FC,セレッソ大阪,横浜FC,C大阪,J1,J1,J1,J.League
1520,,FC今治,富山,FC今治,富山,Other,J2,Other,J.League
1520,,ジュビロ磐田,ヴァンフォーレ甲府,磐田,甲府,J1,J2,Mixed Domestic,J.League
1520,,熊本,モンテディオ山形,熊本,山形,J2,J2,J2,J.League
1519,,アルビレックス新潟,東京ヴェルディ,新潟,東京V,J1,J1,J1,J.League
1519,,ガンバ大阪,清水エスパルス,G大阪,清水,J1,J1,J1,J.League
1519,,柏レイソル,鹿島アントラーズ,柏,鹿島,J1,J1,J1,J.League
1519,,FC東京,湘南ベルマーレ,FC東京,湘南,J1,J1,J1,J.League
1519,,セレッソ大阪,名古屋グランパス,C大阪,名古屋,J1,J1,J1,J.League
1519,,浦和レッズ,ファジアーノ岡山,浦和,岡山,J1,J1,J1,J.League
1519,,横浜FC,町田,横浜FC,町田,J1,J1,J1,J.League
1519,,京都サンガF.C.,アビスパ福岡,京都,福岡,J1,J1,J1,J.League
1519,,モンテディオ山形,ブラウブリッツ秋田,山形,秋田,J2,J2,J2,J.League
1519,,徳島ヴォルティス,熊本,徳島,熊本,J2,J2,J2,J.League
1519,,北海道コンサドーレ札幌,ジェフユナイテッド千葉,札幌,千葉,J1,J2,Mixed Domestic,J.League
1519,,大分,水戸ホーリーホック,大分,水戸,J2,J2,J2,Cup/Other
1519,,富山,ジュビロ磐田,富山,磐田,J2,J1,Mixed Domestic,J.League
1518,,横浜F・マリノス,湘南ベルマーレ,横浜FM,湘南,J1,J1,J1,J.League
1518,,ヴィッセル神戸,アビスパ福岡,神戸,福岡,J1,J1,J1,J.League
1518,,アルビレックス新潟,セレッソ大阪,新潟,C大阪,J1,J1,J1,J.League
1518,,東京ヴェルディ,ガンバ大阪,東京V,G大阪,J1,J1,J1,J.League
1518,,サンフレッチェ広島,横浜FC,広島,横浜FC,J1,J1,J1,J.League
1518,,鹿島アントラーズ,FC東京,鹿島,FC東京,J1,J1,J1,J.League
1518,,名古屋グランパス,町田,名古屋,町田,J1,J1,J1,J.League
1518,,ファジアーノ岡山,清水エスパルス,岡山,清水,J1,J1,J1,J.League
1518,,浦和レッズ,柏レイソル,浦和,柏,J1,J1,J1,J.League
1518,,川崎フロンターレ,京都サンガF.C.,川崎F,京都,J1,J1,J1,J.League
1518,,ベガルタ仙台,大分,仙台,大分,J2,J2,J2,Cup/Other
1518,,熊本,大宮,熊本,大宮,J2,J2,J2,J.League
1518,,サガン鳥栖,FC今治,鳥栖,FC今治,J1,Other,Other,J.League
1517,,湘南ベルマーレ,浦和レッズ,湘南,浦和,J1,J1,J1,J.League
1517,,ファジアーノ岡山,ガンバ大阪,岡山,G大阪,J1,J1,J1,J.League
1517,,アビスパ福岡,川崎フロンターレ,福岡,川崎F,J1,J1,J1,J.League
1517,,鹿島アントラーズ,アルビレックス新潟,鹿島,新潟,J1,J1,J1,J.League
1517,,FC東京,名古屋グランパス,FC東京,名古屋,J1,J1,J1,J.League
1516,,名古屋グランパス,ヴィッセル神戸,名古屋,神戸,J1,J1,J1,J.League
1516,,京都サンガF.C.,浦和レッズ,京都,浦和,J1,J1,J1,J.League
1516,,FC東京,町田,FC東京,町田,J1,J1,J1,J.League
1516,,セレッソ大阪,湘南ベルマーレ,C大阪,湘南,J1,J1,J1,J.League
1516,,鹿島アントラーズ,東京ヴェルディ,鹿島,東京V,J1,J1,J1,J.League
1516,,横浜FC,ファジアーノ岡山,横浜FC,岡山,J1,J1,J1,J.League
1516,,柏レイソル,川崎フロンターレ,柏,川崎F,J1,J1,J1,J.League
1516,,清水エスパルス,アルビレックス新潟,清水,新潟,J1,J1,J1,J.League
1516,,ガンバ大阪,アビスパ福岡,G大阪,福岡,J1,J1,J1,J.League
1516,,サンフレッチェ広島,横浜F・マリノス,広島,横浜FM,J1,J1,J1,J.League
1516,,大分,いわきFC,大分,いわき,J2,J2,J2,Cup/Other
1516,,徳島ヴォルティス,ベガルタ仙台,徳島,仙台,J2,J2,J2,J.League
1516,,熊本,北海道コンサドーレ札幌,熊本,札幌,J2,J1,Mixed Domestic,J.League
1515,,ヴィッセル神戸,浦和レッズ,神戸,浦和,J1,J1,J1,J.League
1515,,アビスパ福岡,柏レイソル,福岡,柏,J1,J1,J1,J.League
1515,,横浜FC,FC東京,横浜FC,FC東京,J1,J1,J1,J.League
1515,,川崎フロンターレ,名古屋グランパス,川崎F,名古屋,J1,J1,J1,J.League
1515,,湘南ベルマーレ,鹿島アントラーズ,湘南,鹿島,J1,J1,J1,J.League
1515,,横浜F・マリノス,アルビレックス新潟,横浜FM,新潟,J1,J1,J1,J.League
1515,,ファジアーノ岡山,京都サンガF.C.,岡山,京都,J1,J1,J1,J.League
1515,,東京ヴェルディ,清水エスパルス,東京V,清水,J1,J1,J1,J.League
1515,,町田,サンフレッチェ広島,町田,広島,J1,J1,J1,J.League
1515,,愛媛FC,富山,愛媛,富山,J2,J2,J2,J.League
1515,,ジュビロ磐田,水戸ホーリーホック,磐田,水戸,J1,J2,Mixed Domestic,J.League
1515,,いわきFC,ジェフユナイテッド千葉,いわき,千葉,J2,J2,J2,J.League
1515,,V・ファーレン長崎,熊本,長崎,熊本,J2,J2,J2,J.League
1514,,ﾄﾞﾙﾄ,ｼｭﾂｯﾄ,ドルト,シュツット,Other,Other,Other,Unknown
1514,,ﾌﾗｲﾌﾞﾙ,ﾊｲﾃﾞﾝﾊ,フライブル,ハイデンハ,Other,Other,Other,Unknown
1514,,ﾏｲﾝﾂ,ｱｳｸﾞｽ,マインツ,アウグス,Other,Other,Other,Unknown
1514,,ｳﾞｫﾙﾌｽ,ﾚｳﾞｧｰ,ヴォルフス,レヴァー,Other,Other,Other,Unknown
1514,,ﾒﾝﾍﾝ,ﾌﾗﾝｸﾌﾙ,メンヘン,フランクフル,Other,Other,Other,Unknown
1513,,ｼｭﾂｯﾄ,ﾒﾝﾍﾝ,シュツット,メンヘン,Other,Other,Other,Unknown
1513,,ﾊﾞｲｴﾙﾝ,ﾎﾙｽﾀｲﾝ,バイエルン,ホルスタイン,Other,Other,Other,Unknown
1513,,ﾎﾞｰﾌﾑ,ﾌﾗｲﾌﾞﾙ,ボーフム,フライブル,Other,Other,Other,Unknown
1513,,ﾊﾟｳﾘ,ｱｳｸﾞｽ,パウリ,アウグス,Other,Other,Other,Unknown
1513,,ﾚｳﾞｧｰ,ﾎｯﾌｪﾝ,レヴァー,ホッフェン,Other,Other,Other,Unknown
1513,,ﾊｲﾃﾞﾝﾊ,ﾄﾞﾙﾄ,ハイデンハ,ドルト,Other,Other,Other,Unknown
1513,,ｳﾆｵﾝ,ﾗｲﾌﾟﾂｨ,ウニオン,ライプツィ,Other,Other,Other,Unknown
1513,,ﾌﾗﾝｸﾌﾙ,ｳﾞｫﾙﾌｽ,フランクフル,ヴォルフス,Other,Other,Other,Unknown
1513,,ﾎﾞﾝﾏｳｽ,ﾘｳﾞｧﾌﾟ,ボンマウス,リヴァプ,Other,Other,Other,Unknown
1513,,ﾉｯﾃｨﾝ,ﾌﾞﾗｲﾄﾝ,ノッティン,ブライトン,Other,Other,Other,Unknown
1513,,ｱｰｾﾅﾙ,ﾏﾝC,アーセナル,マンC,Other,Other,Other,Unknown
1513,,ﾏﾝU,ｸﾘｽﾀﾙ,マンU,クリスタル,Other,Other,Other,Unknown
1513,,ｲﾌﾟｽ,ｻｳｻﾞﾝ,イプス,サウザン,Other,Other,Other,Unknown
1511,,ﾌﾗｲﾌﾞﾙ,ﾊﾞｲｴﾙﾝ,フライブル,バイエルン,Other,Other,Other,Unknown
1511,,ﾏｲﾝﾂ,ｼｭﾂｯﾄ,マインツ,シュツット,Other,Other,Other,Unknown
1511,,ｱｳｸﾞｽ,ﾊｲﾃﾞﾝﾊ,アウグス,ハイデンハ,Other,Other,Other,Unknown
1511,,ﾒﾝﾍﾝ,ﾎﾞｰﾌﾑ,メンヘン,ボーフム,Other,Other,Other,Unknown
1511,,ﾎｯﾌｪﾝ,ﾌﾗﾝｸﾌﾙ,ホッフェン,フランクフル,Other,Other,Other,Unknown
1511,,ﾗｲﾌﾟﾂｨ,ﾚｳﾞｧｰ,ライプツィ,レヴァー,Other,Other,Other,Unknown
1511,,ﾄﾞﾙﾄ,ﾌﾞﾚｰﾒﾝ,ドルト,ブレーメン,Other,Other,Other,Unknown
1511,,ﾊﾟｳﾘ,ｳﾆｵﾝ,パウリ,ウニオン,Other,Other,Other,Unknown
1511,,ﾘｳﾞｧﾌﾟ,ｲﾌﾟｽ,リヴァプ,イプス,Other,Other,Other,Unknown
1511,,ﾌﾞﾗｲﾄﾝ,ｴｳﾞｧﾄﾝ,ブライトン,エヴァトン,Other,Other,Other,Unknown
1511,,ｳﾙｳﾞｧｰ,ｱｰｾﾅﾙ,ウルヴァー,アーセナル,Other,Other,Other,Unknown
1511,,ｸﾘｽﾀﾙ,ﾌﾞﾚﾝﾄ,クリスタル,ブレント,Other,Other,Other,Unknown
1511,,ｻｳｻﾞﾝ,ﾆｭｶｯｽﾙ,サウザン,ニュカッスル,Other,Other,Other,Unknown
1509,,ｼｭﾂｯﾄ,ﾌﾗｲﾌﾞﾙ,シュツット,フライブル,Other,Other,Other,Unknown
1509,,ﾊﾞｲｴﾙﾝ,ｳﾞｫﾙﾌｽ,バイエルン,ヴォルフス,Other,Other,Other,Unknown
1509,,ﾚｳﾞｧｰ,ﾒﾝﾍﾝ,レヴァー,メンヘン,Other,Other,Other,Unknown
1509,,ｳﾆｵﾝ,ﾏｲﾝﾂ,ウニオン,マインツ,Other,Other,Other,Unknown
1509,,ﾌﾞﾚｰﾒﾝ,ｱｳｸﾞｽ,ブレーメン,アウグス,Other,Other,Other,Unknown
1509,,ﾊｲﾃﾞﾝﾊ,ﾊﾟｳﾘ,ハイデンハ,パウリ,Other,Other,Other,Unknown
1509,,ﾎﾞｰﾌﾑ,ﾗｲﾌﾟﾂｨ,ボーフム,ライプツィ,Other,Other,Other,Unknown
1509,,ﾎﾙｽﾀｲﾝ,ﾎｯﾌｪﾝ,ホルスタイン,ホッフェン,Other,Other,Other,Unknown
1509,,ﾌﾞﾚﾝﾄ,ﾘｳﾞｧﾌﾟ,ブレント,リヴァプ,Other,Other,Other,Unknown
1509,,ｱｰｾﾅﾙ,ｱｽﾄﾝ,アーセナル,アストン,Other,Other,Other,Unknown
1509,,ﾏﾝU,ﾌﾞﾗｲﾄﾝ,マンU,ブライトン,Other,Other,Other,Unknown
1509,,ｳｪｽﾄﾊﾑ,ｸﾘｽﾀﾙ,ウェストハム,クリスタル,Other,Other,Other,Unknown
1509,,ﾉｯﾃｨﾝ,ｻｳｻﾞﾝ,ノッティン,サウザン,Other,Other,Other,Unknown
1508,,ﾌﾗﾝｸﾌﾙ,ﾌﾗｲﾌﾞﾙ,フランクフル,フライブル,Other,Other,Other,Unknown
1508,,ﾚｳﾞｧｰ,ﾏｲﾝﾂ,レヴァー,マインツ,Other,Other,Other,Unknown
1508,,ｳﾞｫﾙﾌｽ,ﾒﾝﾍﾝ,ヴォルフス,メンヘン,Other,Other,Other,Unknown
1508,,ｼｭﾂｯﾄ,ﾗｲﾌﾟﾂｨ,シュツット,ライプツィ,Other,Other,Other,Unknown
1508,,ﾊﾞｲｴﾙﾝ,ﾎｯﾌｪﾝ,バイエルン,ホッフェン,Other,Other,Other,Unknown
1508,,ﾎﾙｽﾀｲﾝ,ﾄﾞﾙﾄ,ホルスタイン,ドルト,Other,Other,Other,Unknown
1508,,ﾎﾞｰﾌﾑ,ﾊﾟｳﾘ,ボーフム,パウリ,Other,Other,Other,Unknown
1508,,ｳﾆｵﾝ,ｱｳｸﾞｽ,ウニオン,アウグス,Other,Other,Other,Unknown
1508,,ﾉｯﾃｨﾝ,ﾘｳﾞｧﾌﾟ,ノッティン,リヴァプ,Other,Other,Other,Unknown
1508,,ﾚｽﾀｰ,ｸﾘｽﾀﾙ,レスター,クリスタル,Other,Other,Other,Unknown
1508,,ｱｰｾﾅﾙ,ﾄﾃﾅﾑ,アーセナル,トテナム,Other,Other,Other,Unknown
1508,,ﾁｪﾙｼｰ,ﾎﾞﾝﾏｳｽ,チェルシー,ボンマウス,Other,Other,Other,Unknown
1508,,ﾌﾞﾚﾝﾄ,ﾏﾝC,ブレント,マンC,Other,Other,Other,Unknown
1507,,ﾌﾗｲﾌﾞﾙ,ﾎﾙｽﾀｲﾝ,フライブル,ホルスタイン,Other,Other,Other,Unknown
1507,,ﾏｲﾝﾂ,ﾎﾞｰﾌﾑ,マインツ,ボーフム,Other,Other,Other,Unknown
1507,,ﾎｯﾌｪﾝ,ｳﾞｫﾙﾌｽ,ホッフェン,ヴォルフス,Other,Other,Other,Unknown
1507,,ﾊﾟｳﾘ,ﾌﾗﾝｸﾌﾙ,パウリ,フランクフル,Other,Other,Other,Unknown
1507,,ﾒﾝﾍﾝ,ﾊﾞｲｴﾙﾝ,メンヘン,バイエルン,Other,Other,Other,Unknown
1506,,ｸﾘｽﾀﾙ,ﾁｪﾙｼｰ,クリスタル,チェルシー,Other,Other,Other,Unknown
1506,,ﾏﾝC,ｳｪｽﾄﾊﾑ,マンC,ウェストハム,Other,Other,Other,Unknown
1506,,ﾌﾞﾗｲﾄﾝ,ｱｰｾﾅﾙ,ブライトン,アーセナル,Other,Other,Other,Unknown
1506,,ﾘｳﾞｧﾌﾟ,ﾏﾝU,リヴァプ,マンU,Other,Other,Other,Unknown
1506,,ｻｳｻﾞﾝ,ﾌﾞﾚﾝﾄ,サウザン,ブレント,Other,Other,Other,Unknown
