toto_round,match_date,home_raw,away_raw,home_team,away_team,home_class,away_class,match_class,competition_raw
1532,,浦和レッズ,サンフレッチェ広島,浦和,広島,J1,J1,J1,J.League
1532,,FC東京,ガンバ大阪,FC東京,G大阪,J1,J1,J1,J.League
1532,,柏レイソル,アルビレックス新潟,柏,新潟,J1,J1,J1,J.League
1532,,山口,FC今治,山口,FC今治,J2,Other,Other,J.League
1532,,ベガルタ仙台,愛媛FC,仙台,愛媛,J2,J2,J2,J.League
1532,,ジュビロ磐田,大分,磐田,大分,J1,J2,Mixed Domestic,Cup/Other
1532,,徳島ヴォルティス,富山,徳島,富山,J2,J2,J2,J.League
1532,,V・ファーレン長崎,いわきFC,長崎,いわき,J2,J2,J2,J.League
1531,,アルビレックス新潟,京都サンガF.C.,新潟,京都,J1,J1,J1,J.League
1531,,ヴィッセル神戸,町田,神戸,町田,J1,J1,J1,J.League
1531,,横浜FC,ガンバ大阪,横浜FC,G大阪,J1,J1,J1,J.League
1531,,ファジアーノ岡山,鹿島アントラーズ,岡山,鹿島,J1,J1,J1,J.League
1531,,浦和レッズ,横浜F・マリノス,浦和,横浜FM,J1,J1,J1,J.League
1531,,湘南ベルマーレ,柏レイソル,湘南,柏,J1,J1,J1,J.League
1531,,清水エスパルス,アビスパ福岡,清水,福岡,J1,J1,J1,J.League
