alpha,rows,features,rf_weight,lgbm_weight,accuracy,macro_f1,weighted_f1,log_loss,draw_precision,draw_recall,draw_f1,draw_support,predicted_draws,selection_score
0.3,767,26,0.7,0.3,0.43285528031290743,0.3708568931679126,0.4123969922330113,1.094175553458045,0.23863636363636365,0.1242603550295858,0.16342412451361868,169,88,0.36793541290334936
0.2,767,26,0.7,0.3,0.4445893089960887,0.36880586994660397,0.4145044367678077,1.0866043897189168,0.2830188679245283,0.08875739644970414,0.13513513513513514,169,53,0.3672184365686299
0.4,767,26,0.7,0.3,0.4002607561929596,0.3695993007131931,0.39939661026273526,1.103724175349687,0.2154696132596685,0.23076923076923078,0.22285714285714286,169,181,0.36462334273210845
0.1,767,26,0.7,0.3,0.4445893089960887,0.35684812657893855,0.4071919588238895,1.0811572030128556,0.2702702702702703,0.05917159763313609,0.0970873786407767,169,37,0.356744886889794
0.5,767,26,0.7,0.3,0.3520208604954368,0.35188911147534346,0.3607223381850954,1.1151590319640319,0.22356495468277945,0.4378698224852071,0.296,169,331,0.35285943403908704
0.0,767,26,0.7,0.3,0.44589308996088656,0.3490695277929321,0.4028954416981824,1.0780559260880216,0.2692307692307692,0.04142011834319527,0.07179487179487179,169,26,0.35040014704483763
0.6,767,26,0.7,0.3,0.34419817470664926,0.3456301939023087,0.35229607544517266,1.12840169038898,0.22131147540983606,0.47928994082840237,0.30280373831775703,169,366,0.3488410871323413
