roundNo,model,tickets,investment,averageCoverage,prize1Probability,prize2Probability,prize3Probability,prize2OrBetter,prize3OrBetter,predictionAccuracy,coveredActualMatches,actualMatches
1632,rf,48,4800,0.6199756539464285,0.0012010280895336097,0.01154793995308714,0.049677425271598574,0.01274896804262075,0.06242639331421933,0.15384615384615385,0,0
1632,ensemble,48,4800,0.6157467024649882,0.0011453497193943828,0.01102026714773771,0.04758995422949617,0.012165616867132092,0.05975557109662826,0.23076923076923078,0,0
1632,dynamic,48,4800,0.6038268872961099,0.0008674469579514704,0.008793281857255251,0.040052325688421146,0.009660728815206722,0.04971305450362787,0.23076923076923078,0,0
