roundNo,snapshotDate,homeTeam,awayTeam,prediction,actual,correct,probH,probD,probA,confidence,margin,entropy,isDraw
1570,2024-09-20,徳島ヴォルティス,北海道コンサドーレ札幌,H,A,False,0.5786628082174289,0.10992087235619323,0.311416319426378,0.5786628082174289,0.2672464887910509,0.9225596329055927,False
1570,2024-09-20,ベガルタ仙台,モンテディオ山形,A,H,False,0.28085466227406075,0.1847867871296908,0.5343585505962485,0.5343585505962485,0.25350388832218773,1.0035608034249965,False
1570,2024-09-20,横浜F・マリノス,アビスパ福岡,H,H,True,0.5534412737219498,0.0924956642585132,0.3540630620195373,0.5534412737219498,0.19937821170241254,0.9152269130973665,False
1570,2024-09-20,東京ヴェルディ,ファジアーノ岡山,H,H,True,0.5357341260948105,0.1914340338008599,0.27283184010433076,0.5357341260948105,0.26290228599047977,1.0052231445499642,False
1570,2024-09-20,浦和レッズ,鹿島アントラーズ,A,A,True,0.3899530058935082,0.17743410483281113,0.4326128892736809,0.4326128892736809,0.042659883380172736,1.0365328338154207,False
1570,2024-09-20,川崎フロンターレ,FC東京,A,A,True,0.29577807845370274,0.23417157164780905,0.47005034989848793,0.47005034989848793,0.1742722714447852,1.055096269671339,False
1570,2024-09-20,セレッソ大阪,柏レイソル,A,D,False,0.36021819691427187,0.2144416770683544,0.42534012601737403,0.42534012601737403,0.06512192910310216,1.0615875747178034,True
1570,2024-09-20,横浜FC,アルビレックス新潟,H,A,False,0.6093258723781744,0.17576564119005295,0.21490848643177302,0.6093258723781744,0.39441738594640136,0.9378791322747709,False
1570,2024-09-20,名古屋グランパス,湘南ベルマーレ,H,H,True,0.5015267497459084,0.15700722169273576,0.34146602856135627,0.5015267497459084,0.1600607211845521,1.003703576718427,False
1570,2024-09-20,京都サンガF.C.,清水エスパルス,H,A,False,0.4012169290802151,0.281015981446458,0.3177670894733269,0.4012169290802151,0.08344983960688823,1.08741826920676,False
1571,2024-09-23,柏レイソル,サンフレッチェ広島,H,D,False,0.4695777189049333,0.10638709351871135,0.42403518757635517,0.4695777189049333,0.045542531328578106,0.9571386065071756,True
1571,2024-09-23,ガンバ大阪,横浜F・マリノス,H,H,True,0.46963495026856,0.1916162692382517,0.3387487804931883,0.46963495026856,0.1308861697753717,1.0382442670034597,False
1571,2024-09-23,FC東京,アビスパ福岡,H,A,False,0.5801817523305166,0.10397838550675526,0.3158398621627278,0.5801817523305166,0.2643418901677888,0.9152333176964489,False
1571,2024-09-23,アルビレックス新潟,名古屋グランパス,H,H,True,0.5543390557721227,0.17454989671803017,0.271111047509847,0.5543390557721227,0.28322800826227573,0.9855943054331905,False
1571,2024-09-23,京都サンガF.C.,町田,H,D,False,0.44372075710752656,0.11762803325399121,0.43865120963848225,0.44372075710752656,0.005069547469044311,0.9737712983904895,True
1572,2024-09-28,FC今治,サガン鳥栖,H,D,False,0.4401437248092129,0.16997052286342565,0.38988575232736183,0.4401437248092129,0.05025797248185104,1.0296495802936092,True
1572,2024-09-28,ブラウブリッツ秋田,V・ファーレン長崎,A,D,False,0.2978232798267418,0.22395732065017687,0.4782193995230813,0.4782193995230813,0.1803961196963395,1.0486228146649355,True
1572,2024-09-28,富山,徳島ヴォルティス,A,A,True,0.22305075036121544,0.12899893016265654,0.6479503194761281,0.6479503194761281,0.42489956911491267,0.8800114044307493,False
1572,2024-09-28,川崎フロンターレ,柏レイソル,H,D,False,0.5342452487856052,0.14309659021532117,0.3226581609990739,0.5342452487856052,0.2115870877865313,0.978110553785225,True
1572,2024-09-28,FC東京,横浜F・マリノス,H,A,False,0.6213940748625502,0.14621077413156613,0.2323951510058841,0.6213940748625502,0.38899892385666607,0.9159113016747761,False
1572,2024-09-28,横浜FC,湘南ベルマーレ,H,H,True,0.5603049294616381,0.20105580916682825,0.23863926137153435,0.5603049294616381,0.3216656680901038,0.9890212660924945,False
1572,2024-09-28,ガンバ大阪,アルビレックス新潟,H,H,True,0.36669483474336306,0.28289968029488594,0.350405484961751,0.36669483474336306,0.01628934978161206,1.0925421821866903,False
1572,2024-09-28,ヴィッセル神戸,清水エスパルス,H,H,True,0.5525978930703515,0.12804696719255085,0.31935513973709817,0.5525978930703515,0.23324275333325328,0.955470230632307,False
1572,2024-09-28,アビスパ福岡,サンフレッチェ広島,A,A,True,0.3109446977266382,0.26211027256854763,0.4269450297048139,0.4269450297048139,0.11600033197817572,1.0775629491494836,False
1572,2024-09-28,東京ヴェルディ,浦和レッズ,H,D,False,0.5291858990351278,0.16262211160808474,0.30819198935678793,0.5291858990351278,0.22099390967833987,0.9949088319806916,True
1572,2024-09-28,セレッソ大阪,京都サンガF.C.,H,A,False,0.44271893409782626,0.22238890445175555,0.33489216145041784,0.44271893409782626,0.10782677264740842,1.0614138737282364,False
1572,2024-09-28,町田,ファジアーノ岡山,H,H,True,0.4762201265897819,0.2116404417952177,0.312139431615001,0.4762201265897819,0.1640806949747809,1.0453707843411266,False
1572,2024-09-28,名古屋グランパス,鹿島アントラーズ,A,A,True,0.31196016176471214,0.2652847516906291,0.42275508654465854,0.42275508654465854,0.1107949247799464,1.0793922587951739,False
1574,2024-10-05,熊本,いわきFC,H,A,False,0.5517877311820657,0.12859542555791814,0.3196168432600167,0.5517877311820657,0.23217088792204899,0.9564138295740909,False
1574,2024-10-05,北海道コンサドーレ札幌,モンテディオ山形,H,A,False,0.40953932960009387,0.25377609880602126,0.3366845715938854,0.40953932960009387,0.0728547580062085,1.0801265876351338,False
1574,2024-10-05,鹿島アントラーズ,ガンバ大阪,A,D,False,0.2993199787504181,0.22489842143467606,0.47578159981490603,0.47578159981490603,0.17646162106448793,1.050033584525034,True
1574,2024-10-05,浦和レッズ,ヴィッセル神戸,H,H,True,0.4511678380680997,0.16637147795513957,0.38246068397676075,0.4511678380680997,0.06870715409133893,1.0250784516143991,False
1574,2024-10-05,アビスパ福岡,横浜FC,H,H,True,0.531783281623286,0.14057132476084525,0.3276453936158691,0.531783281623286,0.20413788800741695,0.9772323607789926,False
1574,2024-10-05,徳島ヴォルティス,FC今治,H,H,True,0.47746805742105863,0.11525096839828397,0.40728097418065734,0.47746805742105863,0.0701870832404013,0.9678292501685519,False
1574,2024-10-05,京都サンガF.C.,川崎フロンターレ,H,D,False,0.5602209137272022,0.08842169797091284,0.3513573883018844,0.5602209137272022,0.20886352542531778,0.906587253357963,True
1574,2024-10-05,柏レイソル,横浜F・マリノス,A,H,False,0.33624889291619176,0.19182421307330946,0.4719268940104984,0.4719268940104984,0.13567800109430667,1.0375990315208263,False
1574,2024-10-05,サンフレッチェ広島,町田,H,H,True,0.5140725118643744,0.1036061881351647,0.38232130000046094,0.5140725118643744,0.13175121186391348,0.9445504251301338,False
1574,2024-10-05,アルビレックス新潟,ファジアーノ岡山,H,A,False,0.6102255673812733,0.16642745922615337,0.22334697339257384,0.6102255673812733,0.3868785939886995,0.9346471975963156,False
1574,2024-10-05,清水エスパルス,FC東京,H,H,True,0.43541693351947663,0.1816222714384914,0.38296079504203256,0.43541693351947663,0.05245613847744407,1.0394184225724712,False
1574,2024-10-05,名古屋グランパス,セレッソ大阪,H,H,True,0.5140854207365703,0.12951175366264975,0.35640282560077985,0.5140854207365703,0.15768259513579042,0.9744733169194244,False
1577,2024-10-12,北九州,鹿児島,H,D,False,0.563407126206333,0.17739761304060417,0.2591952607530631,0.563407126206333,0.30421186545326995,0.9799996314972685,True
1577,2024-10-12,栃木SC,福島,H,H,True,0.5260793030043763,0.13455331520782687,0.3393673817877975,0.5260793030043763,0.1867119212165788,0.974533652906028,False
1577,2024-10-12,サンフレッチェ広島,横浜FC,H,H,True,0.3625565886935453,0.29659873163256084,0.34084467967389365,0.3625565886935453,0.021711909019651643,1.095180272012859,False
1577,2024-10-12,柏レイソル,川崎フロンターレ,H,A,False,0.47572991225962086,0.11730220939302606,0.4069678783473531,0.47572991225962086,0.06876203391226776,0.9706736387376467,False
1580,2024-10-19,FC今治,山口,H,D,False,0.4330738629033524,0.14007040546539148,0.42685573163125623,0.4330738629033524,0.0062181312720961945,1.001126562966637,True
1580,2024-10-19,サガン鳥栖,ブラウブリッツ秋田,A,H,False,0.4268341842252357,0.14306873844912138,0.4300970773256431,0.4300970773256431,0.0032628931004073936,1.0044685398318287,False
1580,2024-10-19,モンテディオ山形,熊本,H,D,False,0.37955939973912783,0.30864036750147356,0.31180023275939883,0.37955939973912783,0.067759166979729,1.093896625678622,True
1580,2024-10-19,湘南ベルマーレ,京都サンガF.C.,A,D,False,0.2229999209661025,0.15850941086822143,0.6184906681656765,0.6184906681656765,0.39549074719957406,0.9237632900779991,True
1580,2024-10-19,横浜F・マリノス,浦和レッズ,H,H,True,0.5140017171644216,0.1099489323356328,0.37604935049994576,0.5140017171644216,0.1379523666644758,0.952610842727359,False
1580,2024-10-19,富山,北海道コンサドーレ札幌,A,A,True,0.17518247393933836,0.16190000219451564,0.662917523866146,0.662917523866146,0.4877350499268076,0.8724673161517236,False
