match_card_id,match_date,home_team,away_team,season,competition,round,home_score,away_score,result,home_team_core_score,home_team_momentum,home_team_stability,home_core_player_count,home_available_player_count,away_team_core_score,away_team_momentum,away_team_stability,away_core_player_count,away_available_player_count,home_core_GK,home_momentum_GK,home_starter_count_GK,home_available_count_GK,home_core_DF,home_momentum_DF,home_starter_count_DF,home_available_count_DF,home_core_MF,home_momentum_MF,home_starter_count_MF,home_available_count_MF,home_core_FW,home_momentum_FW,home_starter_count_FW,home_available_count_FW,away_core_GK,away_momentum_GK,away_starter_count_GK,away_available_count_GK,away_core_DF,away_momentum_DF,away_starter_count_DF,away_available_count_DF,away_core_MF,away_momentum_MF,away_starter_count_MF,away_available_count_MF,away_core_FW,away_momentum_FW,away_starter_count_FW,away_available_count_FW,team_core_scoreDiff,team_core_scoreRatio,team_momentumDiff,team_momentumRatio,team_stabilityDiff,team_stabilityRatio,core_player_countDiff,core_player_countRatio,available_player_countDiff,available_player_countRatio,core_GKDiff,core_GKRatio,momentum_GKDiff,momentum_GKRatio,starter_count_GKDiff,starter_count_GKRatio,available_count_GKDiff,available_count_GKRatio,core_DFDiff,core_DFRatio,momentum_DFDiff,momentum_DFRatio,starter_count_DFDiff,starter_count_DFRatio,available_count_DFDiff,available_count_DFRatio,core_MFDiff,core_MFRatio,momentum_MFDiff,momentum_MFRatio,starter_count_MFDiff,starter_count_MFRatio,available_count_MFDiff,available_count_MFRatio,core_FWDiff,core_FWRatio,momentum_FWDiff,momentum_FWRatio,starter_count_FWDiff,starter_count_FWRatio,available_count_FWDiff,available_count_FWRatio,team_feature_matched,position_feature_matched,h2h_matches,h2h_home_win_rate,h2h_draw_rate,h2h_away_win_rate,h2h_home_points_per_game,h2h_away_points_per_game,h2h_average_home_goals,h2h_average_away_goals,h2h_average_goal_difference,h2h_btts_rate,h2h_over_2_5_rate,h2h_last3_home_win_rate,h2h_last3_draw_rate,h2h_last3_away_win_rate,h2h_last3_goal_difference,h2h_last5_home_win_rate,h2h_last5_draw_rate,h2h_last5_away_win_rate,h2h_last5_goal_difference,h2h_same_venue_matches,h2h_same_venue_home_win_rate,h2h_same_venue_draw_rate,h2h_same_venue_away_win_rate,h2h_same_venue_goal_difference,h2h_weighted_home_win_rate,h2h_weighted_draw_rate,h2h_weighted_away_win_rate,h2h_weighted_goal_difference,h2h_days_since_last_match,h2h_home_unbeaten_streak,h2h_away_unbeaten_streak,h2h_confidence
24983,2021-02-28,福岡,名古屋,2021,,,1,2,A,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0.0,0.0,4,0,0.0,0.0,4,0,0.0,0.0,2,0,0.0,0.0,1,0,0.0,0.0,4,0,0.0,0.0,3,0,0.0,0.0,3,0,0.0,,0.0,,0.0,,0,,0,,0.0,,0.0,,0,1.0,0,,0.0,,0.0,,0,1.0,0,,0.0,,0.0,,1,1.3333333333333333,0,,0.0,,0.0,,-1,0.6666666666666666,0,,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
24984,2021-03-06,仙台,川崎F,2021,,,1,5,A,0.577222,0.512963,0.818182,9,16,0.610556,0.55463,0.454545,10,16,0.5,0.5,1,1,0.75,0.666667,4,4,0.578125,0.526042,5,4,0.1325,0.0125,1,0,0.5,0.5,1,1,0.664,0.623333,4,3,0.737143,0.692857,3,5,0.3775,0.254167,3,1,-0.0333339999999999,0.9454038613984632,-0.041667,0.9248742404846474,0.363637,1.8000022000022,-1,0.9,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.0859999999999999,1.1295180722891565,0.0433339999999999,1.0695198232726328,0,1.0,1,1.3333333333333333,-0.159018,0.7842779487833432,-0.1668149999999999,0.7592360328321718,2,1.6666666666666667,-1,0.8,-0.245,0.3509933774834437,-0.2416669999999999,0.0491802633701464,-2,0.3333333333333333,-1,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
24985,2021-03-06,FC東京,C大阪,2021,,,3,2,H,0.733194,0.678009,0.909091,13,18,0.652778,0.611111,1.0,11,17,0.5,0.5,1,1,0.833333,0.833333,4,5,0.79375,0.71875,3,3,0.670417,0.554861,3,4,0.5,0.5,1,1,0.666667,0.666667,4,4,0.85,0.8,4,4,0.5,0.4,2,2,0.080416,1.1231904261479402,0.066898,1.1094694744489957,-0.090909,0.909091,2,1.181818181818182,1,1.0588235294117647,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.1666659999999999,1.2499988750005624,0.1666659999999999,1.2499988750005624,0,1.0,1,1.25,-0.05625,0.9338235294117648,-0.08125,0.8984375,-1,0.75,-1,0.75,0.170417,1.340834,0.154861,1.3871525,1,1.5,2,2.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
24986,2021-03-06,清水,福岡,2021,,,2,2,D,0.638889,0.611111,0.909091,11,16,0.590556,0.544444,0.909091,10,16,0.5,0.5,1,1,0.8,0.8,4,4,0.53125,0.5,4,4,0.75,0.666667,2,2,0.5,0.5,1,1,0.666667,0.666667,4,4,0.502143,0.432143,4,3,0.705,0.591667,2,2,0.048333,1.0818432121593888,0.0666669999999999,1.1224496917956666,0.0,1.0,1,1.1,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.133333,1.1999994000003,0.133333,1.1999994000003,0,1.0,0,1.0,0.0291069999999999,1.0579655596115052,0.067857,1.1570244109010213,0,1.0,1,1.3333333333333333,0.045,1.0638297872340423,0.0749999999999999,1.12676049196592,0,1.0,0,1.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
24987,2021-03-06,徳島,神戸,2021,,,1,1,D,0.614722,0.561574,0.909091,10,16,0.623333,0.575926,0.909091,10,17,0.5,0.5,1,1,0.429,0.365,3,2,0.673571,0.622619,4,4,0.80125,0.73125,3,3,0.5,0.5,1,1,0.666667,0.666667,4,4,0.591667,0.513889,3,3,0.6675,0.570833,3,2,-0.008611,0.986185554109922,-0.014352,0.975080131822491,0.0,1.0,0,1.0,-1,0.9411764705882352,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.237667,0.6434996782501609,-0.301667,0.5474997262501369,-1,0.75,-2,0.5,0.0819039999999999,1.1384292177863562,0.10873,1.2115826569551011,1,1.3333333333333333,1,1.3333333333333333,0.13375,1.200374531835206,0.1604169999999999,1.2810226458526397,0,1.0,1,1.5,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
24988,2021-03-06,横浜FC,大分,2021,,,1,2,A,0.581667,0.52037,0.454545,9,16,0.51,0.493519,0.545455,9,13,0.5,0.5,1,1,0.5725,0.551389,4,3,0.476,0.36,3,2,0.731,0.651667,3,3,0.5,0.5,1,1,0.4,0.4,4,2,0.655,0.647222,4,4,0.45,0.4,2,2,0.071667,1.1405235294117648,0.026851,1.0544072264694977,-0.09091,0.8333318055568286,0,1.0,3,1.2307692307692308,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.1725,1.43125,0.151389,1.3784725,0,1.0,1,1.5,-0.179,0.7267175572519083,-0.287222,0.5562233669436453,-1,0.75,-2,0.5,0.2809999999999999,1.6244444444444444,0.251667,1.6291675,1,1.5,1,1.5,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
24989,2021-07-24,G大阪,鹿島,2021,,,0,1,A,0.483611,0.440278,0.545455,8,12,0.430556,0.388889,0.636364,7,11,0.5,0.5,1,1,0.4,0.4,4,2,0.51,0.445238,4,3,0.53375,0.452083,2,2,0.5,0.5,1,1,0.375,0.333333,4,2,0.314375,0.253125,4,2,0.9925,0.9875,2,2,0.053055,1.1232243889296631,0.051389,1.13214310510197,-0.090909,0.8571430816325247,1,1.1428571428571428,1,1.0909090909090908,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.025,1.0666666666666669,0.066667,1.2000012000012,0,1.0,0,1.0,0.195625,1.622266401590457,0.192113,1.758964938271605,0,1.0,1,1.5,-0.4587500000000001,0.5377833753148614,-0.535417,0.4578055696202531,0,1.0,0,1.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
24990,2021-03-06,鳥栖,浦和,2021,,,2,0,H,0.6525,0.610648,0.909091,11,15,0.652778,0.611111,0.909091,11,17,0.5,0.5,1,1,0.715833,0.679167,4,4,0.600714,0.560714,4,4,0.748333,0.663889,2,2,0.5,0.5,1,1,1.0,1.0,4,4,0.527778,0.444444,5,4,0.666667,0.666667,1,2,-0.000278,0.9995741278045522,-0.0004629999999999,0.9992423634986116,0.0,1.0,0,1.0,-2,0.8823529411764706,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.2841669999999999,0.715833,-0.320833,0.679167,0,1.0,0,1.0,0.072936,1.138194468128645,0.11627,1.2616077616077617,-1,0.8,0,1.0,0.081666,1.1224989387505306,-0.002778,0.9958330020834988,1,2.0,0,1.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
24991,2021-03-06,柏,湘南,2021,,,2,1,H,0.630833,0.586111,0.818182,11,17,0.650278,0.606944,0.909091,11,17,0.5,0.5,1,1,0.709583,0.703472,4,4,0.721,0.61,3,4,0.4985,0.455833,3,2,0.5,0.5,1,1,0.8125,0.75,3,3,0.55,0.5,5,5,0.9775,0.9625,2,2,-0.019445,0.970097404494693,-0.0208329999999999,0.9656755812727368,-0.090909,0.900000109999989,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.102917,0.873332923076923,-0.046528,0.9379626666666666,1,1.3333333333333333,1,1.3333333333333333,0.1709999999999999,1.3109090909090908,0.1099999999999999,1.22,-2,0.6,-1,0.8,-0.479,0.5099744245524297,-0.506667,0.4735927272727273,1,1.5,0,1.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
24992,2021-03-06,名古屋,札幌,2021,,,1,0,H,0.666667,0.611111,0.818182,11,18,0.649444,0.605556,1.0,11,16,0.5,0.5,1,1,0.7575,0.679167,4,4,0.48875,0.48125,3,2,0.75,0.666667,3,4,0.5,0.5,1,1,0.6,0.6,3,3,0.75875,0.7125,6,6,0.54,0.4,1,1,0.0172229999999999,1.02651960754122,0.0055549999999999,1.0091733877626512,-0.181818,0.818182,0,1.0,2,1.125,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.1574999999999999,1.2625,0.0791669999999999,1.131945,1,1.3333333333333333,1,1.3333333333333333,-0.27,0.6441515650741351,-0.23125,0.6754385964912281,-3,0.5,-4,0.3333333333333333,0.2099999999999999,1.3888888888888888,0.266667,1.6666675,2,3.0,3,4.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
24993,2021-03-07,横浜FM,広島,2021,,,3,3,D,0.551389,0.493056,0.727273,9,15,0.624167,0.609722,0.818182,11,17,0.5,0.5,1,1,0.541667,0.5,4,3,0.48875,0.377083,3,2,0.62,0.561111,3,3,0.5,0.5,1,1,0.99625,0.99375,4,4,0.48,0.457407,4,4,0.643333,0.627778,2,2,-0.072778,0.8833997952471053,-0.1166659999999999,0.8086570601028009,-0.090909,0.8888890246913278,-2,0.8181818181818182,-2,0.8823529411764706,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.4545829999999999,0.5437058971141782,-0.49375,0.5031446540880503,0,1.0,-1,0.75,0.00875,1.0182291666666667,-0.080324,0.8243927180825829,-1,0.75,-2,0.5,-0.023333,0.9637310692907094,-0.0666669999999999,0.8938048163522775,1,1.5,1,1.5,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
24994,2021-03-10,福岡,横浜FM,2021,,,1,3,A,0.602639,0.54838,0.727273,10,16,0.608056,0.534259,0.636364,10,18,0.5,0.5,1,1,0.562083,0.534028,4,3,0.54875,0.463194,4,3,0.795625,0.721875,2,3,0.5,0.5,1,1,0.551071,0.495833,4,4,0.720833,0.618056,3,2,0.654167,0.548611,3,3,-0.005417,0.9910912810662176,0.0141209999999999,1.0264310006944195,0.0909089999999999,1.142856918367475,0,1.0,-2,0.8888888888888888,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.011012,1.0199829060139256,0.0381949999999999,1.0770319845593173,0,1.0,-1,0.75,-0.1720829999999999,0.761272028333886,-0.154862,0.7494369442251186,1,1.3333333333333333,1,1.5,0.1414579999999999,1.2162414184757102,0.173264,1.3158230513059346,-1,0.6666666666666666,0,1.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
24995,2021-03-10,鹿島,湘南,2021,,,3,1,H,0.643333,0.593981,0.636364,11,16,0.490417,0.432407,0.272727,7,14,0.5,0.5,1,1,0.822,0.7925,4,4,0.5675,0.480729,4,4,0.643333,0.627778,2,2,0.5,0.5,1,1,0.4295,0.4,3,2,0.495,0.405952,5,2,0.55375,0.485417,2,2,0.152916,1.3118081143190388,0.161574,1.3736618509876113,0.363637,2.333337000003667,4,1.5714285714285714,2,1.1428571428571428,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.3924999999999999,1.9138533178114083,0.3924999999999999,1.98125,1,1.3333333333333333,2,2.0,0.0725,1.1464646464646464,0.074777,1.1842015804824215,-1,0.8,2,2.0,0.089583,1.1617751693002258,0.1423609999999999,1.2932756784373023,0,1.0,0,1.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
24996,2021-03-10,柏,名古屋,2021,,,0,1,A,0.659074,0.613241,0.727273,12,17,0.615139,0.562269,0.636364,11,16,0.5,0.5,1,1,0.774753,0.752099,4,4,0.654312,0.578228,5,5,0.544877,0.492716,1,2,0.5,0.5,1,1,0.607083,0.539583,4,3,0.525625,0.490625,3,2,0.72125,0.653472,3,5,0.043935,1.0714228816576417,0.050972,1.0906541175131477,0.0909089999999999,1.142856918367475,1,1.0909090909090908,1,1.0625,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.1676699999999999,1.276189581984671,0.2125159999999999,1.39385228963848,0,1.0,1,1.3333333333333333,0.128687,1.244826634958383,0.0876029999999999,1.1785538853503184,2,1.6666666666666667,3,2.5,-0.176373,0.7554620450606585,-0.160756,0.7539971108172958,-2,0.3333333333333333,-3,0.4,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,0,0,0.0
