windowNo,roundNo,snapshotDate,league,homeTeam,awayTeam,prediction,actual,correct,confidence,probHome,probDraw,probAway,homeAttackRating,defenseRatingDiff,awayAttackRating,homeAwayDiff,homeRank,awayAwayGoalsAgainstPerMatch,rankDiff,homeHomeElo,homeHomeGoalsPerMatch,absEloDiff,absRankDiff,absPointsDiff,absAttackDiff,balanceScore,homeLast3Points,awayLast3Points,last3PointsDiff,homeLast3Wins,awayLast3Wins,last3WinsDiff,homeUnbeatenStreak,awayUnbeatenStreak,unbeatenStreakDiff,homeLosingStreak,awayLosingStreak,losingStreakDiff
65,1580,2024-10-19,J.League,富山,北海道コンサドーレ札幌,A,A,True,0.5746221373633759,0.16001358254385661,0.26536428009276825,0.5746221373633759,0.2880658436213991,-0.8142857142857145,0.5228758169934641,-51,35,0.4285714285714285,-13,1474,0.375,94,13,13,0.2348099733720649,36.35981913753155,0,6,-6,0,2,-2,0,0,0,5,1,4
66,1580,2024-10-19,J.League,横浜FC,名古屋グランパス,H,D,False,0.4640131281700003,0.4640131281700003,0.2903380006661166,0.24564887116388331,0.3367003367003366,-0.032142857142857,0.3935185185185185,36,15,0.8125,-2,1493,0.5294117647058824,28,2,2,0.0568181818181818,10.317792207792207,3,3,0,1,1,0,0,1,-1,2,0,2
67,1580,2024-10-19,J.League,川崎フロンターレ,清水エスパルス,A,H,False,0.4023961514683571,0.2844548189095578,0.3131490296220856,0.4023961514683571,0.5679012345679012,0.7071428571428571,0.3823178016726403,53,6,0.7777777777777778,10,1507,0.7142857142857143,90,10,17,0.1855834328952608,34.178545258007624,5,6,-1,1,2,-1,3,1,2,0,0,0
68,1580,2024-10-19,J.League,ファジアーノ岡山,セレッソ大阪,H,A,False,0.40781477383966863,0.40781477383966863,0.30202346360751564,0.2901617625528164,0.3575989782886334,-0.2175000000000002,0.4342273307790548,17,20,0.6666666666666666,-8,1485,0.5333333333333333,25,8,7,0.0766283524904213,10.808825670498084,3,1,2,1,0,1,1,0,1,0,2,-2
69,1580,2024-10-19,J.League,ガンバ大阪,柏レイソル,H,A,False,0.415497348696263,0.415497348696263,0.2001204791154767,0.3843821721882603,0.4938271604938271,-0.4178571428571422,0.5432098765432098,-2,7,0.4285714285714285,-2,1534,0.6666666666666666,4,2,2,0.0493827160493827,1.993447971781305,7,4,3,2,1,1,5,0,5,0,1,-1
70,1580,2024-10-19,J.League,東京ヴェルディ,アルビレックス新潟,D,H,False,0.3857403727427846,0.33697779217148693,0.3857403727427846,0.277281835085729,0.4301075268817204,0.3321428571428571,0.3584229390681003,39,8,0.6153846153846154,10,1524,0.625,62,10,9,0.07168458781362,24.280765488991293,4,3,1,1,1,0,2,0,2,0,2,-2
71,1580,2024-10-19,J.League,町田,アビスパ福岡,A,D,False,0.4174668379734139,0.35013151676695903,0.2324016452596277,0.4174668379734139,0.5495818399044206,0.6685714285714286,0.4489337822671156,42,4,0.5882352941176471,5,1535,0.6923076923076923,66,5,11,0.1006480576373049,24.503843897241747,4,6,-2,1,2,-1,0,1,-1,1,0,1
72,1582,2024-10-26,J.League,山口,富山,H,H,True,0.39038679653967034,0.39038679653967034,0.31747472067361066,0.2921384827867194,0.4357298474945533,-0.275625,0.2729044834307992,14,36,0.8,-1,1481,0.6,28,1,3,0.1628253640637541,10.13769007281275,5,0,5,1,0,1,5,0,5,0,5,-5
73,1582,2024-10-26,J.League,ブラウブリッツ秋田,ジェフユナイテッド千葉,H,D,False,0.4032623487782636,0.4032623487782636,0.25110420271324135,0.34563344850849564,0.3880070546737213,-0.6171428571428574,0.4558404558404558,-31,27,0.4545454545454545,3,1479,0.4615384615384615,43,3,3,0.0678334011667345,15.936995251661916,2,3,-1,0,1,-1,0,1,-1,1,0,1
74,1582,2024-10-26,J.League,アビスパ福岡,湘南ベルマーレ,D,H,False,0.4162131232849375,0.32306055187759425,0.4162131232849375,0.26072632483746855,0.4713804713804713,0.5118131868131868,0.2867383512544803,84,9,0.8333333333333334,19,1508,0.7333333333333333,114,19,23,0.184642120125991,44.78929106138784,4,1,3,1,0,1,2,1,1,0,0,0
75,1582,2024-10-26,J.League,アルビレックス新潟,ヴィッセル神戸,A,D,False,0.41668941314865876,0.23408115683989053,0.3492294300114511,0.41668941314865876,0.3584229390681003,-0.7071428571428571,0.4558404558404558,-51,18,0.5,-7,1465,0.5,99,7,7,0.0974175167723555,36.56091207478304,0,6,-6,0,2,-2,0,0,0,3,1,2
76,1582,2024-10-26,J.League,京都サンガF.C.,鹿島アントラーズ,H,D,False,0.4032548656923178,0.4032548656923178,0.24676953318604636,0.34997560112163584,0.5324074074074073,-0.8325,0.5836139169472502,-33,4,0.3529411764705882,-3,1515,0.6875,45,3,11,0.0512065095398428,16.676741301907967,5,7,-2,1,2,-1,4,5,-1,0,0,0
77,1582,2024-10-26,J.League,横浜F・マリノス,サンフレッチェ広島,D,H,False,0.45485326248734276,0.17593467896460438,0.45485326248734276,0.369212058548053,0.3831417624521073,-0.772355769230769,0.5495818399044206,-7,13,0.4615384615384615,-11,1531,0.6923076923076923,90,11,18,0.1664400774523132,34.437759169336616,6,9,-3,2,3,-1,1,5,-4,0,0,0
78,1582,2024-10-26,J.League,FC東京,ファジアーノ岡山,H,H,True,0.4775085253903714,0.4775085253903714,0.28591618565522176,0.23657528895440663,0.3320561941251596,0.1030263157894739,0.3575989782886334,14,19,0.7142857142857143,1,1487,0.5,6,1,1,0.0255427841634738,2.3757138199905894,0,3,-3,0,1,-1,0,0,0,3,1,2
79,1582,2024-10-26,J.League,セレッソ大阪,川崎フロンターレ,A,H,False,0.4206187213677835,0.23260211145660856,0.34677916717560864,0.4206187213677835,0.4444444444444444,-0.4499999999999997,0.5679012345679012,-26,12,0.4,-6,1523,0.7857142857142857,78,6,11,0.1234567901234567,28.914691358024687,3,7,-4,1,2,-1,1,4,-3,0,0,0
80,1582,2024-10-26,J.League,名古屋グランパス,ガンバ大阪,D,A,False,0.34801129553648547,0.3436793330731371,0.34801129553648547,0.3083093713903787,0.4166666666666666,-0.2875939849624056,0.4713804713804713,16,14,0.7058823529411765,-7,1511,0.625,55,7,9,0.0547138047138047,21.068461557935244,4,4,0,1,1,0,2,0,2,0,1,-1
81,1582,2024-10-26,J.League,柏レイソル,横浜FC,D,H,False,0.34782456556003033,0.3057332743211505,0.34782456556003033,0.3464421601188196,0.5495818399044206,0.9936335403726712,0.3485838779956426,69,3,0.75,12,1522,0.6875,120,12,19,0.2009979619087779,45.238926300456285,6,1,5,2,0,2,1,1,0,0,0,0
82,1582,2024-10-26,J.League,清水エスパルス,東京ヴェルディ,H,A,False,0.3898870170689231,0.3898870170689231,0.2870300293573891,0.32308295357368877,0.3703703703703703,-0.4363636363636365,0.4398148148148147,40,16,0.7333333333333333,-8,1517,0.6923076923076923,40,8,11,0.0694444444444444,16.101161616161615,3,7,-4,1,2,-1,0,3,-3,1,0,1
83,1582,2024-10-26,J.League,浦和レッズ,町田,H,H,True,0.39079090810720774,0.39079090810720774,0.2290183182001011,0.3801907736926917,0.4843304843304843,0.0,0.5555555555555555,31,10,0.5555555555555556,-5,1555,0.7692307692307693,34,5,13,0.0712250712250711,13.164245014245012,4,4,0,1,1,0,0,1,-1,1,0,1
84,1582,2024-10-26,J.League,北海道コンサドーレ札幌,水戸ホーリーホック,H,A,False,0.3547076517639495,0.3547076517639495,0.3077684317641568,0.3375239164718936,0.5349794238683128,-0.6749999999999998,0.6666666666666666,-37,21,0.2857142857142857,8,1501,0.6,10,8,10,0.1316872427983538,5.661337448559671,6,5,1,2,1,1,1,3,-2,0,0,0
85,1583,2024-11-02,J.League,八戸,北九州,A,A,True,0.42984560563183194,0.32363741110416805,0.24651698326399996,0.42984560563183194,0.7407407407407407,0.1999999999999999,0.5555555555555555,26,39,1.0,6,1526,1.0,37,6,4,0.1851851851851852,14.527037037037037,9,2,7,3,0,3,3,1,2,0,0,0
86,1583,2024-11-02,J.League,ジェフユナイテッド千葉,北海道コンサドーレ札幌,H,H,True,0.37900313647692324,0.37900313647692324,0.29725066467661315,0.3237461988464639,0.4761904761904762,-0.2025000000000001,0.50682261208577,-41,30,0.375,-10,1491,0.5,20,10,10,0.0306321358952937,9.546626427179058,4,3,1,1,1,0,2,0,2,0,1,-1
87,1583,2024-11-02,J.League,熊本,山口,H,A,False,0.442741747378833,0.442741747378833,0.2141444651595469,0.3431137874616204,0.3174603174603174,0.199431818181818,0.4526748971193415,0,37,1.0,-3,1475,0.3333333333333333,10,3,3,0.1352145796590241,4.316929279568169,4,7,-3,1,2,-1,1,5,-4,0,0,0
88,1583,2024-11-02,J.League,サガン鳥栖,徳島ヴォルティス,H,D,False,0.4844520884597051,0.4844520884597051,0.16734171723198327,0.3482061943083116,0.5432098765432098,0.3428571428571425,0.5228758169934641,8,23,0.5,-1,1525,1.0,11,1,1,0.0203340595497457,4.172638240481377,7,6,1,2,2,0,3,2,1,0,0,0
89,1583,2024-11-02,J.League,栃木SC,岐阜,H,A,False,0.43167863419230684,0.43167863419230684,0.26754216882663284,0.30077919698106115,0.2469135802469135,0.0,0.2469135802469135,9,54,0.5,-2,1509,1.0,1,2,0,0.0,0.85,3,3,0,1,1,0,1,1,0,0,0,0
90,1583,2024-11-02,J.League,FC今治,ベガルタ仙台,H,H,True,0.41089849341396767,0.41089849341396767,0.17887126149091961,0.41023024509511336,0.5432098765432098,-0.6749999999999994,0.6267806267806267,-31,28,0.4,-4,1493,0.6666666666666666,32,4,2,0.0835707502374168,12.351714150047483,2,7,-5,0,2,-2,1,4,-3,0,0,0
91,1583,2024-11-02,J.League,ジュビロ磐田,V・ファーレン長崎,A,H,False,0.43620507623131205,0.3714191937981287,0.1923757299705598,0.43620507623131205,0.4320987654320987,0.227922077922078,0.5664488017429193,-16,32,0.5555555555555556,-7,1507,0.6,21,7,8,0.1343500363108206,9.17245442284658,3,4,-1,1,1,0,0,2,-2,1,0,1
92,1583,2024-11-02,J.League,柏レイソル,サンフレッチェ広島,H,H,True,0.41072285519260016,0.41072285519260016,0.17899097640944028,0.4102861683979599,0.5495818399044206,0.0,0.5256869772998806,-1,2,0.5,1,1529,0.7058823529411765,12,1,1,0.0238948626045399,4.454778972520908,6,6,0,2,2,0,2,0,2,0,1,-1
93,1583,2024-11-02,J.League,いわきFC,藤枝MYFC,A,A,True,0.34935718045909087,0.3491645102220609,0.3014783093188487,0.34935718045909087,0.5128205128205128,0.0675000000000001,0.3703703703703703,11,33,0.7142857142857143,8,1494,0.6666666666666666,23,8,6,0.1424501424501424,10.091990028490027,4,2,2,1,0,1,2,1,1,0,0,0
94,1583,2024-11-02,J.League,ヴァンフォーレ甲府,水戸ホーリーホック,A,A,True,0.5622015701342512,0.1845657069957064,0.25323272287004284,0.5622015701342512,0.3950617283950617,-1.4625,0.6734006734006733,-77,31,0.25,-5,1469,0.3333333333333333,71,5,4,0.2783389450056116,26.44816778900112,1,5,-4,0,1,-1,1,4,-3,0,0,0
95,1583,2024-11-02,J.League,富山,愛媛FC,H,D,False,0.42719496119869194,0.42719496119869194,0.27487568513728405,0.29792935366402423,0.2592592592592592,0.2147727272727271,0.1851851851851851,-5,35,1.0,11,1467,0.3333333333333333,2,11,10,0.074074074074074,3.5077693602693603,0,0,0,0,0,0,0,0,0,5,5,0
96,1583,2024-11-02,J.League,大宮,ブラウブリッツ秋田,D,H,False,0.35062334220126656,0.33934512402688516,0.35062334220126656,0.31003153377184883,0.4629629629629629,0.84375,0.404040404040404,-8,36,0.75,-9,1483,0.3333333333333333,48,9,11,0.0589225589225589,19.23053451178451,6,2,4,2,0,2,0,1,-1,1,0,1
97,1585,2024-11-09,J.League,町田,FC東京,A,A,True,0.3998047848391971,0.31208965439739783,0.28810556076340493,0.3998047848391971,0.5256869772998806,0.2382352941176466,0.3439153439153439,60,6,0.7142857142857143,10,1533,0.7142857142857143,67,10,15,0.1817716333845366,26.034001385500435,1,3,-2,0,1,-1,0,1,-1,1,0,1
98,1585,2024-11-09,J.League,ベガルタ仙台,熊本,A,H,False,0.3779024814852566,0.2710779995302296,0.35101951898451406,0.3779024814852566,0.582010582010582,0.981818181818182,0.2645502645502645,36,26,0.7142857142857143,12,1518,0.75,92,12,14,0.3174603174603174,35.459855699855694,4,1,3,1,0,1,0,0,0,1,1,0
99,1585,2024-11-09,J.League,徳島ヴォルティス,ヴァンフォーレ甲府,D,H,False,0.47601243400254184,0.26005441825628584,0.47601243400254184,0.26393314774117266,0.5228758169934641,0.3900000000000001,0.3703703703703703,-15,23,0.3333333333333333,9,1510,0.625,53,9,8,0.1525054466230937,20.908501089324616,7,1,6,2,0,2,3,0,3,0,1,-1
100,1585,2024-11-09,J.League,ガンバ大阪,ヴィッセル神戸,H,D,False,0.4880715263995005,0.4880715263995005,0.16068325232648542,0.35124522127401453,0.4861111111111111,-0.2999999999999998,0.4843304843304843,16,8,0.5333333333333333,2,1531,0.6666666666666666,5,2,6,0.0017806267806267,2.3103561253561256,4,4,0,1,1,0,1,1,0,0,0,0
101,1585,2024-11-09,J.League,東京ヴェルディ,アビスパ福岡,H,D,False,0.5055452162852002,0.5055452162852002,0.17012052466380737,0.324334259050992,0.4778972520908004,0.5584821428571427,0.4629629629629629,56,7,0.6875,5,1538,0.6875,28,5,8,0.0149342891278375,11.164683286396995,7,7,0,2,2,0,4,3,1,0,0,0
102,1585,2024-11-09,J.League,川崎フロンターレ,ファジアーノ岡山,A,D,False,0.38650325217848,0.33666832598102153,0.2768284218404984,0.38650325217848,0.5679012345679012,0.7105263157894739,0.3439153439153439,49,5,0.7142857142857143,16,1520,0.7857142857142857,120,16,22,0.2239858906525573,46.1869024412884,6,3,3,2,1,1,0,0,0,1,2,-1
103,1585,2024-11-09,J.League,京都サンガF.C.,横浜F・マリノス,A,A,True,0.38003891634630765,0.27724769848715536,0.3427133851665369,0.38003891634630765,0.5495818399044206,0.3431249999999997,0.3831417624521073,52,4,0.6875,9,1522,0.75,46,9,14,0.1664400774523132,18.45191301549046,3,6,-3,0,2,-2,5,2,3,0,0,0
104,1585,2024-11-09,J.League,清水エスパルス,セレッソ大阪,A,A,True,0.419708477045793,0.32942997047402534,0.25086155248018216,0.419708477045793,0.3345280764635603,-0.544602272727273,0.4342273307790548,28,19,0.6,-8,1506,0.6428571428571429,55,8,11,0.0996992543154945,21.378860305408555,3,6,-3,1,2,-1,0,2,-2,2,0,2
105,1585,2024-11-09,J.League,柏レイソル,名古屋グランパス,D,H,False,0.42641091369627687,0.2538606090668188,0.42641091369627687,0.3197284772369044,0.5734767025089605,1.126730769230769,0.4062126642771803,80,2,0.8,12,1544,0.7647058823529411,114,12,21,0.1672640382317802,43.15879896149251,9,4,5,3,1,2,3,0,3,0,1,-1
106,1585,2024-11-09,J.League,サンフレッチェ広島,浦和レッズ,H,H,True,0.49370621691874345,0.49370621691874345,0.21984527273281648,0.2864485103484398,0.5092592592592592,0.0674999999999999,0.5037037037037037,62,3,0.7692307692307693,6,1537,0.7058823529411765,30,6,13,0.0055555555555555,12.014611111111112,3,6,-3,1,2,-1,0,1,-1,2,0,2
107,1585,2024-11-09,J.League,湘南ベルマーレ,アルビレックス新潟,A,A,True,0.3518166979778654,0.31612969377271566,0.33205360824941954,0.3518166979778654,0.2716049382716049,-0.3085714285714287,0.345679012345679,-19,30,0.6153846153846154,-12,1466,0.5384615384615384,48,12,11,0.074074074074074,19.876529100529098,1,1,0,0,0,0,0,1,-1,1,0,1
108,1585,2024-11-09,J.League,鹿島アントラーズ,横浜FC,D,H,False,0.3845763664543135,0.3230572505062199,0.3845763664543135,0.29236638303946655,0.5787037037037037,1.298076923076923,0.3591470258136924,101,1,0.75,14,1554,0.8666666666666667,156,14,25,0.2195566778900112,58.40352672019338,5,1,4,1,0,1,5,0,5,0,1,-1
109,1587,2024-11-16,J.League,沼津,群馬,H,A,False,0.4352278608725527,0.4352278608725527,0.2432988705808736,0.3214732685465748,0.0,0.0,0.3703703703703703,9,59,1.0,-2,1500,0.0,9,2,1,0.3703703703703703,3.724074074074074,0,1,-1,0,0,0,0,0,0,2,1,1
110,1587,2024-11-16,J.League,高知,八戸,H,D,False,0.35299794582432537,0.35299794582432537,0.3219134639078002,0.3250885902678747,0.4938271604938271,0.0,0.4938271604938271,9,43,0.0,1,1509,1.0,3,1,0,0.0,1.2999999999999998,6,6,0,2,2,0,0,0,0,1,1,0
111,1587,2024-11-16,J.League,ヴィッセル神戸,サンフレッチェ広島,D,A,False,0.35646793636271773,0.3258715582541802,0.35646793636271773,0.31766050538310264,0.4843304843304843,-0.5785714285714283,0.5092592592592592,-3,11,0.5333333333333333,-8,1517,0.6363636363636364,45,8,17,0.0249287749287748,17.87070004070004,2,3,-1,0,1,-1,2,1,1,0,0,0
112,1587,2024-11-16,J.League,町田,FC東京,H,H,True,0.37184221142306656,0.37184221142306656,0.270394275901969,0.3577635126749645,0.5256869772998806,0.1836397058823529,0.3566529492455418,45,5,0.6923076923076923,10,1528,0.7142857142857143,41,10,15,0.1690340280543387,16.92053474678734,1,6,-5,0,2,-2,0,2,-2,2,0,2
113,1587,2024-11-16,J.League,長野,宮崎,A,A,True,0.4140387608250894,0.3088817108410705,0.2770795283338402,0.4140387608250894,0.3703703703703703,1.35,0.3703703703703703,18,53,1.0,3,1509,1.0,10,3,2,0.0,4.52,3,1,2,1,0,1,0,0,0,1,1,0
114,1589,2024-11-23,J.League,鹿児島,FC琉球,A,D,False,0.3665117494099672,0.35954699506929416,0.2739412555207388,0.3665117494099672,0.7407407407407407,0.0,0.7407407407407407,9,48,1.0,-1,1509,1.0,0,1,0,0.0,0.25,4,4,0,1,1,0,2,2,0,0,0,0
115,1589,2024-11-23,J.League,群馬,松本,H,H,True,0.4623816708016756,0.4623816708016756,0.23436088722508946,0.30325744197323556,0.3703703703703703,1.35,0.0,17,52,1.0,6,1500,0.0,22,6,3,0.3703703703703703,9.544074074074071,3,0,3,1,0,1,1,0,1,0,2,-2
116,1589,2024-11-23,J.League,ジュビロ磐田,モンテディオ山形,A,D,False,0.37228887561262647,0.3512670889831057,0.2764440354042672,0.37228887561262647,0.4938271604938271,0.4049999999999998,0.3880070546737213,-6,34,0.5,-11,1509,0.6,28,11,11,0.1058201058201057,12.65216402116402,6,4,2,2,1,1,1,2,-1,0,0,0
117,1589,2024-11-23,J.League,FC今治,北海道コンサドーレ札幌,H,D,False,0.3509162094751746,0.3509162094751746,0.32559613466014375,0.3234876558646818,0.5291005291005291,-0.1875,0.4793028322440087,-12,25,0.4285714285714285,-4,1503,0.6666666666666666,7,4,5,0.0497976968565203,3.497459539371304,4,3,1,1,1,0,2,0,2,0,2,-2
118,1589,2024-11-23,J.League,ヴァンフォーレ甲府,富山,H,A,False,0.3661624278996851,0.3661624278996851,0.30081597313345226,0.3330215989668628,0.3703703703703703,0.4607142857142856,0.261437908496732,-5,31,0.7777777777777778,6,1461,0.25,54,6,5,0.1089324618736383,20.513929349517586,1,1,0,0,0,0,0,1,-1,2,0,2
119,1589,2024-11-23,J.League,ブラウブリッツ秋田,ベガルタ仙台,D,D,True,0.41027968409055665,0.2044399055711112,0.41027968409055665,0.385280410338333,0.4074074074074074,-0.9000000000000001,0.582010582010582,-35,28,0.5,-6,1479,0.5,72,6,4,0.1746031746031745,26.914920634920637,1,6,-5,0,2,-2,0,1,-1,1,0,1
120,1589,2024-11-23,J.League,V・ファーレン長崎,水戸ホーリーホック,A,H,False,0.47030173037870643,0.23621939985414822,0.29347886976714577,0.47030173037870643,0.5092592592592592,-1.4113636363636362,0.6666666666666666,-62,27,0.25,-1,1484,0.5714285714285714,52,1,0,0.1574074074074074,18.763754208754207,4,7,-3,1,2,-1,0,5,-5,1,0,1
121,1589,2024-11-23,J.League,八戸,讃岐,H,A,False,0.3843488843451569,0.3843488843451569,0.26443429973940524,0.35121681591543796,0.5555555555555555,0.6749999999999998,0.2469135802469135,17,41,1.0,12,1508,0.6666666666666666,22,12,4,0.3086419753086419,10.896728395061729,4,3,1,1,1,0,1,0,1,0,2,-2
122,1589,2024-11-23,J.League,大宮,徳島ヴォルティス,A,A,True,0.3380692865501078,0.3336666558900515,0.3282640575598408,0.3380692865501078,0.5291005291005291,1.85625,0.5228758169934641,-16,32,0.5,-12,1501,0.5,7,12,15,0.0062247121070649,5.822494942421412,6,7,-1,2,2,0,1,4,-3,0,0,0
123,1589,2024-11-23,J.League,藤枝MYFC,サガン鳥栖,A,D,False,0.3892560333633136,0.2791785032767354,0.3315654633599514,0.3892560333633136,0.4444444444444444,-0.7714285714285714,0.5291005291005291,-15,36,0.5,-12,1491,0.6666666666666666,39,12,12,0.0846560846560846,16.821216931216927,4,5,-1,1,1,0,2,4,-2,0,0,0
124,1589,2024-11-23,J.League,いわきFC,山口,H,A,False,0.4746145927690539,0.4746145927690539,0.21793179308745408,0.3074536141434922,0.4938271604938271,0.1799999999999999,0.4938271604938271,9,35,0.875,-6,1493,0.6666666666666666,4,6,4,0.0,2.936,4,7,-3,1,2,-1,0,5,-5,1,0,1
125,1589,2024-11-23,J.League,愛媛FC,熊本,H,D,False,0.41245339424061156,0.41245339424061156,0.30178975525853635,0.28575685050085153,0.2693602693602693,-0.135,0.2469135802469135,-1,45,0.8333333333333334,-7,1473,0.2,5,7,2,0.0224466891133558,3.5314893378226717,1,1,0,0,0,0,1,0,1,0,2,-2
126,1591,2024-11-30,J.League,ベガルタ仙台,いわきFC,A,A,True,0.3686905818634639,0.3149137415682531,0.31639567656828316,0.3686905818634639,0.5925925925925926,0.7762499999999999,0.4558404558404558,21,22,0.6666666666666666,13,1518,0.75,57,13,12,0.1367521367521367,23.382600427350425,4,3,1,1,1,0,2,0,2,0,2,-2
127,1591,2024-11-30,J.League,アビスパ福岡,ガンバ大阪,H,H,True,0.38321623042762604,0.38321623042762604,0.26917188926574426,0.3476118803066298,0.4444444444444444,-0.4537815126050422,0.4938271604938271,10,13,0.7142857142857143,-6,1509,0.7142857142857143,41,6,10,0.0493827160493826,15.950632845730883,5,4,1,1,1,0,4,2,2,0,0,0
128,1591,2024-11-30,J.League,ヴィッセル神戸,FC東京,H,D,False,0.4025462401676626,0.4025462401676626,0.28735654882125145,0.3100972110110864,0.4843304843304843,0.2290178571428573,0.3566529492455418,34,11,0.7142857142857143,3,1509,0.5833333333333334,44,3,6,0.1276775350849425,16.22133907844556,2,6,-4,0,2,-2,0,0,0,1,1,0
129,1591,2024-11-30,J.League,徳島ヴォルティス,V・ファーレン長崎,A,D,False,0.38701740894003384,0.36408915461579205,0.248893436444174,0.38701740894003384,0.5349794238683128,0.951136363636364,0.5228758169934641,6,16,0.5555555555555556,9,1519,0.6666666666666666,37,9,9,0.0121036068748486,15.39264799410224,7,4,3,2,1,1,5,1,4,0,0,0
130,1591,2024-11-30,J.League,町田,名古屋グランパス,H,H,True,0.46495041939739834,0.46495041939739834,0.26121020523593325,0.2738393753666683,0.5256869772998806,0.5550986842105261,0.3831417624521073,74,4,0.7857142857142857,11,1536,0.7333333333333333,77,11,17,0.1425452148477732,29.83952877981166,3,1,2,1,0,1,1,0,1,0,2,-2
131,1591,2024-11-30,J.League,横浜FC,京都サンガF.C.,A,A,True,0.4483902776280723,0.22035183161304095,0.331257890758887,0.4483902776280723,0.3345280764635603,-0.544602272727273,0.5108556832694764,-37,17,0.4615384615384615,-11,1491,0.5625,104,11,14,0.176327606805916,39.29418597590664,1,2,-1,0,0,0,0,0,0,2,1,1
132,1591,2024-11-30,J.League,横浜F・マリノス,セレッソ大阪,H,H,True,0.37978846069704464,0.37978846069704464,0.27627912934611143,0.3439324099568438,0.3968253968253968,0.0,0.4497354497354496,38,12,0.5714285714285714,-3,1526,0.6666666666666666,13,3,2,0.0529100529100528,5.31058201058201,9,9,0,3,3,0,3,3,0,0,0,0
133,1591,2024-11-30,J.League,湘南ベルマーレ,清水エスパルス,A,H,False,0.382918870646947,0.3020332253034632,0.3150479040495895,0.382918870646947,0.2645502645502645,-0.2892857142857141,0.3320561941251596,18,30,0.8125,-11,1464,0.5384615384615384,69,11,11,0.0675059295748951,26.97135832877212,1,0,1,0,0,0,0,0,0,2,3,-1
134,1591,2024-11-30,J.League,東京ヴェルディ,鹿島アントラーズ,A,A,True,0.38365454903893903,0.26209247115549494,0.3542529798055661,0.38365454903893903,0.4597701149425287,-0.9281249999999996,0.5679012345679012,-5,8,0.4375,-5,1530,0.6875,77,5,15,0.1081311196253724,28.407251223925076,7,5,2,2,1,1,5,5,0,0,0,0
135,1591,2024-11-30,J.League,ファジアーノ岡山,浦和レッズ,A,A,True,0.3867078359393164,0.2789095849891623,0.33438257907152136,0.3867078359393164,0.3418803418803419,-0.8625000000000003,0.474074074074074,7,21,0.7692307692307693,-11,1474,0.4166666666666667,78,11,14,0.1321937321937321,30.248938746438743,1,3,-2,0,1,-1,1,0,1,0,1,-1
136,1591,2024-11-30,J.League,アルビレックス新潟,柏レイソル,A,A,True,0.40764518927394183,0.19942343451581496,0.3929313762102431,0.40764518927394183,0.3439153439153439,-1.5696172248803832,0.5874840357598978,-72,18,0.4166666666666667,-16,1460,0.4375,146,16,28,0.2435686918445539,55.46263718334498,4,9,-5,1,3,-2,2,4,-2,0,0,0
137,1591,2024-11-30,J.League,川崎フロンターレ,サンフレッチェ広島,H,A,False,0.36956666627167667,0.36956666627167667,0.3193584514204002,0.311074882307923,0.5619412515964239,-0.7130769230769234,0.5324074074074073,-16,5,0.4666666666666667,-4,1519,0.8,40,4,11,0.0295338441890166,15.148522153453188,4,6,-2,1,2,-1,1,2,-1,0,0,0
138,1591,2024-11-30,J.League,北海道コンサドーレ札幌,愛媛FC,H,H,True,0.3894938203178344,0.3894938203178344,0.314916330671787,0.2955898490103787,0.5228758169934641,1.0772727272727274,0.3086419753086419,36,20,1.0,22,1507,0.6666666666666666,88,22,21,0.2142338416848221,36.55830131379151,1,2,-1,0,0,0,1,2,-1,0,0,0
139,1592,2024-12-06,J.League,サンフレッチェ広島,湘南ベルマーレ,H,H,True,0.3955495966064952,0.3955495966064952,0.37844397874206065,0.22600642465144427,0.5324074074074073,1.6918269230769232,0.2809706257982119,115,3,0.8666666666666667,26,1538,0.6875,208,26,40,0.2514367816091953,79.68865274093723,9,3,6,3,1,2,3,1,2,0,0,0
140,1592,2024-12-06,J.League,ガンバ大阪,東京ヴェルディ,H,H,True,0.372222836750547,0.372222836750547,0.30523795367923917,0.32253920957021387,0.4938271604938271,0.0794117647058825,0.4342273307790548,50,7,0.6923076923076923,4,1536,0.7333333333333333,25,4,5,0.0595998297147722,9.777802318884133,4,4,0,1,1,0,0,0,0,1,1,0
141,1592,2024-12-06,J.League,鹿島アントラーズ,横浜F・マリノス,D,H,False,0.4039289142933084,0.23535605350239755,0.4039289142933084,0.3607150322042942,0.5925925925925926,1.0718181818181822,0.408684546615581,67,1,0.625,8,1553,0.8571428571428571,69,8,18,0.1839080459770115,26.40114524555904,7,9,-2,2,3,-1,5,4,1,0,0,0
142,1592,2024-12-06,J.League,FC東京,アルビレックス新潟,H,H,True,0.4165689407924043,0.4165689407924043,0.2827999196924842,0.3006311395151122,0.3840877914951988,0.2886513157894739,0.3439153439153439,9,13,0.5833333333333334,6,1502,0.5384615384615384,48,6,5,0.0401724475798549,18.36576475267386,4,4,0,1,1,0,1,0,1,0,1,-1
143,1592,2024-12-06,J.League,名古屋グランパス,アビスパ福岡,A,A,True,0.3701714762272336,0.30075186320830427,0.3290766605644625,0.3701714762272336,0.3703703703703703,0.0964285714285715,0.4444444444444444,31,15,0.8,-1,1501,0.6,53,1,1,0.074074074074074,18.834100529100528,0,7,-7,0,2,-2,0,5,-5,3,0,3
