windowNo,roundNo,snapshotDate,league,homeTeam,awayTeam,prediction,actual,correct,confidence,probHome,probDraw,probAway,homeAttackRating,defenseRatingDiff,awayAttackRating,homeAwayDiff,homeRank,awayAwayGoalsAgainstPerMatch,rankDiff,homeHomeElo,homeHomeGoalsPerMatch,absEloDiff,absRankDiff,absPointsDiff,absAttackDiff,balanceScore,homeLast3Points,awayLast3Points,last3PointsDiff,homeLast3Wins,awayLast3Wins,last3WinsDiff,homeUnbeatenStreak,awayUnbeatenStreak,unbeatenStreakDiff,homeLosingStreak,awayLosingStreak,losingStreakDiff
144,1608,2025-02-08,J.League,愛媛FC,アルビレックス新潟,D,A,False,0.39754065687367773,0.31701545290315764,0.39754065687367773,0.2854438902231649,0.2222222222222222,-0.3321428571428573,0.2339181286549707,4,49,0.6666666666666666,-23,1481,0.4,5,23,11,0.0116959064327485,7.568767752715121,2,3,-1,0,1,-1,0,0,0,1,2,-1
145,1608,2025-02-08,J.League,FC琉球,サガン鳥栖,A,D,False,0.42059438569462776,0.3200253228416965,0.2593802914636757,0.42059438569462776,0.7407407407407407,0.0,0.4938271604938271,17,46,0.7142857142857143,-14,1509,1.0,7,14,7,0.2469135802469136,5.999382716049382,5,5,0,1,1,0,3,5,-2,0,0,0
146,1608,2025-02-08,J.League,湘南ベルマーレ,ブラウブリッツ秋田,A,A,True,0.46049756505599987,0.29182870535127947,0.2476737295927207,0.46049756505599987,0.2592592592592592,-0.0992647058823528,0.4938271604938271,-8,31,0.8333333333333334,-6,1482,0.6,69,6,3,0.2345679012345678,25.71676652142338,3,2,1,1,0,1,0,1,-1,1,0,1
147,1608,2025-02-08,J.League,いわきFC,北海道コンサドーレ札幌,H,H,True,0.40629854480405025,0.40629854480405025,0.2490979167515989,0.3446035384443512,0.5185185185185185,-0.5464285714285717,0.4713804713804713,-17,30,0.5,-9,1491,0.6,8,9,4,0.0471380471380471,5.168713323713323,3,4,-1,1,1,0,1,2,-1,0,0,0
148,1608,2025-02-08,J.League,栃木シティ,ベガルタ仙台,A,A,True,0.4405111792346406,0.25758048964639385,0.3019083311189655,0.4405111792346406,0.7407407407407407,-0.1937500000000001,0.5128205128205128,10,43,0.6666666666666666,-25,1517,1.0,16,25,13,0.2279202279202279,11.934334045584045,6,4,2,2,1,1,2,0,2,0,1,-1
149,1608,2025-02-08,J.League,東京ヴェルディ,水戸ホーリーホック,A,H,False,0.41825848770963514,0.27032081914425643,0.3114206931461089,0.41825848770963514,0.3898635477582846,-0.726923076923077,0.5555555555555555,-14,15,0.4285714285714285,13,1508,0.6363636363636364,48,13,8,0.1656920077972709,20.228523016944067,1,6,-5,0,2,-2,0,0,0,2,1,1
150,1608,2025-02-08,J.League,川崎フロンターレ,柏レイソル,A,H,False,0.34907185606357594,0.3075683935081505,0.3433597504282733,0.34907185606357594,0.4938271604938271,-0.7875000000000001,0.564373897707231,-25,9,0.5,-6,1492,0.6363636363636364,50,6,8,0.0705467372134039,19.17160934744268,1,9,-8,0,3,-3,0,5,-5,1,0,1
151,1608,2025-02-08,J.League,名古屋グランパス,清水エスパルス,H,H,True,0.42828444854590014,0.42828444854590014,0.2740087215145335,0.29770682993956665,0.3174603174603174,0.09,0.3333333333333333,11,17,0.75,2,1480,0.5,11,2,2,0.0158730158730158,4.371174603174603,0,0,0,0,0,0,0,0,0,4,4,0
152,1608,2025-02-08,J.League,アビスパ福岡,ファジアーノ岡山,D,D,True,0.3952955626633609,0.371547152721363,0.3952955626633609,0.23315728461527654,0.5291005291005291,0.4932692307692308,0.2880658436213991,42,7,0.7,15,1525,0.8,96,15,16,0.2410346854791299,37.49686078324967,7,1,6,2,0,2,5,0,5,0,1,-1
153,1608,2025-02-08,J.League,横浜FC,モンテディオ山形,A,A,True,0.5189429323748027,0.21418635167492908,0.26687071595026896,0.5189429323748027,0.2469135802469135,-0.3881249999999998,0.4166666666666666,-17,23,0.5714285714285714,-7,1491,0.5,73,7,4,0.1697530864197531,27.411575617283948,0,5,-5,0,1,-1,0,3,-3,3,0,3
154,1608,2025-02-08,J.League,セレッソ大阪,ガンバ大阪,H,D,False,0.4217009877269978,0.4217009877269978,0.2173297626205339,0.36096924965246824,0.428849902534113,-0.3681818181818181,0.5185185185185185,16,12,0.625,-6,1518,0.7777777777777778,35,6,7,0.0896686159844054,13.841570086833244,6,4,2,2,1,1,0,1,-1,1,0,1
155,1608,2025-02-08,J.League,FC東京,鹿島アントラーズ,D,A,False,0.41408702065422986,0.1882653398487563,0.41408702065422986,0.3976476394970138,0.3703703703703703,-1.6071428571428572,0.6666666666666666,-35,13,0.4,-11,1500,0.5,114,11,18,0.2962962962962963,43.03068783068783,4,9,-5,1,3,-2,2,5,-3,0,0,0
156,1608,2025-02-08,J.League,ジェフユナイテッド千葉,浦和レッズ,A,H,False,0.3685232001592964,0.34339152994585664,0.2880852698948469,0.3685232001592964,0.4629629629629629,-0.3712499999999998,0.4444444444444444,34,33,0.7777777777777778,-19,1510,1.0,10,19,12,0.0185185185185184,8.327953703703702,7,6,1,2,2,0,3,1,2,0,0,0
157,1609,2025-02-15,J.League,清水エスパルス,京都サンガF.C.,A,H,False,0.5029756757726117,0.17786559283409537,0.3191587313932934,0.5029756757726117,0.3333333333333333,-1.0687500000000003,0.65359477124183,-62,19,0.2857142857142857,-14,1481,0.5,115,14,14,0.3202614379084966,44.0278022875817,0,4,-4,0,1,-1,0,1,-1,5,0,5
158,1609,2025-02-15,J.League,柏レイソル,東京ヴェルディ,A,A,True,0.3518567461893626,0.3310549532057535,0.31708830060488413,0.3518567461893626,0.564373897707231,1.0125000000000002,0.3898635477582846,79,3,0.8571428571428571,12,1547,0.8333333333333334,70,12,16,0.1745103499489464,27.73740206998979,6,3,3,2,1,1,0,1,-1,1,0,1
159,1609,2025-02-15,J.League,アビスパ福岡,セレッソ大阪,A,A,True,0.37349455410309,0.36122018968721836,0.2652852562096917,0.37349455410309,0.5291005291005291,0.2250000000000001,0.428849902534113,41,7,0.6,6,1525,0.8,38,6,8,0.100250626566416,14.865050125313282,7,4,3,2,1,1,5,1,4,0,0,0
160,1609,2025-02-15,J.League,町田,水戸ホーリーホック,H,A,False,0.38091047198837935,0.38091047198837935,0.31665874183032167,0.3024307861812991,0.50682261208577,0.4200000000000004,0.4938271604938271,33,6,0.5,24,1546,0.8181818181818182,19,24,19,0.0129954515919428,12.736599090318387,6,3,3,2,1,1,2,0,2,0,2,-2
161,1609,2025-02-15,J.League,鹿島アントラーズ,横浜F・マリノス,D,H,False,0.4151528524016496,0.27604077247738384,0.4151528524016496,0.3088063751209662,0.6666666666666666,1.1571428571428577,0.4444444444444444,60,2,0.5833333333333334,7,1556,1.0,68,7,12,0.2222222222222222,25.82587301587301,9,6,3,3,2,1,5,0,5,0,1,-1
162,1609,2025-02-15,J.League,ジェフユナイテッド千葉,川崎フロンターレ,A,D,False,0.38029404590306787,0.3189866340703506,0.30071932002658114,0.38029404590306787,0.4938271604938271,0.0674999999999999,0.4938271604938271,0,29,0.4444444444444444,-21,1518,1.0,10,21,18,0.0,8.7635,7,4,3,2,1,1,4,1,3,0,0,0
163,1609,2025-02-15,J.League,ガンバ大阪,名古屋グランパス,H,D,False,0.37298619810173783,0.37298619810173783,0.32386407698383163,0.3031497249144309,0.5555555555555555,0.81,0.3174603174603174,70,4,0.7777777777777778,13,1538,0.8181818181818182,101,13,14,0.238095238095238,38.80961904761904,4,3,1,1,1,0,2,1,1,0,0,0
164,1609,2025-02-15,J.League,徳島ヴォルティス,アルビレックス新潟,A,H,False,0.40794063386751833,0.22029343103552013,0.3717659350969617,0.40794063386751833,0.582010582010582,0.726923076923077,0.2729044834307992,25,12,0.5555555555555556,8,1518,0.75,98,8,6,0.3091060985797828,36.50720583510057,7,3,4,2,1,1,5,1,4,0,0,0
165,1609,2025-02-15,J.League,大宮,北海道コンサドーレ札幌,H,H,True,0.37508358026030475,0.37508358026030475,0.29172940182844864,0.33318701791124666,0.3703703703703703,0.3857142857142857,0.4320987654320987,-7,35,0.5714285714285714,-12,1492,0.3333333333333333,4,12,8,0.0617283950617283,4.489488536155204,3,4,-1,1,1,0,0,0,0,1,1,0
166,1609,2025-02-15,J.League,横浜FC,ベガルタ仙台,A,A,True,0.6161484202528128,0.16060696369333263,0.22324461605385473,0.6161484202528128,0.2469135802469135,-0.590625,0.5291005291005291,-35,25,0.5714285714285714,-9,1482,0.4545454545454545,101,9,5,0.2821869488536155,37.77456238977072,0,4,-4,0,1,-1,0,1,-1,4,0,4
167,1609,2025-02-15,J.League,栃木シティ,ブラウブリッツ秋田,H,A,False,0.38721721806158793,0.38721721806158793,0.2581061874997342,0.3546765944386779,0.4938271604938271,2.20909090909091,0.4938271604938271,9,45,0.7142857142857143,-23,1508,0.6666666666666666,20,23,12,0.0,13.19181818181818,6,4,2,2,1,1,0,2,-2,1,0,1
168,1609,2025-02-15,J.League,サンフレッチェ広島,ファジアーノ岡山,D,D,True,0.4028747495530348,0.33572182277679613,0.4028747495530348,0.2614034276701687,0.644122383252818,2.566483516483516,0.2880658436213991,77,1,0.7,23,1562,0.9090909090909092,166,23,35,0.3560565396314188,64.43450801122299,9,2,7,3,0,3,4,1,3,0,0,0
169,1609,2025-02-15,J.League,FC東京,浦和レッズ,H,D,False,0.4479096736918264,0.4479096736918264,0.25140353155783773,0.3006867947503367,0.3703703703703703,0.0,0.3950617283950617,23,11,0.8,7,1491,0.4545454545454545,9,7,6,0.0246913580246913,4.904938271604939,4,3,1,1,1,0,0,0,0,1,1,0
170,1610,2025-02-22,J.League,藤枝MYFC,ヴァンフォーレ甲府,A,D,False,0.36327563892708653,0.28870738424066034,0.34801697683225374,0.36327563892708653,0.6172839506172839,0.3375000000000003,0.2962962962962963,0,35,0.6666666666666666,1,1500,1.0,63,1,1,0.3209876543209876,22.431697530864195,5,0,5,1,0,1,3,0,3,0,3,-3
171,1610,2025-02-22,J.League,鹿島アントラーズ,柏レイソル,D,H,False,0.3520423496711477,0.3107739671261456,0.3520423496711477,0.3371836832027066,0.6701940035273368,1.0800000000000003,0.5387205387205387,57,2,0.5555555555555556,1,1564,1.0,71,1,7,0.1314734648067981,25.34229469296136,9,3,6,3,1,2,5,0,5,0,2,-2
172,1610,2025-02-22,J.League,清水エスパルス,ヴィッセル神戸,A,A,True,0.3893362407180483,0.3206365685615133,0.29002719072043903,0.3893362407180483,0.3527336860670194,-0.4049999999999998,0.5664488017429193,-7,17,0.75,-5,1492,0.5555555555555556,65,5,5,0.2137151156758999,24.12374302313518,3,2,1,1,0,1,1,1,0,0,0,0
173,1610,2025-02-22,J.League,横浜F・マリノス,浦和レッズ,H,H,True,0.46131126220848007,0.46131126220848007,0.2555570308366936,0.2831317069548264,0.4232804232804232,0.417272727272727,0.4166666666666666,58,9,0.8181818181818182,11,1527,0.75,34,11,11,0.0066137566137565,14.734777296777295,3,4,-1,1,1,0,0,1,-1,2,0,2
174,1610,2025-02-22,J.League,ファジアーノ岡山,ガンバ大阪,A,A,True,0.5032948686921183,0.19934555887564215,0.29735957243224004,0.5032948686921183,0.3118908382066276,-0.7451298701298699,0.564373897707231,-37,23,0.6666666666666666,-19,1465,0.25,88,19,18,0.2524830595006033,35.749522585926094,2,5,-3,0,1,-1,2,3,-1,0,0,0
175,1610,2025-02-22,J.League,名古屋グランパス,V・ファーレン長崎,A,A,True,0.4390053305164428,0.25491578279287785,0.3060788866906798,0.4390053305164428,0.3367003367003366,-0.3937500000000002,0.5185185185185185,-25,18,0.625,11,1482,0.5,70,11,7,0.1818181818181818,27.365113636363635,4,4,0,1,1,0,2,2,0,0,0,0
176,1610,2025-02-22,J.League,川崎フロンターレ,FC東京,H,A,False,0.3795681356211863,0.3795681356211863,0.30931670060081456,0.3111151637779994,0.505050505050505,0.1038461538461534,0.3880070546737213,6,8,0.6666666666666666,6,1501,0.6666666666666666,40,6,6,0.1170434503767836,15.544177920844588,4,4,0,1,1,0,2,1,1,0,0,0
177,1610,2025-02-22,J.League,セレッソ大阪,サンフレッチェ広島,A,A,True,0.4581128763764871,0.21535578209737824,0.3265313415261342,0.4581128763764871,0.4444444444444444,-1.8000000000000005,0.6481481481481481,-31,11,0.4166666666666667,-10,1510,0.7777777777777778,94,10,25,0.2037037037037037,35.800740740740736,4,7,-3,1,2,-1,2,5,-3,0,0,0
178,1610,2025-02-22,J.League,京都サンガF.C.,アビスパ福岡,A,H,False,0.39152510136326507,0.29550235737295866,0.31297254126377577,0.39152510136326507,0.6172839506172839,0.4153846153846157,0.505050505050505,9,5,0.6363636363636364,2,1513,0.8,20,2,0,0.1122334455667789,7.60552361219028,3,4,-1,1,1,0,0,0,0,1,1,0
179,1610,2025-02-22,J.League,東京ヴェルディ,町田,A,D,False,0.4019771922001933,0.38569373293787074,0.21232907486193592,0.4019771922001933,0.4074074074074074,-0.4499999999999997,0.4814814814814814,33,13,0.75,-7,1517,0.6666666666666666,13,7,6,0.074074074074074,6.404814814814815,6,6,0,2,2,0,2,0,2,0,1,-1
180,1610,2025-02-22,J.League,宮崎,サガン鳥栖,H,H,True,0.4266375276998864,0.4266375276998864,0.30219462133429925,0.27116785096581425,0.4938271604938271,0.0964285714285715,0.5185185185185185,7,51,0.75,-20,1500,0.0,4,20,9,0.0246913580246914,6.424223985890653,4,3,1,1,0,1,1,5,-4,0,0,0
181,1610,2025-02-22,J.League,徳島ヴォルティス,富山,A,A,True,0.3926395831266927,0.24211130650322682,0.3652491103700811,0.3926395831266927,0.5925925925925926,0.9428571428571426,0.2849002849002849,36,10,0.5714285714285714,22,1527,0.7777777777777778,94,22,15,0.3076923076923076,38.65010989010989,7,4,3,2,1,1,5,2,3,0,0,0
182,1610,2025-02-22,J.League,水戸ホーリーホック,ジェフユナイテッド千葉,H,D,False,0.4310630802809014,0.4310630802809014,0.2625866779744541,0.3063502417446442,0.5185185185185185,0.4499999999999997,0.5185185185185185,0,24,0.6666666666666666,6,1491,0.0,12,6,2,0.0,5.789999999999999,3,7,-4,1,2,-1,1,5,-4,0,0,0
183,1613,2025-03-01,J.League,FC東京,柏レイソル,H,A,False,0.425893162113687,0.425893162113687,0.2727947426496761,0.30131209523663705,0.404040404040404,-0.4153846153846157,0.505050505050505,-9,11,0.6,-7,1491,0.5,31,7,7,0.101010101010101,12.703278943278944,4,0,4,1,0,1,2,0,2,0,3,-3
184,1613,2025-03-01,J.League,ベガルタ仙台,八戸,H,D,False,0.4013504442979674,0.4013504442979674,0.321818621616876,0.2768309340851568,0.5432098765432098,0.2812499999999995,0.4444444444444444,1,15,1.0,26,1501,0.5714285714285714,32,26,18,0.0987654320987654,17.776003086419752,6,1,5,2,0,2,2,0,2,0,1,-1
185,1613,2025-03-01,J.League,浦和レッズ,鹿島アントラーズ,A,A,True,0.40810442277002956,0.18978703585404466,0.4021085413759259,0.40810442277002956,0.392156862745098,-2.1564935064935065,0.6734006734006733,-10,20,0.4,-18,1526,0.8,140,18,29,0.2812438106555753,53.98754746342981,1,9,-8,0,3,-3,0,5,-5,1,0,1
186,1613,2025-03-01,J.League,富山,FC大阪,H,D,False,0.4123771839585053,0.4123771839585053,0.305079393498664,0.2825434225428302,0.3174603174603174,0.75,0.3703703703703703,-18,30,1.0,27,1473,0.3333333333333333,16,27,15,0.0529100529100529,12.510582010582011,7,1,6,2,0,2,3,0,3,0,1,-1
187,1613,2025-03-01,J.League,いわきFC,藤枝MYFC,H,A,False,0.3684037048011254,0.3684037048011254,0.30874320251952425,0.32285309267935014,0.5387205387205387,0.2314285714285713,0.6349206349206349,-8,28,0.3333333333333333,6,1501,0.6666666666666666,3,6,6,0.0962000962000961,2.6155257335257334,6,5,1,2,1,1,2,4,-2,0,0,0
188,1613,2025-03-01,J.League,FC今治,アルビレックス新潟,A,A,True,0.40028908278199254,0.22096902229579404,0.3787418949222136,0.40028908278199254,0.5925925925925926,0.3214285714285716,0.2592592592592592,33,27,0.6,-6,1517,0.8571428571428571,82,6,3,0.3333333333333333,30.33095238095238,5,3,2,1,1,0,3,0,3,0,1,-1
189,1613,2025-03-01,J.League,北海道コンサドーレ札幌,岐阜,A,A,True,0.43618051098626837,0.30473895227719316,0.2590805367365385,0.43618051098626837,0.3988603988603988,0.1937500000000001,0.7407407407407407,-19,26,0.0,17,1499,0.6,39,17,11,0.3418803418803419,18.007126068376067,3,6,-3,1,2,-1,0,2,-2,2,0,2
190,1613,2025-03-01,J.League,栃木シティ,湘南ベルマーレ,D,A,False,0.35460261050195574,0.3113718187210081,0.35460261050195574,0.3340255707770364,0.3703703703703703,1.1911764705882353,0.1949317738791423,70,47,1.0,-11,1499,0.5,103,11,3,0.175438596491228,39.07332301341589,3,3,0,1,1,0,0,0,0,2,2,0
191,1613,2025-03-01,J.League,V・ファーレン長崎,セレッソ大阪,A,H,False,0.38595234815583224,0.3238152961770967,0.29023235566707084,0.38595234815583224,0.5387205387205387,0.2250000000000001,0.4444444444444444,0,23,0.5,-10,1501,0.5,20,10,10,0.0942760942760942,9.56385521885522,7,4,3,2,1,1,3,0,3,0,1,-1
192,1613,2025-03-01,J.League,ファジアーノ岡山,名古屋グランパス,H,D,False,0.481625274968073,0.481625274968073,0.2714996008426924,0.24687512418923513,0.2962962962962963,-0.0264705882352942,0.322061191626409,-12,25,0.8,-7,1457,0.2222222222222222,5,7,4,0.0257648953301127,3.5104470967130816,2,4,-2,0,1,-1,0,0,0,1,1,0
193,1613,2025-03-01,J.League,横浜F・マリノス,東京ヴェルディ,H,H,True,0.46787449372434486,0.46787449372434486,0.23953090085939335,0.2925946054162614,0.4377104377104377,0.4499999999999997,0.4444444444444444,48,6,0.7142857142857143,8,1535,0.7777777777777778,30,8,7,0.0067340067340067,12.591346801346802,3,7,-4,1,2,-1,1,3,-2,0,0,0
194,1613,2025-03-01,J.League,川崎フロンターレ,水戸ホーリーホック,H,D,False,0.34874421156913105,0.34874421156913105,0.31870911488668074,0.33254667354418815,0.4830917874396135,-0.2571428571428575,0.5387205387205387,-31,9,0.4444444444444444,15,1492,0.6153846153846154,15,15,15,0.0556287512809252,9.062554321684756,4,4,0,1,1,0,0,2,-2,1,0,1
195,1613,2025-03-01,J.League,ガンバ大阪,清水エスパルス,H,A,False,0.4014394806790458,0.4014394806790458,0.3206593978277772,0.2779011214931768,0.5723905723905723,0.84375,0.3367003367003366,71,3,0.75,14,1537,0.8333333333333334,103,14,17,0.2356902356902356,39.76588804713805,5,3,2,1,1,0,4,0,4,0,1,-1
196,1614,2025-03-08,J.League,ファジアーノ岡山,京都サンガF.C.,A,H,False,0.4543072336992246,0.19514189043809532,0.3505508758626805,0.4543072336992246,0.3333333333333333,-1.0500000000000005,0.6237816764132553,-67,23,0.375,-17,1465,0.3333333333333333,106,17,17,0.290448343079922,41.61808966861598,2,6,-4,0,2,-2,1,1,0,0,0,0
197,1614,2025-03-08,J.League,FC東京,横浜F・マリノス,A,H,False,0.3704619442589858,0.3267307257199917,0.3028073300210228,0.3704619442589858,0.404040404040404,-0.6853846153846157,0.4713804713804713,-6,10,0.5833333333333334,-6,1489,0.5,62,6,8,0.0673400673400673,23.35054493654493,4,6,-2,1,2,-1,0,2,-2,1,0,1
198,1614,2025-03-08,J.League,ガンバ大阪,V・ファーレン長崎,H,H,True,0.43529777077604465,0.43529777077604465,0.24343157439538524,0.3212706548285698,0.5387205387205387,0.0,0.5555555555555555,10,3,0.5555555555555556,16,1526,0.7692307692307693,5,16,17,0.0168350168350167,5.753367003367004,4,7,-3,1,2,-1,0,4,-4,1,0,1
199,1614,2025-03-08,J.League,アビスパ福岡,名古屋グランパス,A,A,True,0.3972726303249443,0.33999543696869067,0.2627319327063656,0.3972726303249443,0.4938271604938271,0.3542986425339367,0.3542673107890499,38,9,0.8,9,1514,0.7272727272727273,67,9,7,0.1395598497047772,25.79877169844774,1,2,-1,0,0,0,0,1,-1,2,0,2
200,1614,2025-03-08,J.League,いわきFC,大宮,D,D,True,0.35708953926186465,0.3437590234435841,0.35708953926186465,0.29915143729455185,0.4713804713804713,-1.028571428571429,0.4232804232804232,-18,30,0.3333333333333333,4,1492,0.5714285714285714,14,4,3,0.0481000481000481,6.115334295334295,6,6,0,2,2,0,0,1,-1,1,0,1
201,1614,2025-03-08,J.League,モンテディオ山形,ブラウブリッツ秋田,H,A,False,0.4066990653650469,0.4066990653650469,0.2884643010697857,0.3048366335651679,0.4629629629629629,0.4363636363636365,0.5092592592592592,-14,15,0.625,5,1494,0.5,12,5,3,0.0462962962962962,5.546531986531986,5,7,-2,1,2,-1,4,3,1,0,0,0
202,1614,2025-03-08,J.League,浦和レッズ,水戸ホーリーホック,A,H,False,0.4566090205416009,0.30510556075792583,0.2382854187004727,0.4566090205416009,0.3703703703703703,-0.2892857142857141,0.5555555555555555,-5,21,0.5,1,1517,0.6666666666666666,46,1,2,0.1851851851851851,16.444894179894177,1,5,-4,0,1,-1,0,3,-3,2,0,2
203,1614,2025-03-08,J.League,セレッソ大阪,清水エスパルス,H,D,False,0.4340803055655023,0.4340803055655023,0.2536240094262365,0.31229568500826166,0.4074074074074074,0.0969230769230768,0.3367003367003366,25,14,0.6923076923076923,2,1501,0.7,29,2,1,0.0707070707070707,10.683526029526028,3,6,-3,1,2,-1,0,1,-1,2,0,2
204,1614,2025-03-08,J.League,ジェフユナイテッド千葉,柏レイソル,H,H,True,0.3678966103976085,0.3678966103976085,0.26742731883625986,0.3646760707661315,0.5387205387205387,-0.5785714285714287,0.505050505050505,16,27,0.6,-22,1518,1.0,21,22,21,0.0336700336700337,12.972448292448291,5,3,2,1,1,0,5,1,4,0,0,0
205,1614,2025-03-08,J.League,ベガルタ仙台,湘南ベルマーレ,D,D,True,0.37851376852438323,0.3610177918076722,0.37851376852438323,0.26046843966794425,0.5432098765432098,0.7411764705882355,0.1949317738791423,61,17,0.9,20,1501,0.625,117,20,14,0.3482781026640675,46.16789091465046,7,3,4,2,1,1,3,1,2,0,0,0
206,1614,2025-03-08,J.League,藤枝MYFC,ジュビロ磐田,D,D,True,0.3636839132312628,0.29056378849311026,0.3636839132312628,0.3457522982756272,0.6481481481481481,-0.54,0.5555555555555555,0,32,0.0,7,1500,1.0,13,7,6,0.0925925925925926,6.426518518518518,5,4,1,1,1,0,5,2,3,0,0,0
207,1614,2025-03-08,J.League,八戸,横浜FC,D,D,True,0.3987094273914401,0.33659524008677555,0.3987094273914401,0.2646953325217841,0.4938271604938271,0.3375000000000003,0.2222222222222222,53,38,0.9,-7,1499,0.5,90,7,6,0.2716049382716048,33.371820987654324,2,0,2,0,0,0,1,0,1,0,5,-5
208,1614,2025-03-08,J.League,鹿島アントラーズ,東京ヴェルディ,D,A,False,0.38244067331978215,0.38046830698738404,0.38244067331978215,0.2370910196928338,0.6734006734006733,2.7000000000000006,0.4444444444444444,92,1,0.75,11,1571,1.0,127,11,24,0.2289562289562289,47.78579124579124,9,4,5,3,1,2,5,0,5,0,1,-1
209,1616,2025-03-15,J.League,水戸ホーリーホック,FC東京,H,D,False,0.38390765653243125,0.38390765653243125,0.2658567396800833,0.3502356037874856,0.5128205128205128,-0.2812500000000004,0.4377104377104377,-19,22,0.5555555555555556,-15,1491,0.5,1,15,14,0.075110075110075,4.171272015022015,2,6,-4,0,2,-2,0,1,-1,1,0,1
210,1616,2025-03-15,J.League,清水エスパルス,ファジアーノ岡山,H,D,False,0.4764237494200711,0.4764237494200711,0.227544498279963,0.2960317522999666,0.3367003367003366,0.1800000000000001,0.3333333333333333,4,18,0.8,5,1484,0.4444444444444444,8,5,5,0.0033670033670033,4.086673400673401,4,4,0,1,1,0,2,2,0,0,0,0
211,1616,2025-03-15,J.League,八戸,栃木シティ,D,A,False,0.39101180394497603,0.32083138948903345,0.39101180394497603,0.28815680656599085,0.5291005291005291,-0.3600000000000003,0.2962962962962963,-3,37,0.0,10,1497,0.6,15,10,3,0.2328042328042328,7.868560846560847,2,0,2,0,0,0,2,0,2,0,3,-3
212,1616,2025-03-15,J.League,ジュビロ磐田,北海道コンサドーレ札幌,A,A,True,0.4244854958310994,0.31877365221738113,0.2567408519515197,0.4244854958310994,0.5925925925925926,0.0562500000000003,0.3418803418803419,19,39,0.625,-12,1509,0.75,35,12,8,0.2507122507122507,15.311392450142453,5,0,5,1,0,1,3,0,3,0,3,-3
213,1616,2025-03-15,J.League,東京ヴェルディ,浦和レッズ,H,H,True,0.4034231135909889,0.4034231135909889,0.23993393479553463,0.3566429516134767,0.4814814814814814,0.3170454545454544,0.3898635477582846,60,9,0.8333333333333334,8,1523,0.75,37,8,7,0.0916179337231968,15.031732677653729,4,3,1,1,1,0,1,1,0,0,0,0
214,1616,2025-03-15,J.League,V・ファーレン長崎,アビスパ福岡,H,H,True,0.4255386685283006,0.4255386685283006,0.2267362004877158,0.3477251309839839,0.4938271604938271,0.1335164835164835,0.4938271604938271,15,24,0.7,-13,1510,0.6666666666666666,17,13,12,0.0,9.226703296703295,6,0,6,2,0,2,0,0,0,1,3,-2
215,1616,2025-03-15,J.League,京都サンガF.C.,セレッソ大阪,A,A,True,0.38806931478120643,0.37029966115851537,0.2416310240602781,0.38806931478120643,0.5847953216374269,0.9214285714285716,0.4074074074074074,36,6,0.6,13,1522,0.8181818181818182,55,13,12,0.1773879142300194,22.71976329713172,3,1,2,1,0,1,0,1,-1,1,0,1
216,1616,2025-03-15,J.League,柏レイソル,町田,H,A,False,0.4918541673502504,0.4918541673502504,0.22903228715137597,0.2791135454983733,0.4713804713804713,0.1349999999999998,0.50682261208577,37,5,0.75,3,1530,0.7272727272727273,6,3,5,0.0354421407052986,2.88408842814106,3,4,-1,1,1,0,0,1,-1,1,0,1
217,1616,2025-03-15,J.League,横浜F・マリノス,ジェフユナイテッド千葉,H,H,True,0.3773057440178661,0.3773057440178661,0.29436808462929315,0.3283261713528403,0.4713804713804713,0.6557142857142857,0.5555555555555555,59,4,0.7142857142857143,17,1550,0.8888888888888888,21,17,19,0.0841750841750841,11.747977873977874,6,5,1,2,1,1,0,5,-5,1,0,1
218,1616,2025-03-15,J.League,名古屋グランパス,ヴィッセル神戸,A,A,True,0.40232696277689384,0.30961952463950193,0.2880535125836043,0.40232696277689384,0.3542673107890499,-0.2193749999999998,0.5555555555555555,-26,13,0.75,1,1474,0.4166666666666667,60,1,1,0.2012882447665056,21.3341326489533,4,4,0,1,1,0,2,2,0,0,0,0
219,1616,2025-03-15,J.League,鹿島アントラーズ,川崎フロンターレ,D,H,False,0.3868106472756142,0.30167078532768615,0.3868106472756142,0.3115185673966998,0.6734006734006733,2.8285714285714296,0.505050505050505,50,1,0.5555555555555556,9,1560,0.9166666666666666,113,9,21,0.1683501683501683,42.39938431938432,6,2,4,2,0,2,0,1,-1,1,0,1
220,1616,2025-03-15,J.League,サンフレッチェ広島,ガンバ大阪,D,H,False,0.37897499283446545,0.2834901290429856,0.37897499283446545,0.3375348781225491,0.6397306397306397,1.5428571428571427,0.5387205387205387,43,2,0.5555555555555556,1,1553,0.9090909090909092,65,1,11,0.101010101010101,23.32877344877345,7,6,1,2,2,0,5,1,4,0,0,0
221,1617,2025-03-18,J.League,ジェフユナイテッド千葉,FC東京,A,A,True,0.4122500920508739,0.3164958918453619,0.27125401610376415,0.4122500920508739,0.5555555555555555,0.02967032967033,0.4377104377104377,16,23,0.6,-13,1526,1.0,17,13,12,0.1178451178451177,9.229503089503089,4,4,0,1,1,0,0,2,-2,1,0,1
222,1617,2025-03-18,J.League,名古屋グランパス,サンフレッチェ広島,A,H,False,0.5807400793810382,0.17861910335594008,0.24064081726302192,0.5807400793810382,0.322061191626409,-3.1235294117647068,0.6734006734006733,-76,19,0.3636363636363636,-18,1466,0.3846153846153846,177,18,30,0.3513394817742643,67.14497377870778,4,7,-3,1,2,-1,0,5,-5,1,0,1
