round_from,round_to,rounds_evaluated,matches_evaluated,rf_accuracy,lgbm_accuracy,ensemble_accuracy,models_agree_rate,average_best_hits,average_match_count,exact_ticket_rounds,one_miss_or_better_rounds,two_miss_or_better_rounds,total_investment_yen,confidence,monetary_roi,monetary_roi_note
1276,1601,176,2073,0.3854317414375302,0.3791606367583213,0.39122045344910755,0.6975397973950795,6.517045454545454,11.778409090909092,9,20,26,875900,"{'HIGH': {'rows': 286, 'ensemble_accuracy': 0.44405594405594406}, 'MEDIUM': {'rows': 863, 'ensemble_accuracy': 0.39745075318655854}, 'LOW': {'rows': 924, 'ensemble_accuracy': 0.36904761904761907}}",,Historical payout data is not connected yet. Accuracy and 50-ticket hit counts are true out-of-sample v6 results.
