round_no,match_no,home_team,away_team,reason,kickoff_at,date_distance_days,closest_prediction_date
1326,6,川崎,広島,out_of_v6_jleague_scope,2022-09-10,,
1335,1,マンC,ブレント,out_of_v6_jleague_scope,2022-11-12,,
1335,2,トテナム,リーズ,out_of_v6_jleague_scope,2022-11-13,,
1335,3,ウルヴァー,アーセナル,out_of_v6_jleague_scope,2022-11-13,,
1335,4,リヴァプ,サウザン,out_of_v6_jleague_scope,2022-11-13,,
1335,5,ニュカッスル,チェルシー,out_of_v6_jleague_scope,2022-11-13,,
1335,6,ブレーメン,ライプツィ,out_of_v6_jleague_scope,2022-11-12,,
1335,7,マンC,ブレント,out_of_v6_jleague_scope,2022-11-12,,
1335,8,トテナム,リーズ,out_of_v6_jleague_scope,2022-11-13,,
1335,9,ウルヴァー,アーセナル,out_of_v6_jleague_scope,2022-11-13,,
1335,10,リヴァプ,サウザン,out_of_v6_jleague_scope,2022-11-13,,
1335,11,ニュカッスル,チェルシー,out_of_v6_jleague_scope,2022-11-13,,
1335,12,ボンマウス,エヴァトン,out_of_v6_jleague_scope,2022-11-13,,
1335,13,ウェストハム,レスター,out_of_v6_jleague_scope,2022-11-13,,
1336,1,セネガル,オランダ,out_of_v6_jleague_scope,2022-11-22,,
1336,2,アメリカ,ウェールズ,out_of_v6_jleague_scope,2022-11-22,,
1336,3,メキシコ,ポーラン,out_of_v6_jleague_scope,2022-11-23,,
1336,4,ウルグアイ,韓国,out_of_v6_jleague_scope,2022-11-24,,
1336,5,スイス,カメルーン,out_of_v6_jleague_scope,2022-11-24,,
1336,6,セネガル,オランダ,out_of_v6_jleague_scope,2022-11-22,,
1336,7,アメリカ,ウェールズ,out_of_v6_jleague_scope,2022-11-22,,
1336,8,メキシコ,ポーラン,out_of_v6_jleague_scope,2022-11-23,,
1336,9,ウルグアイ,韓国,out_of_v6_jleague_scope,2022-11-24,,
1336,10,スイス,カメルーン,out_of_v6_jleague_scope,2022-11-24,,
1336,11,ベルギー,カナダ,out_of_v6_jleague_scope,2022-11-24,,
1336,12,フランス,オーストラリ,out_of_v6_jleague_scope,2022-11-23,,
1336,13,スペイン,コスタリカ,out_of_v6_jleague_scope,2022-11-24,,
1337,1,カタール,セネガル,out_of_v6_jleague_scope,2022-11-25,,
1337,2,オランダ,エクアドル,out_of_v6_jleague_scope,2022-11-26,,
1337,3,チュニジア,オーストラリ,out_of_v6_jleague_scope,2022-11-26,,
1337,4,クロアチア,カナダ,out_of_v6_jleague_scope,2022-11-28,,
1337,5,韓国,ガーナ,out_of_v6_jleague_scope,2022-11-28,,
1337,6,カタール,セネガル,out_of_v6_jleague_scope,2022-11-25,,
1337,7,オランダ,エクアドル,out_of_v6_jleague_scope,2022-11-26,,
1337,8,チュニジア,オーストラリ,out_of_v6_jleague_scope,2022-11-26,,
1337,9,クロアチア,カナダ,out_of_v6_jleague_scope,2022-11-28,,
1337,10,韓国,ガーナ,out_of_v6_jleague_scope,2022-11-28,,
1337,11,イングラン,アメリカ,out_of_v6_jleague_scope,2022-11-26,,
1337,12,アルゼンチ,メキシコ,out_of_v6_jleague_scope,2022-11-27,,
1337,13,ブラジル,スイス,out_of_v6_jleague_scope,2022-11-29,,
1338,1,ウェールズ,イングラン,out_of_v6_jleague_scope,2022-11-30,,
1338,2,イラン,アメリカ,out_of_v6_jleague_scope,2022-11-30,,
1338,3,オーストラリ,デンマーク,out_of_v6_jleague_scope,2022-12-01,,
1338,4,サウジ,メキシコ,out_of_v6_jleague_scope,2022-12-01,,
1338,5,セルビア,スイス,out_of_v6_jleague_scope,2022-12-03,,
1338,6,ウェールズ,イングラン,out_of_v6_jleague_scope,2022-11-30,,
1338,7,イラン,アメリカ,out_of_v6_jleague_scope,2022-11-30,,
1338,8,オーストラリ,デンマーク,out_of_v6_jleague_scope,2022-12-01,,
1338,9,サウジ,メキシコ,out_of_v6_jleague_scope,2022-12-01,,
1338,10,セルビア,スイス,out_of_v6_jleague_scope,2022-12-03,,
1338,11,オランダ,カタール,out_of_v6_jleague_scope,2022-11-30,,
1338,12,韓国,ポルトガ,out_of_v6_jleague_scope,2022-12-03,,
1338,13,コスタリカ,ドイツ,out_of_v6_jleague_scope,2022-12-02,,
1341,1,ブレント,トテナム,out_of_v6_jleague_scope,2022-12-26,,
1341,2,レスター,ニュカッスル,out_of_v6_jleague_scope,2022-12-27,,
1341,3,サウザン,ブライトン,out_of_v6_jleague_scope,2022-12-27,,
1341,4,アストン,リヴァプ,out_of_v6_jleague_scope,2022-12-27,,
1341,5,アーセナル,ウェストハム,out_of_v6_jleague_scope,2022-12-27,,
1341,6,ウェストハム,1,out_of_v6_jleague_scope,2022-12-16,,
1343,1,トテナム,0,out_of_v6_jleague_scope,2023-01-01,,
1343,2,アストン,2,out_of_v6_jleague_scope,2022-12-29,,
1343,3,ノッティン,1,out_of_v6_jleague_scope,2023-01-02,,
1343,4,チェルシー,1,out_of_v6_jleague_scope,2022-12-29,,
1343,6,リヴァプ,1,out_of_v6_jleague_scope,2022-12-29,,
1344,1,サウザン,ノッティン,out_of_v6_jleague_scope,2023-01-05,,
1344,2,リーズ,ウェストハム,out_of_v6_jleague_scope,2023-01-05,,
1344,3,アストン,ウルヴァー,out_of_v6_jleague_scope,2023-01-05,,
1344,4,クリスタル,トテナム,out_of_v6_jleague_scope,2023-01-05,,
1344,5,チェルシー,マンC,out_of_v6_jleague_scope,2023-01-06,,
1344,6,マンC,1,out_of_v6_jleague_scope,2023-01-01,,
1345,1,ニュカッスル,フラム,out_of_v6_jleague_scope,2023-01-15,,
1345,2,エヴァトン,サウザン,out_of_v6_jleague_scope,2023-01-15,,
1345,3,ノッティン,レスター,out_of_v6_jleague_scope,2023-01-15,,
1345,4,ウルヴァー,ウェストハム,out_of_v6_jleague_scope,2023-01-15,,
1345,5,ブレント,ボンマウス,out_of_v6_jleague_scope,2023-01-15,,
1345,6,アーセナル,2,out_of_v6_jleague_scope,2023-01-04,,
1346,1,アーセナル,マンU,out_of_v6_jleague_scope,2023-01-23,,
1346,2,レスター,ブライトン,out_of_v6_jleague_scope,2023-01-22,,
1346,3,マンC,ウルヴァー,out_of_v6_jleague_scope,2023-01-22,,
1346,4,クリスタル,ニュカッスル,out_of_v6_jleague_scope,2023-01-22,,
1346,5,リヴァプ,チェルシー,out_of_v6_jleague_scope,2023-01-21,,
1346,6,ボーフム,ヘルタ,out_of_v6_jleague_scope,2023-01-21,,
1346,7,ケルン,ブレーメン,out_of_v6_jleague_scope,2023-01-22,,
1346,8,ドルト,アウグス,out_of_v6_jleague_scope,2023-01-22,,
1346,9,アーセナル,マンU,out_of_v6_jleague_scope,2023-01-23,,
1346,10,レスター,ブライトン,out_of_v6_jleague_scope,2023-01-22,,
1346,11,マンC,ウルヴァー,out_of_v6_jleague_scope,2023-01-22,,
1346,12,クリスタル,ニュカッスル,out_of_v6_jleague_scope,2023-01-22,,
1346,13,リヴァプ,チェルシー,out_of_v6_jleague_scope,2023-01-21,,
1347,1,フライブル,アウグス,out_of_v6_jleague_scope,2023-01-28,,
1347,2,ホッフェン,メンヘン,out_of_v6_jleague_scope,2023-01-28,,
1347,3,ヘルタ,ウニオン,out_of_v6_jleague_scope,2023-01-28,,
1347,4,バイエルン,フランクフル,out_of_v6_jleague_scope,2023-01-29,,
1347,5,シャルケ,ケルン,out_of_v6_jleague_scope,2023-01-29,,
1347,6,ケルン,0,out_of_v6_jleague_scope,2023-01-21,,
1348,1,エヴァトン,アーセナル,out_of_v6_jleague_scope,2023-02-04,,
1348,2,ブライトン,ボンマウス,out_of_v6_jleague_scope,2023-02-05,,
1348,3,ニュカッスル,ウェストハム,out_of_v6_jleague_scope,2023-02-05,,
1348,4,マンU,クリスタル,out_of_v6_jleague_scope,2023-02-05,,
1348,5,ウルヴァー,リヴァプ,out_of_v6_jleague_scope,2023-02-05,,
1348,6,ケルン,ライプツィ,out_of_v6_jleague_scope,2023-02-04,,
1348,7,エヴァトン,アーセナル,out_of_v6_jleague_scope,2023-02-04,,
1348,8,ブライトン,ボンマウス,out_of_v6_jleague_scope,2023-02-05,,
1348,9,ニュカッスル,ウェストハム,out_of_v6_jleague_scope,2023-02-05,,
1348,10,マンU,クリスタル,out_of_v6_jleague_scope,2023-02-05,,
1348,11,ウルヴァー,リヴァプ,out_of_v6_jleague_scope,2023-02-05,,
1348,12,ブレント,サウザン,out_of_v6_jleague_scope,2023-02-05,,
1348,13,アストン,レスター,out_of_v6_jleague_scope,2023-02-05,,
1349,1,アーセナル,ブレント,out_of_v6_jleague_scope,2023-02-12,,
1349,2,クリスタル,ブライトン,out_of_v6_jleague_scope,2023-02-12,,
1349,3,レスター,トテナム,out_of_v6_jleague_scope,2023-02-12,,
1349,4,ボンマウス,ニュカッスル,out_of_v6_jleague_scope,2023-02-12,,
1349,5,フラム,ノッティン,out_of_v6_jleague_scope,2023-02-12,,
1349,6,マインツ,アウグス,out_of_v6_jleague_scope,2023-02-11,,
1349,7,ホッフェン,レヴァー,out_of_v6_jleague_scope,2023-02-11,,
1349,8,アーセナル,ブレント,out_of_v6_jleague_scope,2023-02-12,,
1349,9,クリスタル,ブライトン,out_of_v6_jleague_scope,2023-02-12,,
1349,10,レスター,トテナム,out_of_v6_jleague_scope,2023-02-12,,
1349,11,ボンマウス,ニュカッスル,out_of_v6_jleague_scope,2023-02-12,,
1349,12,フラム,ノッティン,out_of_v6_jleague_scope,2023-02-12,,
1349,13,ウェストハム,チェルシー,out_of_v6_jleague_scope,2023-02-11,,
1354,1,鳥栖,札幌,date_distance_gt_window,2023-03-08,94.0,2023-06-10
1354,2,湘南,浦和,date_distance_gt_window,2023-03-08,170.0,2023-08-25
1354,3,神戸,名古屋,date_distance_gt_window,2023-03-08,179.0,2022-09-10
1354,4,柏,鹿島,date_distance_gt_window,2023-03-08,32.0,2023-04-09
1354,5,京都,G大阪,date_distance_gt_window,2023-03-08,38.0,2023-04-15
1354,6,FC東京,0,out_of_v6_jleague_scope,2023-03-01,,
1357,1,横浜FC,神戸,date_distance_gt_window,2023-03-26,133.0,2023-08-06
1357,2,鳥栖,横浜FM,date_distance_gt_window,2023-03-26,38.0,2023-05-03
1357,3,浦和,清水,date_distance_gt_window,2023-03-26,354.0,2022-04-06
1357,4,G大阪,C大阪,date_distance_gt_window,2023-03-26,38.0,2023-05-03
1357,6,FC東京,京都,date_distance_gt_window,2023-03-26,139.0,2023-08-12
1357,7,横浜FC,神戸,date_distance_gt_window,2023-03-26,133.0,2023-08-06
1357,8,鳥栖,横浜FM,date_distance_gt_window,2023-03-26,38.0,2023-05-03
1357,9,浦和,清水,date_distance_gt_window,2023-03-26,354.0,2022-04-06
1357,10,G大阪,C大阪,date_distance_gt_window,2023-03-26,38.0,2023-05-03
1359,1,湘南,清水,date_distance_gt_window,2023-04-05,337.0,2022-05-03
1359,2,鹿島,福岡,date_distance_gt_window,2023-04-05,24.0,2023-03-12
1359,3,京都,C大阪,date_distance_gt_window,2023-04-05,39.0,2023-05-14
1359,4,G大阪,FC東京,date_distance_gt_window,2023-04-05,67.0,2023-06-11
1359,5,名古屋,横浜FC,date_distance_gt_window,2023-04-05,150.0,2023-09-02
1359,6,柏,0,out_of_v6_jleague_scope,2023-03-29,,
1362,1,磐田,横浜FM,date_distance_gt_window,2023-04-19,325.0,2022-05-29
1362,2,川崎F,清水,date_distance_gt_window,2023-04-19,193.0,2022-10-08
1362,3,広島,神戸,date_distance_gt_window,2023-04-19,150.0,2023-09-16
1362,4,柏,新潟,date_distance_gt_window,2023-04-19,66.0,2023-06-24
1362,5,FC東京,G大阪,date_distance_gt_window,2023-04-19,165.0,2023-10-01
1362,6,湘南,1,out_of_v6_jleague_scope,2023-04-12,,
1369,1,札幌,横浜FM,date_distance_gt_window,2023-05-24,73.0,2023-03-12
1369,2,鳥栖,磐田,date_distance_gt_window,2023-05-24,290.0,2022-08-07
1369,3,横浜FC,広島,date_distance_gt_window,2023-05-24,39.0,2023-04-15
1369,4,新潟,福岡,date_distance_gt_window,2023-05-24,39.0,2023-04-15
1369,5,浦和,川崎F,date_distance_gt_window,2023-05-24,31.0,2023-06-24
1369,6,神戸,1,out_of_v6_jleague_scope,2023-05-17,,
1372,1,千葉,大宮,date_distance_gt_window,2023-06-07,39.0,2023-04-29
1372,2,徳島,いわき,date_distance_gt_window,2023-06-07,95.0,2023-09-10
1372,3,札幌,相模原,no_exact_pair_match,2023-06-07,,
1372,4,鳥栖,宮崎,no_exact_pair_match,2023-06-07,,
1372,5,水戸,山口,date_distance_gt_window,2023-06-07,10.0,2023-05-28
1372,6,千葉,大宮,date_distance_gt_window,2023-06-07,39.0,2023-04-29
1372,7,徳島,いわき,date_distance_gt_window,2023-06-07,95.0,2023-09-10
1372,8,札幌,相模原,no_exact_pair_match,2023-06-07,,
1372,9,鳥栖,宮崎,no_exact_pair_match,2023-06-07,,
1372,10,水戸,山口,date_distance_gt_window,2023-06-07,10.0,2023-05-28
1372,11,秋田,栃木,date_distance_gt_window,2023-06-07,31.0,2023-05-07
1372,12,長崎,甲府,date_distance_gt_window,2023-06-07,56.0,2023-04-12
1372,13,岡山,北九州,no_exact_pair_match,2023-06-07,,
1374,1,札幌,磐田,date_distance_gt_window,2023-06-18,280.0,2022-09-11
1374,2,清水,浦和,date_distance_gt_window,2023-06-18,337.0,2022-07-16
1374,3,鹿島,新潟,date_distance_gt_window,2023-06-18,69.0,2023-08-26
1374,4,横浜FM,鳥栖,date_distance_gt_window,2023-06-18,89.0,2023-09-15
1374,5,神戸,横浜FC,date_distance_gt_window,2023-06-18,42.0,2023-05-07
1374,6,札幌,磐田,date_distance_gt_window,2023-06-18,280.0,2022-09-11
1374,7,清水,浦和,date_distance_gt_window,2023-06-18,337.0,2022-07-16
1374,8,鹿島,新潟,date_distance_gt_window,2023-06-18,69.0,2023-08-26
1374,9,横浜FM,鳥栖,date_distance_gt_window,2023-06-18,89.0,2023-09-15
1374,10,神戸,横浜FC,date_distance_gt_window,2023-06-18,42.0,2023-05-07
1377,1,浦和,3,out_of_v6_jleague_scope,2023-06-28,,
1377,2,湘南,1,out_of_v6_jleague_scope,2023-06-21,,
1377,3,清水,0,out_of_v6_jleague_scope,2023-06-28,,
1377,4,秋田,1,out_of_v6_jleague_scope,2023-06-21,,
1377,5,磐田,1,out_of_v6_jleague_scope,2023-06-28,,
1377,6,甲府,1,out_of_v6_jleague_scope,2023-06-21,,
1381,1,名古屋,仙台,no_exact_pair_match,2023-07-12,,
1381,2,鹿島,甲府,no_exact_pair_match,2023-07-12,,
1381,3,C大阪,大宮,no_exact_pair_match,2023-07-12,,
1381,4,湘南,岡山,date_distance_gt_window,2023-07-12,690.0,2025-06-01
1381,5,川崎F,水戸,no_exact_pair_match,2023-07-12,,
1381,6,名古屋,仙台,no_exact_pair_match,2023-07-12,,
1381,7,鹿島,甲府,no_exact_pair_match,2023-07-12,,
1381,8,C大阪,大宮,no_exact_pair_match,2023-07-12,,
1381,9,湘南,岡山,date_distance_gt_window,2023-07-12,690.0,2025-06-01
1381,10,川崎F,水戸,no_exact_pair_match,2023-07-12,,
1381,11,FC東京,東京V,date_distance_gt_window,2023-07-12,402.0,2024-08-17
1381,12,鳥栖,熊本,date_distance_gt_window,2023-07-12,801.0,2025-09-20
1385,1,名古屋,浦和,date_distance_gt_window,2023-08-02,115.0,2023-04-09
1385,2,C大阪,湘南,date_distance_gt_window,2023-08-02,59.0,2023-09-30
1385,3,柏,札幌,date_distance_gt_window,2023-08-02,60.0,2023-06-03
1385,4,甲府,神戸,no_exact_pair_match,2023-08-02,,
1385,5,栃木,福岡,no_exact_pair_match,2023-08-02,,
1385,6,札幌,0,out_of_v6_jleague_scope,2023-07-26,,
1391,1,新潟,1,out_of_v6_jleague_scope,2023-08-30,,
1391,2,川崎F,1,out_of_v6_jleague_scope,2023-08-23,,
1391,4,湘南,1,out_of_v6_jleague_scope,2023-08-23,,
1391,5,柏,2,out_of_v6_jleague_scope,2023-08-30,,
1391,6,名古屋,0,out_of_v6_jleague_scope,2023-08-23,,
1393,1,FC東京,1,out_of_v6_jleague_scope,2023-09-06,,
1393,2,福岡,0,out_of_v6_jleague_scope,2023-08-30,,
1393,3,G大阪,0,out_of_v6_jleague_scope,2023-09-06,,
1393,4,浦和,1,out_of_v6_jleague_scope,2023-08-30,,
1393,5,名古屋,1,out_of_v6_jleague_scope,2023-09-06,,
1393,6,鹿島,1,out_of_v6_jleague_scope,2023-08-30,,
1398,1,横浜FM,0,out_of_v6_jleague_scope,2023-09-29,,
1398,2,神戸,2,out_of_v6_jleague_scope,2023-09-22,,
1398,3,川崎F,2,out_of_v6_jleague_scope,2023-09-29,,
1398,5,浦和,1,out_of_v6_jleague_scope,2023-09-29,,
1398,6,横浜FC,1,out_of_v6_jleague_scope,2023-09-22,,
1403,1,川崎F,3,out_of_v6_jleague_scope,2023-10-20,,
1403,2,福岡,2,out_of_v6_jleague_scope,2023-10-13,,
1403,3,浦和,2,out_of_v6_jleague_scope,2023-10-20,,
1403,4,柏,0,out_of_v6_jleague_scope,2023-10-13,,
1403,5,甲府,1,out_of_v6_jleague_scope,2023-10-20,,
1403,6,長崎,1,out_of_v6_jleague_scope,2023-10-13,,
1408,1,オーストラリ,バングラ,out_of_v6_jleague_scope,2023-11-16,,
1408,2,フィリピン,ベトナム,out_of_v6_jleague_scope,2023-11-16,,
1408,3,韓国,シンガポ,out_of_v6_jleague_scope,2023-11-16,,
1408,4,マレーシア,キルギス,out_of_v6_jleague_scope,2023-11-16,,
1408,5,トルクメニス,ウズベキ,out_of_v6_jleague_scope,2023-11-16,,
1408,6,オーストラリ,バングラ,out_of_v6_jleague_scope,2023-11-16,,
1408,7,フィリピン,ベトナム,out_of_v6_jleague_scope,2023-11-16,,
1408,8,韓国,シンガポ,out_of_v6_jleague_scope,2023-11-16,,
1408,9,マレーシア,キルギス,out_of_v6_jleague_scope,2023-11-16,,
1408,10,トルクメニス,ウズベキ,out_of_v6_jleague_scope,2023-11-16,,
1408,11,UAE,ネパール,out_of_v6_jleague_scope,2023-11-17,,
1408,12,イラン,香港,out_of_v6_jleague_scope,2023-11-16,,
1408,13,サウジ,パキスタン,out_of_v6_jleague_scope,2023-11-17,,
1409,6,讃岐,2,out_of_v6_jleague_scope,2023-11-11,,
1410,1,シンガポ,タイ,out_of_v6_jleague_scope,2023-11-21,,
1410,2,香港,トルクメニス,out_of_v6_jleague_scope,2023-11-21,,
1410,3,ベトナム,イラク,out_of_v6_jleague_scope,2023-11-21,,
1410,4,インド,カタール,out_of_v6_jleague_scope,2023-11-21,,
1410,5,キルギス,オマーン,out_of_v6_jleague_scope,2023-11-21,,
1410,6,シンガポ,タイ,out_of_v6_jleague_scope,2023-11-21,,
1410,7,香港,トルクメニス,out_of_v6_jleague_scope,2023-11-21,,
1410,8,ベトナム,イラク,out_of_v6_jleague_scope,2023-11-21,,
1410,9,インド,カタール,out_of_v6_jleague_scope,2023-11-21,,
1410,10,キルギス,オマーン,out_of_v6_jleague_scope,2023-11-21,,
1410,11,台湾,マレーシア,out_of_v6_jleague_scope,2023-11-21,,
1410,12,バングラ,レバノン,out_of_v6_jleague_scope,2023-11-21,,
1410,13,ネパール,イエメン,out_of_v6_jleague_scope,2023-11-21,,
1414,1,ウルヴァー,バーンリー,out_of_v6_jleague_scope,2023-12-06,,
1414,2,クリスタル,ボンマウス,out_of_v6_jleague_scope,2023-12-07,,
1414,3,フラム,ノッティン,out_of_v6_jleague_scope,2023-12-07,,
1414,4,マンU,チェルシー,out_of_v6_jleague_scope,2023-12-07,,
1414,5,エヴァトン,ニュカッスル,out_of_v6_jleague_scope,2023-12-08,,
1414,6,ウェストハム,2,out_of_v6_jleague_scope,2023-11-28,,
1415,1,クリスタル,リヴァプ,out_of_v6_jleague_scope,2023-12-09,,
1415,2,ブライトン,バーンリー,out_of_v6_jleague_scope,2023-12-10,,
1415,3,アストン,アーセナル,out_of_v6_jleague_scope,2023-12-10,,
1415,4,ルートン,マンC,out_of_v6_jleague_scope,2023-12-10,,
1415,5,トテナム,ニュカッスル,out_of_v6_jleague_scope,2023-12-11,,
1415,6,ハイデンハ,ダルムシュ,out_of_v6_jleague_scope,2023-12-09,,
1415,7,ドルト,ライプツィ,out_of_v6_jleague_scope,2023-12-10,,
1415,8,ケルン,マインツ,out_of_v6_jleague_scope,2023-12-11,,
1415,9,クリスタル,リヴァプ,out_of_v6_jleague_scope,2023-12-09,,
1415,10,ブライトン,バーンリー,out_of_v6_jleague_scope,2023-12-10,,
1415,11,アストン,アーセナル,out_of_v6_jleague_scope,2023-12-10,,
1415,12,ルートン,マンC,out_of_v6_jleague_scope,2023-12-10,,
1415,13,トテナム,ニュカッスル,out_of_v6_jleague_scope,2023-12-11,,
1416,1,アーセナル,ブライトン,out_of_v6_jleague_scope,2023-12-17,,
1416,2,マンC,クリスタル,out_of_v6_jleague_scope,2023-12-17,,
1416,3,リヴァプ,マンU,out_of_v6_jleague_scope,2023-12-18,,
1416,4,ブレント,アストン,out_of_v6_jleague_scope,2023-12-17,,
1416,5,ニュカッスル,フラム,out_of_v6_jleague_scope,2023-12-17,,
1416,6,マインツ,ハイデンハ,out_of_v6_jleague_scope,2023-12-16,,
1416,7,ダルムシュ,ヴォルフス,out_of_v6_jleague_scope,2023-12-16,,
1416,8,ライプツィ,ホッフェン,out_of_v6_jleague_scope,2023-12-17,,
1416,9,アーセナル,ブライトン,out_of_v6_jleague_scope,2023-12-17,,
1416,10,マンC,クリスタル,out_of_v6_jleague_scope,2023-12-17,,
1416,11,リヴァプ,マンU,out_of_v6_jleague_scope,2023-12-18,,
1416,12,ブレント,アストン,out_of_v6_jleague_scope,2023-12-17,,
1416,13,ニュカッスル,フラム,out_of_v6_jleague_scope,2023-12-17,,
1417,1,ヴォルフス,バイエルン,out_of_v6_jleague_scope,2023-12-21,,
1417,2,ドルト,マインツ,out_of_v6_jleague_scope,2023-12-20,,
1417,3,ホッフェン,ダルムシュ,out_of_v6_jleague_scope,2023-12-20,,
1417,4,ウニオン,ケルン,out_of_v6_jleague_scope,2023-12-21,,
1417,5,レヴァー,ボーフム,out_of_v6_jleague_scope,2023-12-21,,
1417,6,アウグス,0,out_of_v6_jleague_scope,2023-12-12,,
1418,1,クリスタル,ブライトン,out_of_v6_jleague_scope,2023-12-22,,
1418,2,アストン,シェフィU,out_of_v6_jleague_scope,2023-12-23,,
1418,3,ウェストハム,マンU,out_of_v6_jleague_scope,2023-12-23,,
1418,4,トテナム,エヴァトン,out_of_v6_jleague_scope,2023-12-24,,
1418,5,リヴァプ,アーセナル,out_of_v6_jleague_scope,2023-12-24,,
1418,6,アーセナル,1,out_of_v6_jleague_scope,2023-12-16,,
1419,1,ニュカッスル,ノッティン,out_of_v6_jleague_scope,2023-12-26,,
1419,2,ボンマウス,フラム,out_of_v6_jleague_scope,2023-12-27,,
1419,3,シェフィU,ルートン,out_of_v6_jleague_scope,2023-12-27,,
1419,4,バーンリー,リヴァプ,out_of_v6_jleague_scope,2023-12-27,,
1419,5,マンU,アストン,out_of_v6_jleague_scope,2023-12-27,,
1419,6,アストン,2,out_of_v6_jleague_scope,2023-12-21,,
1420,1,ルートン,チェルシー,out_of_v6_jleague_scope,2023-12-30,,
1420,2,アストン,バーンリー,out_of_v6_jleague_scope,2023-12-31,,
1420,3,マンC,シェフィU,out_of_v6_jleague_scope,2023-12-31,,
1420,4,クリスタル,ブレント,out_of_v6_jleague_scope,2023-12-31,,
1420,5,ノッティン,マンU,out_of_v6_jleague_scope,2023-12-31,,
1420,6,マンU,1,out_of_v6_jleague_scope,2023-12-26,,
1423,1,ライプツィ,フランクフル,out_of_v6_jleague_scope,2024-01-13,,
1423,2,フライブル,ウニオン,out_of_v6_jleague_scope,2024-01-13,,
1423,3,マインツ,ヴォルフス,out_of_v6_jleague_scope,2024-01-13,,
1423,4,アウグス,レヴァー,out_of_v6_jleague_scope,2024-01-13,,
1423,5,ダルムシュ,ドルト,out_of_v6_jleague_scope,2024-01-14,,
1423,6,レヴァー,1,out_of_v6_jleague_scope,2024-01-05,,
1424,1,フライブル,ホッフェン,out_of_v6_jleague_scope,2024-01-20,,
1424,2,ケルン,ドルト,out_of_v6_jleague_scope,2024-01-20,,
1424,3,ボーフム,シュツット,out_of_v6_jleague_scope,2024-01-20,,
1424,4,ダルムシュ,フランクフル,out_of_v6_jleague_scope,2024-01-20,,
1424,5,ライプツィ,レヴァー,out_of_v6_jleague_scope,2024-01-21,,
1424,6,フランクフル,2,out_of_v6_jleague_scope,2024-01-13,,
1425,1,アウグス,バイエルン,out_of_v6_jleague_scope,2024-01-27,,
1425,2,シュツット,ライプツィ,out_of_v6_jleague_scope,2024-01-27,,
1425,3,ブレーメン,フライブル,out_of_v6_jleague_scope,2024-01-27,,
1425,4,レヴァー,メンヘン,out_of_v6_jleague_scope,2024-01-28,,
1425,5,ドルト,ボーフム,out_of_v6_jleague_scope,2024-01-29,,
1425,6,ボーフム,1,out_of_v6_jleague_scope,2024-01-20,,
1426,1,フラム,エヴァトン,out_of_v6_jleague_scope,2024-01-31,,
1426,2,クリスタル,シェフィU,out_of_v6_jleague_scope,2024-01-31,,
1426,3,マンC,バーンリー,out_of_v6_jleague_scope,2024-02-01,,
1426,4,トテナム,ブレント,out_of_v6_jleague_scope,2024-02-01,,
1426,5,ウルヴァー,マンU,out_of_v6_jleague_scope,2024-02-02,,
1426,6,ボンマウス,1,out_of_v6_jleague_scope,2024-01-23,,
1427,1,アーセナル,リヴァプ,out_of_v6_jleague_scope,2024-02-05,,
1427,2,ブライトン,クリスタル,out_of_v6_jleague_scope,2024-02-04,,
1427,3,シェフィU,アストン,out_of_v6_jleague_scope,2024-02-04,,
1427,4,エヴァトン,トテナム,out_of_v6_jleague_scope,2024-02-03,,
1427,5,マンU,ウェストハム,out_of_v6_jleague_scope,2024-02-04,,
1427,6,マインツ,ブレーメン,out_of_v6_jleague_scope,2024-02-03,,
1427,7,ダルムシュ,レヴァー,out_of_v6_jleague_scope,2024-02-03,,
1427,8,ヴォルフス,ホッフェン,out_of_v6_jleague_scope,2024-02-04,,
1427,9,アーセナル,リヴァプ,out_of_v6_jleague_scope,2024-02-05,,
1427,10,ブライトン,クリスタル,out_of_v6_jleague_scope,2024-02-04,,
1427,11,シェフィU,アストン,out_of_v6_jleague_scope,2024-02-04,,
1427,12,エヴァトン,トテナム,out_of_v6_jleague_scope,2024-02-03,,
1427,13,マンU,ウェストハム,out_of_v6_jleague_scope,2024-02-04,,
1428,1,リヴァプ,バーンリー,out_of_v6_jleague_scope,2024-02-11,,
1428,2,トテナム,ブライトン,out_of_v6_jleague_scope,2024-02-11,,
1428,3,ウェストハム,アーセナル,out_of_v6_jleague_scope,2024-02-11,,
1428,4,アストン,マンU,out_of_v6_jleague_scope,2024-02-12,,
1428,5,マンC,エヴァトン,out_of_v6_jleague_scope,2024-02-10,,
1428,6,ウニオン,ヴォルフス,out_of_v6_jleague_scope,2024-02-10,,
1428,7,ブレーメン,ハイデンハ,out_of_v6_jleague_scope,2024-02-10,,
1428,8,ホッフェン,ケルン,out_of_v6_jleague_scope,2024-02-12,,
1428,9,リヴァプ,バーンリー,out_of_v6_jleague_scope,2024-02-11,,
1428,10,トテナム,ブライトン,out_of_v6_jleague_scope,2024-02-11,,
1428,11,ウェストハム,アーセナル,out_of_v6_jleague_scope,2024-02-11,,
1428,12,アストン,マンU,out_of_v6_jleague_scope,2024-02-12,,
1428,13,マンC,エヴァトン,out_of_v6_jleague_scope,2024-02-10,,
1429,1,ブレント,リヴァプ,out_of_v6_jleague_scope,2024-02-17,,
1429,2,バーンリー,アーセナル,out_of_v6_jleague_scope,2024-02-18,,
