round_no,match_no,home_team,away_team,reason,kickoff_at,date_distance_days,closest_prediction_date
1429,3,シェフィU,ブライトン,out_of_v6_jleague_scope,2024-02-18,,
1429,4,フラム,アストン,out_of_v6_jleague_scope,2024-02-18,,
1429,5,マンC,チェルシー,out_of_v6_jleague_scope,2024-02-18,,
1429,6,ヴォルフス,ドルト,out_of_v6_jleague_scope,2024-02-17,,
1429,7,ホッフェン,ウニオン,out_of_v6_jleague_scope,2024-02-17,,
1429,8,ハイデンハ,レヴァー,out_of_v6_jleague_scope,2024-02-17,,
1429,9,ブレント,リヴァプ,out_of_v6_jleague_scope,2024-02-17,,
1429,10,バーンリー,アーセナル,out_of_v6_jleague_scope,2024-02-18,,
1429,11,シェフィU,ブライトン,out_of_v6_jleague_scope,2024-02-18,,
1429,12,フラム,アストン,out_of_v6_jleague_scope,2024-02-18,,
1429,13,マンC,チェルシー,out_of_v6_jleague_scope,2024-02-18,,
1434,1,讃岐,秋田,no_exact_pair_match,2024-03-06,,
1434,2,群馬,相模原,date_distance_gt_window,2024-03-06,570.0,2025-09-27
1434,3,沼津,仙台,no_exact_pair_match,2024-03-06,,
1434,4,北九州,大分,no_exact_pair_match,2024-03-06,,
1434,5,宮崎,岡山,no_exact_pair_match,2024-03-06,,
1434,6,千葉,0,out_of_v6_jleague_scope,2024-02-28,,
1436,1,岩手,栃木,date_distance_gt_window,2024-03-13,724.0,2022-03-20
1436,2,富山,山形,date_distance_gt_window,2024-03-13,412.0,2025-04-29
1436,3,FC大阪,いわき,no_exact_pair_match,2024-03-13,,
1436,4,福島,熊本,no_exact_pair_match,2024-03-13,,
1436,5,松本,山口,no_exact_pair_match,2024-03-13,,
1436,6,いわき,2,out_of_v6_jleague_scope,2024-03-06,,
1440,1,ベトナム,インドネシ,out_of_v6_jleague_scope,2024-03-26,,
1440,2,キルギス,台湾,out_of_v6_jleague_scope,2024-03-26,,
1440,3,ウズベキ,香港,out_of_v6_jleague_scope,2024-03-26,,
1440,4,バーレーン,ネパール,out_of_v6_jleague_scope,2024-03-27,,
1440,5,クウェート,カタール,out_of_v6_jleague_scope,2024-03-27,,
1440,6,ベトナム,インドネシ,out_of_v6_jleague_scope,2024-03-26,,
1440,7,キルギス,台湾,out_of_v6_jleague_scope,2024-03-26,,
1440,8,ウズベキ,香港,out_of_v6_jleague_scope,2024-03-26,,
1440,9,バーレーン,ネパール,out_of_v6_jleague_scope,2024-03-27,,
1440,10,クウェート,カタール,out_of_v6_jleague_scope,2024-03-27,,
1440,11,トルクメニス,イラン,out_of_v6_jleague_scope,2024-03-27,,
1440,12,ヨルダン,パキスタン,out_of_v6_jleague_scope,2024-03-27,,
1440,13,フィリピン,イラク,out_of_v6_jleague_scope,2024-03-26,,
1444,6,琉球,0,out_of_v6_jleague_scope,2024-04-03,,
1446,1,岩手,C大阪,no_exact_pair_match,2024-04-17,,
1446,2,今治,神戸,no_exact_pair_match,2024-04-17,,
1446,3,鹿児島,東京V,no_exact_pair_match,2024-04-17,,
1446,4,大宮,名古屋,no_exact_pair_match,2024-04-17,,
1446,5,沼津,札幌,no_exact_pair_match,2024-04-17,,
1446,6,新潟,2,out_of_v6_jleague_scope,2024-04-10,,
1448,1,岡山,横浜FC,date_distance_gt_window,2024-04-24,21.0,2024-04-03
1448,2,富山,清水,no_exact_pair_match,2024-04-24,,
1448,3,琉球,G大阪,no_exact_pair_match,2024-04-24,,
1448,4,群馬,柏,no_exact_pair_match,2024-04-24,,
1448,5,鳥取,浦和,no_exact_pair_match,2024-04-24,,
1448,6,京都,2,out_of_v6_jleague_scope,2024-04-17,,
1453,6,川崎F,2,out_of_v6_jleague_scope,2024-05-08,,
1455,1,長崎,浦和,no_exact_pair_match,2024-05-22,,
1455,2,町田,鹿島,date_distance_gt_window,2024-05-22,74.0,2024-03-09
1455,3,横浜FC,名古屋,date_distance_gt_window,2024-05-22,459.0,2023-02-18
1455,4,秋田,新潟,date_distance_gt_window,2024-05-22,801.0,2022-03-13
1455,5,長野,札幌,no_exact_pair_match,2024-05-22,,
1455,6,FC東京,1,out_of_v6_jleague_scope,2024-05-15,,
1458,1,FC東京,広島,date_distance_gt_window,2024-06-05,95.0,2024-03-02
1458,2,C大阪,町田,date_distance_gt_window,2024-06-05,63.0,2024-08-07
1458,3,柏,名古屋,date_distance_gt_window,2024-06-05,81.0,2024-03-16
1458,4,新潟,長崎,date_distance_gt_window,2024-06-05,774.0,2022-04-23
1458,5,札幌,富山,date_distance_gt_window,2024-06-05,346.0,2025-05-17
1458,6,名古屋,1,out_of_v6_jleague_scope,2024-06-01,,
1459,1,インドネシ,イラク,out_of_v6_jleague_scope,2024-06-06,,
1459,2,シンガポ,韓国,out_of_v6_jleague_scope,2024-06-06,,
1459,3,ベトナム,フィリピン,out_of_v6_jleague_scope,2024-06-06,,
1459,4,キルギス,マレーシア,out_of_v6_jleague_scope,2024-06-07,,
1459,5,バーレーン,イエメン,out_of_v6_jleague_scope,2024-06-07,,
1459,6,インドネシ,イラク,out_of_v6_jleague_scope,2024-06-06,,
1459,7,シンガポ,韓国,out_of_v6_jleague_scope,2024-06-06,,
1459,8,ベトナム,フィリピン,out_of_v6_jleague_scope,2024-06-06,,
1459,9,キルギス,マレーシア,out_of_v6_jleague_scope,2024-06-07,,
1459,10,バーレーン,イエメン,out_of_v6_jleague_scope,2024-06-07,,
1459,11,台湾,オマーン,out_of_v6_jleague_scope,2024-06-06,,
1459,12,バングラ,オーストラリ,out_of_v6_jleague_scope,2024-06-06,,
1459,13,香港,イラン,out_of_v6_jleague_scope,2024-06-06,,
1460,1,長崎,新潟,date_distance_gt_window,2024-06-09,680.0,2022-07-30
