model,rows,accuracy,macro_f1,weighted_f1,log_loss,away_precision,away_recall,away_f1,draw_precision,draw_recall,draw_f1,home_precision,home_recall,home_f1
LightGBM v5,4502,0.3496223900488672,0.33986578147116214,0.34982510152688934,1.155217968644753,0.34519572953736655,0.3274814314652262,0.3361053361053361,0.2654370489174018,0.2774518021793797,0.2713114754098361,0.4097297297297297,0.41466083150984684,0.4121805328983143
