strategy,window,test_from,test_to,rows,accuracy,macro_f1,weighted_f1,log_loss,away_precision,away_recall,away_f1,draw_precision,draw_recall,draw_f1,home_precision,home_recall,home_f1,predicted_away,predicted_draw,predicted_home
fixed_rf50_lgbm50,4,2022-10-01,2022-11-20,159,0.3836477987421384,0.3571874349906386,0.3783968958615994,1.0974183670304798,0.35714285714285715,0.3448275862068966,0.3508771929824561,0.26666666666666666,0.2222222222222222,0.24242424242424243,0.4520547945205479,0.5076923076923077,0.4782608695652174,56,30,73
fixed_rf50_lgbm50,5,2023-02-17,2023-03-29,151,0.41721854304635764,0.4093346253229974,0.41490066225165556,1.087554490373276,0.4318181818181818,0.36538461538461536,0.3958333333333333,0.3488372093023256,0.3488372093023256,0.3488372093023256,0.453125,0.5178571428571429,0.48333333333333334,44,43,64
fixed_rf50_lgbm50,6,2023-03-31,2023-06-25,399,0.37593984962406013,0.3418550189713649,0.3630004021142615,1.1004897684165322,0.35185185185185186,0.2857142857142857,0.3153526970954357,0.2631578947368421,0.2,0.22727272727272727,0.42790697674418604,0.5542168674698795,0.48293963254593175,108,76,215
fixed_rf50_lgbm50,7,2023-06-28,2023-09-24,375,0.336,0.30077245049893286,0.3158666335130143,1.1318791359381515,0.26495726495726496,0.26956521739130435,0.2672413793103448,0.2777777777777778,0.13513513513513514,0.18181818181818182,0.39215686274509803,0.5369127516778524,0.45325779036827196,117,54,204
fixed_rf50_lgbm50,8,2023-09-27,2023-12-03,223,0.3721973094170404,0.34869036704441103,0.3587233179117187,1.1013856862221176,0.4444444444444444,0.3111111111111111,0.3660130718954248,0.3548387096774194,0.19642857142857142,0.25287356321839083,0.34108527131782945,0.5714285714285714,0.42718446601941745,63,31,129
fixed_rf50_lgbm50,9,2024-02-23,2024-03-23,138,0.21739130434782608,0.21626139817629178,0.21445751288489495,1.1755296297093905,0.18604651162790697,0.1568627450980392,0.1702127659574468,0.25806451612903225,0.20512820512820512,0.22857142857142856,0.21875,0.2916666666666667,0.25,43,31,64
fixed_rf50_lgbm50,10,2024-03-24,2024-06-19,409,0.40097799511002447,0.3737373737373737,0.3858758736509348,1.0939070431347289,0.4049586776859504,0.37404580152671757,0.3888888888888889,0.2948717948717949,0.19166666666666668,0.23232323232323232,0.4380952380952381,0.5822784810126582,0.5,121,78,210
fixed_rf50_lgbm50,11,2024-06-22,2024-09-18,336,0.39880952380952384,0.36899421639159263,0.39778907966064125,1.0915347216525852,0.40298507462686567,0.4462809917355372,0.4235294117647059,0.22388059701492538,0.20833333333333334,0.2158273381294964,0.48148148148148145,0.45454545454545453,0.4676258992805755,134,67,135
fixed_rf50_lgbm50,12,2024-09-21,2024-12-08,257,0.38910505836575876,0.3506884681583477,0.3718213599255275,1.0712037263135699,0.36046511627906974,0.3875,0.37349397590361444,0.24390243902439024,0.14084507042253522,0.17857142857142858,0.45384615384615384,0.5566037735849056,0.5,86,41,130
fixed_rf50_lgbm50,13,2025-02-14,2025-03-16,154,0.35714285714285715,0.3526723621607016,0.3586314804744597,1.1102801498552428,0.35,0.4883720930232558,0.4077669902912621,0.24489795918367346,0.27906976744186046,0.2608695652173913,0.4888888888888889,0.3235294117647059,0.3893805309734513,60,49,45
fixed_rf50_lgbm50,14,2025-03-23,2025-06-15,394,0.4010152284263959,0.3805912310132767,0.3909131185581818,1.0891781881076121,0.42045454545454547,0.30833333333333335,0.3557692307692308,0.34408602150537637,0.27586206896551724,0.3062200956937799,0.41784037558685444,0.5632911392405063,0.4797843665768194,88,93,213
fixed_rf50_lgbm50,15,2025-06-21,2025-09-14,300,0.36,0.34223087791652346,0.36361400695001334,1.1045385517900603,0.34285714285714286,0.24489795918367346,0.2857142857142857,0.22641509433962265,0.35294117647058826,0.27586206896551724,0.4838709677419355,0.44776119402985076,0.46511627906976744,70,106,124
fixed_rf50_lgbm50,16,2025-09-15,2025-12-06,292,0.4280821917808219,0.4085071332608279,0.4315850749841742,1.071574686659279,0.4805194805194805,0.37373737373737376,0.42045454545454547,0.26506024096385544,0.34375,0.29931972789115646,0.5,0.5116279069767442,0.5057471264367817,77,83,132
fixed_rf45_lgbm55,1,2022-02-18,2022-04-03,178,0.2808988764044944,0.27372567163633926,0.27729684931817,1.1915805791133078,0.18867924528301888,0.17857142857142858,0.1834862385321101,0.29411764705882354,0.2542372881355932,0.2727272727272727,0.33783783783783783,0.3968253968253968,0.36496350364963503,53,51,74
fixed_rf45_lgbm55,2,2022-04-05,2022-07-02,388,0.3479381443298969,0.33239348587123363,0.3478320430655982,1.1495474604713278,0.29927007299270075,0.3504273504273504,0.3228346456692913,0.2608695652173913,0.23076923076923078,0.24489795918367346,0.44025157232704404,0.41916167664670656,0.4294478527607362,137,92,159
fixed_rf45_lgbm55,3,2022-07-03,2022-09-25,349,0.3868194842406877,0.3607718089439036,0.3773864149887392,1.0999774706605299,0.3611111111111111,0.3333333333333333,0.3466666666666667,0.29411764705882354,0.21978021978021978,0.25157232704402516,0.4393063583815029,0.5390070921985816,0.4840764331210191,108,68,173
fixed_rf45_lgbm55,4,2022-10-01,2022-11-20,159,0.37735849056603776,0.3522788159344142,0.3730368278113536,1.099701544396714,0.35714285714285715,0.3448275862068966,0.3508771929824561,0.25806451612903225,0.2222222222222222,0.23880597014925373,0.4444444444444444,0.49230769230769234,0.46715328467153283,56,31,72
fixed_rf45_lgbm55,5,2023-02-17,2023-03-29,151,0.4304635761589404,0.42457413114192777,0.42862512202505465,1.0886147987774237,0.4318181818181818,0.36538461538461536,0.3958333333333333,0.37777777777777777,0.3953488372093023,0.38636363636363635,0.46774193548387094,0.5178571428571429,0.4915254237288136,44,45,62
fixed_rf45_lgbm55,6,2023-03-31,2023-06-25,399,0.37343358395989973,0.3390843895964917,0.36044108195182245,1.1032312680616798,0.3425925925925926,0.2781954887218045,0.3070539419087137,0.2597402597402597,0.2,0.22598870056497175,0.42990654205607476,0.5542168674698795,0.4842105263157895,108,77,214
fixed_rf45_lgbm55,7,2023-06-28,2023-09-24,375,0.344,0.31076586249000043,0.32555867121384363,1.1342259052757806,0.2773109243697479,0.28695652173913044,0.28205128205128205,0.2807017543859649,0.14414414414414414,0.19047619047619047,0.4020100502512563,0.5369127516778524,0.45977011494252873,119,57,199
fixed_rf45_lgbm55,8,2023-09-27,2023-12-03,223,0.3721973094170404,0.35183063662970476,0.3609532980163264,1.103593982506114,0.4444444444444444,0.3111111111111111,0.3660130718954248,0.34285714285714286,0.21428571428571427,0.26373626373626374,0.344,0.5584415584415584,0.42574257425742573,63,35,125
fixed_rf45_lgbm55,9,2024-02-23,2024-03-23,138,0.21014492753623187,0.20896555786649992,0.2064167418757894,1.1801664073476006,0.16666666666666666,0.13725490196078433,0.15053763440860216,0.25806451612903225,0.20512820512820512,0.22857142857142856,0.2153846153846154,0.2916666666666667,0.24778761061946902,42,31,65
fixed_rf45_lgbm55,10,2024-03-24,2024-06-19,409,0.4058679706601467,0.38050252270536244,0.39195710774785936,1.0952762941035712,0.4049586776859504,0.37404580152671757,0.3888888888888889,0.31645569620253167,0.20833333333333334,0.25125628140703515,0.44019138755980863,0.5822784810126582,0.5013623978201635,121,79,209
fixed_rf45_lgbm55,11,2024-06-22,2024-09-18,336,0.39285714285714285,0.36406088496945416,0.39254355449692757,1.0935446296222708,0.39849624060150374,0.4380165289256198,0.41732283464566927,0.21739130434782608,0.20833333333333334,0.2127659574468085,0.47761194029850745,0.44755244755244755,0.4620938628158845,133,69,134
