feature,importance
home_core_DF,0.0237798467123067
home_core_FW,0.022705853804361582
home_team_momentum,0.022647930996934646
home_momentum_FW,0.022438929608549797
away_core_DF,0.022379929296725075
away_momentum_FW,0.02235379614923285
home_team_core_score,0.022330084611659525
away_momentum_MF,0.022267579230543084
away_core_MF,0.02195930877100651
away_core_FW,0.021701641488554326
home_momentum_DF,0.021695474195454385
home_core_MF,0.021445333262937075
away_momentum_DF,0.021371960155123302
away_team_momentum,0.021234898372192192
home_momentum_MF,0.02118938139173572
away_team_core_score,0.021049619151266404
team_momentumRatio,0.020588467152872943
momentum_FWRatio,0.0205695319281856
momentum_FWDiff,0.020517242969044044
team_core_scoreDiff,0.020386224641817045
team_core_scoreRatio,0.020363842984163258
core_MFRatio,0.020197311005121274
team_momentumDiff,0.020197131031407245
momentum_DFDiff,0.02013956136168986
core_FWDiff,0.020116536226092482
core_DFDiff,0.020114166454309093
core_MFDiff,0.019911520486873984
momentum_MFDiff,0.019902928942788736
momentum_DFRatio,0.01984657873351517
momentum_MFRatio,0.01982005427056537
core_DFRatio,0.01959807728064796
core_FWRatio,0.019390739844366095
team_stabilityRatio,0.017731337328039234
core_player_countRatio,0.014411879580415635
available_count_MFRatio,0.012828644971815182
team_stabilityDiff,0.012582188372690541
starter_count_MFRatio,0.011666273139929805
momentum_GKDiff,0.010950206570942502
home_team_stability,0.010511421552329455
momentum_GKRatio,0.010471688148281973
available_count_DFRatio,0.010004239186961025
core_GKRatio,0.009804086642847426
core_GKDiff,0.009712800333365135
available_count_FWRatio,0.009515122709211725
away_team_stability,0.009244694378805297
core_player_countDiff,0.0086730301639814
starter_count_FWRatio,0.0082031588373619
available_count_MFDiff,0.008094356775782543
home_core_player_count,0.006953480473486562
away_available_count_MF,0.006920093804704019
away_core_player_count,0.006810114126056122
starter_count_MFDiff,0.00677490860275996
available_count_FWDiff,0.006477952852102902
home_momentum_GK,0.00640918581903906
away_momentum_GK,0.0063616429922488055
available_count_DFDiff,0.006160294823458049
home_available_count_MF,0.0060523770298678775
home_starter_count_MF,0.006041523546870388
away_available_count_FW,0.005978335468613313
home_core_GK,0.0058286974770896125
starter_count_FWDiff,0.005813177110883715
away_core_GK,0.005683342777169854
away_starter_count_MF,0.005661574577114896
starter_count_DFRatio,0.0055673643663962874
home_available_count_DF,0.005059226950416635
home_available_count_FW,0.004781262129738888
away_available_count_DF,0.004725249545663206
home_starter_count_FW,0.004603681383326414
away_starter_count_FW,0.0045296312980497
available_player_countRatio,0.004411726969279821
starter_count_DFDiff,0.004049426420473992
available_player_countDiff,0.0037787429863872057
away_available_player_count,0.0033406741389921044
away_starter_count_DF,0.003272425943356957
home_available_player_count,0.0029909836681785386
home_starter_count_DF,0.0026939599188871475
available_count_GKDiff,0.0013140088336100178
available_count_GKRatio,0.0009473062652077272
away_available_count_GK,0.0007839073953708642
home_available_count_GK,0.0006071091003952744
