model,rows,accuracy,macro_f1,weighted_f1,log_loss,away_precision,away_recall,away_f1,draw_precision,draw_recall,draw_f1,home_precision,home_recall,home_f1
RandomForest v5,4502,0.3680586406041759,0.34373872844378583,0.35891812036644277,1.0971021154169527,0.3576950105411103,0.3436866981769075,0.35055096418732784,0.28162291169451076,0.1978206202849958,0.2323978335795175,0.4069611780455154,0.4989059080962801,0.4482673875645122
